,equation
0,"\begin{equation}
c=\frac{3l}{2G}\,.  \label{Central Charge}
\"
1,"\begin{equation}
I_{Bulk}[g,\phi ]=\frac{1}{\pi G}\int d^{3}x\sqrt{-g}\left[ \frac{R}{16}-%
\frac{1}{2}(\nabla \phi )^{2}-V(\phi )\right] \;.  \label{Action Bulk}
\"
2,"\begin{equation}
\phi =\frac{\chi }{r^{1/2}}-\alpha \frac{\chi ^{3}}{r^{3/2}}+O(r^{-5/2})
\label{AsymptPhi}
\"
3,"\begin{equation}
\begin{array}{lll}
g_{rr}=\displaystyle \frac{l^{2}}{r^{2}}-\frac{4l^{2}\chi ^{2}}{r^{3}}%
+O(r^{-4}) &  & \displaystyle g_{tt}=-\frac{r^{2}}{l^{2}}+O(1) \\[2mm]
g_{tr}=O(r^{-2}) &  & g_{\varphi \varphi }=r^{2}+O(1) \\[1mm]
g_{\varphi r}=O(r^{-2}) &  & g_{t\varphi }=O(1)
\end{array}
\label{AsymptGeneral}
\"
4,"\begin{equation}
V(\phi )=-\frac{1}{8l^{2}}-\frac{3}{8l^{2}}\phi ^{2}-\frac{1}{2l^{2}}\phi
^{4}+\phi ^{6}U(\phi )\;,  \label{Generic Potential}
\"
5,"\begin{equation}
I=\frac{1}{\pi G}\int_{M}d^{3}x\sqrt{-g}\left( \frac{R}{16}-\frac{1}{2}%
(\nabla \phi )^{2}-V(\phi )\right) +\frac{1}{8\pi G}\int_{\partial M}d^{2}x%
\sqrt{-\gamma }\Theta +I_{ct}[\gamma ,\phi ]\;,  \label{ITotal}
\"
6,"\begin{equation}
\delta I=\int_{M}E_{I}\delta \Phi ^{I}+\int_{\partial M}d^{2}x\;\pi ^{\mu
\nu }\delta \gamma _{\mu \nu }-\frac{1}{\pi G}\int_{\partial M}d^{2}x\sqrt{%
-\gamma }\hat{n}^{M}\partial _{M}\phi \delta \phi +\delta I_{ct}\;,
\label{Delta I0}
\"
7,"\begin{equation}
ds^{2}=N^{2}dr^{2}+\gamma _{\mu \nu }(dx^{\mu }+N^{\mu }dr)(dx^{\nu }+N^{\nu
}dr)\;,  \label{ADM-Radial}
\"
8,"\begin{equation}
\pi ^{\mu \nu }:=\frac{1}{16\pi G}\sqrt{-\gamma }\left( \Theta \gamma ^{\mu
\nu }-\Theta ^{\mu \nu }\right) \;.  \label{Pi}
\"
9,"\begin{equation}
\Theta ^{\mu \nu }:=\frac{1}{2}\left( \nabla ^{\mu }\hat{n}^{\nu }+\nabla
^{\nu }\hat{n}^{\mu }\right) \;.  \label{Theta}
\"
10,"\begin{equation}
\delta I_{ct}=-\frac{1}{16\pi G}\int_{\partial M}d^{2}x\;\left( \frac{1}{%
l^{2}}\delta h_{\varphi \varphi }-\delta h_{tt}\right) -\frac{1}{4\pi Gl^{2}}%
\int_{\partial M}d^{2}x\left( r\delta \chi ^{2}+(1+3\alpha )\delta \chi
^{4}\right) \;.  \label{DeltaIct}
\"
11,"\begin{equation}
V_{\nu }(\phi )=-\frac{1}{8l^{2}}\left( \cosh ^{6}\phi +\nu \sinh ^{6}\phi
\right) \;.  \label{The Potential}
\"
12,"\begin{equation}
\phi =\textrm{arctanh}\sqrt{\frac{B}{H(r)+B}}\;,  \label{Scalar}
\"
13,"\begin{equation}
ds^{2}=-\left( \frac{H}{H+B}\right) ^{2}F(r)dt^{2}+\left( \frac{H+B}{H+2B}%
\right) ^{2}\frac{dr^{2}}{F(r)}+r^{2}d\varphi ^{2}\;,  \label{The metric}
\"
14,"\begin{equation}
\Theta _{\nu }=2(z\bar{z})^{2/3}\frac{z^{2/3}-\bar{z}^{2/3}}{z-\bar{z}}\;.
\label{Schuster}
\"
15,"\begin{equation}
M=\frac{3B^{2}}{8Gl^{2}}(1+\nu )\;.  \label{BH-Mass}
\"
16,"\begin{equation}
\phi =\textrm{arctanh}\left( \sqrt{\frac{B}{f(r)+B\sqrt{-\nu }}}\right) \;,
\label{PhiNS}
\"
17,"\begin{equation}
f(r)=\frac{1}{2}\left( r-B(\sqrt{-\nu }-1)+\sqrt{\left( r-B\left( \sqrt{-\nu 
}-1\right) \right) ^{2}+4B\sqrt{-\nu }r}\right) \;,  \label{f}
\"
18,"\begin{equation}
ds^{2}=-\frac{r^{2}}{l^{2}}dt^{2}+\frac{l^{2}(f+B(\sqrt{-\nu }-1))^{2}(f+B%
\sqrt{-\nu })^{2}}{f^{2}(f^{2}-B(B-2f)\sqrt{-\nu }-B^{2}\nu )^{2}}%
dr^{2}+r^{2}d\varphi ^{2}\;,  \label{NS}
\"
19,"\begin{equation}
\beta =\frac{2\pi l^{2}}{3B}\frac{\Theta _{\nu }}{(1+\nu )}\;,
\label{Temperature}
\"
20,"\begin{equation}
I=-\beta F=\frac{\pi \Theta _{\nu }}{4G}B\;,  \label{Ie}
\"
21,"\begin{equation}
\delta _{\xi }T_{++}=(2\partial _{+}\xi ^{+}T_{++}+\xi ^{+}\partial
_{+}T_{++})-\frac{c}{24\pi }\partial _{+}^{3}\xi ^{+}\;,  \label{DeltaTmnCFT}
\"
22,"\begin{equation}
\delta _{\xi }T_{++}=-\frac{l}{16\pi G}\partial _{+}^{3}\xi ^{+}\;.
\label{DeltaTmnBY}
\"
23,"\begin{equation}
c=\frac{3l}{2G}\,.  \label{Central Charge}
\"
24,"\begin{equation}
I_{Bulk}[g,\phi ]=\frac{1}{\pi G}\int d^{3}x\sqrt{-g}\left[ \frac{R}{16}-%
\frac{1}{2}(\nabla \phi )^{2}-V(\phi )\right] \;.  \label{Action Bulk}
\"
25,"\begin{equation}
\phi =\frac{\chi }{r^{1/2}}-\alpha \frac{\chi ^{3}}{r^{3/2}}+O(r^{-5/2})
\label{AsymptPhi}
\"
26,"\begin{equation}
\begin{array}{lll}
g_{rr}=\displaystyle \frac{l^{2}}{r^{2}}-\frac{4l^{2}\chi ^{2}}{r^{3}}%
+O(r^{-4}) &  & \displaystyle g_{tt}=-\frac{r^{2}}{l^{2}}+O(1) \\[2mm]
g_{tr}=O(r^{-2}) &  & g_{\varphi \varphi }=r^{2}+O(1) \\[1mm]
g_{\varphi r}=O(r^{-2}) &  & g_{t\varphi }=O(1)
\end{array}
\label{AsymptGeneral}
\"
27,"\begin{equation}
V(\phi )=-\frac{1}{8l^{2}}-\frac{3}{8l^{2}}\phi ^{2}-\frac{1}{2l^{2}}\phi
^{4}+\phi ^{6}U(\phi )\;,  \label{Generic Potential}
\"
28,"\begin{equation}
I=\frac{1}{\pi G}\int_{M}d^{3}x\sqrt{-g}\left( \frac{R}{16}-\frac{1}{2}%
(\nabla \phi )^{2}-V(\phi )\right) +\frac{1}{8\pi G}\int_{\partial M}d^{2}x%
\sqrt{-\gamma }\Theta +I_{ct}[\gamma ,\phi ]\;,  \label{ITotal}
\"
29,"\begin{equation}
\delta I=\int_{M}E_{I}\delta \Phi ^{I}+\int_{\partial M}d^{2}x\;\pi ^{\mu
\nu }\delta \gamma _{\mu \nu }-\frac{1}{\pi G}\int_{\partial M}d^{2}x\sqrt{%
-\gamma }\hat{n}^{M}\partial _{M}\phi \delta \phi +\delta I_{ct}\;,
\label{Delta I0}
\"
30,"\begin{equation}
ds^{2}=N^{2}dr^{2}+\gamma _{\mu \nu }(dx^{\mu }+N^{\mu }dr)(dx^{\nu }+N^{\nu
}dr)\;,  \label{ADM-Radial}
\"
31,"\begin{equation}
\pi ^{\mu \nu }:=\frac{1}{16\pi G}\sqrt{-\gamma }\left( \Theta \gamma ^{\mu
\nu }-\Theta ^{\mu \nu }\right) \;.  \label{Pi}
\"
32,"\begin{equation}
\Theta ^{\mu \nu }:=\frac{1}{2}\left( \nabla ^{\mu }\hat{n}^{\nu }+\nabla
^{\nu }\hat{n}^{\mu }\right) \;.  \label{Theta}
\"
33,"\begin{equation}
\delta I_{ct}=-\frac{1}{16\pi G}\int_{\partial M}d^{2}x\;\left( \frac{1}{%
l^{2}}\delta h_{\varphi \varphi }-\delta h_{tt}\right) -\frac{1}{4\pi Gl^{2}}%
\int_{\partial M}d^{2}x\left( r\delta \chi ^{2}+(1+3\alpha )\delta \chi
^{4}\right) \;.  \label{DeltaIct}
\"
