,equation
0,"\begin{equation} S=\int
dx^{3} \sqrt{-g}\,({}^{{\small(3)}} R+2\Lambda) \"
1,"\begin{equation} ds^2 =-\left(-M+
\frac{r^2}{l^2} +\frac{J^2}{4 r^2} \right)dt^2
+\frac{dr^2}{\left(-M+ \displaystyle{\frac{r^2}{l^2} +\frac{J^2}{4
r^2}} \right)} +r^2\left(d\theta -\frac{J}{2r^2}dt\right)^2
\label{metric}\"
2,"\begin{equation} ds^2 =-g(r)dt^2 +g(r)^{-1}dr^2
\label{metric1}\"
3,"\begin{equation} g(r)=\left(-M+\Lambda r^2
+\frac{J^2}{4 r^2}\right)\label{metric2}
 \"
4,"\begin{equation}
r^{2}_{\pm}=\frac{l^2}{2}\left(M\pm\sqrt{M^2 -
\displaystyle{\frac{J^2}{l^2}} }\right) \label{horizon1} \"
5,"\begin{equation}
M=\frac{r^{2}_{+}}{l^{2}}+\frac{J^{2}}{4r^{2}_{+}}\label{mass}\"
6,\begin{equation} J=\frac{2r_{+}r_{-}}{l^2}\label{ang}\
7,\begin{equation}\Omega=\frac{J}{2 r^{2}}\label{angvel}\hspace{1ex}.\
8,"\begin{equation}
S_{bh}=\frac{1}{4\hbar G} \mathcal{A}_H =S_{BH} \"
9,"\begin{equation} S_{bh}=4\pi
r_{+} \label{entr1}\hspace{1ex}.\"
10,"\begin{equation}
ds^{2}=-dt^{2}+R^{2}d\Omega_{n}\"
11,"\begin{equation} S_{CFT}=\frac{2\pi
R}{\sqrt{ab}}\sqrt{E_{C}\left(2E-E_{C}\right)} \label{cvf}\"
12,"\begin{equation} E_{C}\equiv n\left(E+pV-TS-\Phi
Q\right)\label{casimir1}\"
13,"\begin{equation} E(S, V)=E_{E}(S, V)+\frac{1}{2}E_{C}(S,
V)\label{ext}\"
14,"\begin{equation}
 T_{H}S_{bh}=2\left(\displaystyle{\frac{
r_{+}^2}{l^2}-\frac{J^2}{4r_{+}^2}}\right)\label{ts}
 \"
15,"\begin{equation}
\Omega_{+}J=\frac{J^2}{2r^{2}_{+}}\label{jo}\hspace{1ex}.\"
16,"\begin{equation} E_{C}=
\frac{J^2}{2r^{2}_{+}}\label{casimir2}\"
17,"\begin{equation} E_{C}=\frac{b}{2\pi
R}\label{cftcas2}\hspace{1ex}.\"
18,"\begin{equation}
2E-E_{C}=2\frac{r^{2}_{+}}{l^2}\label{e-ec}\hspace{1ex}.\"
19,"\begin{equation}
E_{E}=\frac{r^{2}_{+}}{l^2}\label{exten2}\"
20,"\begin{equation}
E_{E}=\frac{4\pi a }{R}r^{2}_{+}\label{exten3}\hspace{1ex}.\"
21,"\begin{equation} R=\frac{b r^{2}_{+}}{\pi
J^2}\label{radius1}\"
22,"\begin{equation}
R=4\pi a l^{2}\label{radius2}\hspace{1ex}.\"
23,"\begin{equation} R=
2r_{+}\left(\frac{l}{J}\right)\sqrt{ab}\label{radius3}\hspace{1ex}.\"
24,"\begin{equation}
S_{CFT}=\frac{2\pi}{\sqrt{ab}}2r_{+}\left(\frac{l}{J}\sqrt{ab}\right)
\sqrt{\frac{J^2}{2r^{2}_{+}}2\frac{r^{2}_{+}}{l^2}}\"
25,\begin{equation} S_{CFT}=S_{bh}\hspace{1ex}.\
26,"\begin{equation} S=\int
dx^{3} \sqrt{-g}\,({}^{{\small(3)}} R+2\Lambda) \"
27,"\begin{equation} ds^2 =-\left(-M+
\frac{r^2}{l^2} +\frac{J^2}{4 r^2} \right)dt^2
+\frac{dr^2}{\left(-M+ \displaystyle{\frac{r^2}{l^2} +\frac{J^2}{4
r^2}} \right)} +r^2\left(d\theta -\frac{J}{2r^2}dt\right)^2
\label{metric}\"
28,"\begin{equation} ds^2 =-g(r)dt^2 +g(r)^{-1}dr^2
\label{metric1}\"
29,"\begin{equation} g(r)=\left(-M+\Lambda r^2
+\frac{J^2}{4 r^2}\right)\label{metric2}
 \"
30,"\begin{equation}
r^{2}_{\pm}=\frac{l^2}{2}\left(M\pm\sqrt{M^2 -
\displaystyle{\frac{J^2}{l^2}} }\right) \label{horizon1} \"
31,"\begin{equation}
M=\frac{r^{2}_{+}}{l^{2}}+\frac{J^{2}}{4r^{2}_{+}}\label{mass}\"
32,\begin{equation} J=\frac{2r_{+}r_{-}}{l^2}\label{ang}\
33,\begin{equation}\Omega=\frac{J}{2 r^{2}}\label{angvel}\hspace{1ex}.\
34,"\begin{equation}
S_{bh}=\frac{1}{4\hbar G} \mathcal{A}_H =S_{BH} \"
35,"\begin{equation} S_{bh}=4\pi
r_{+} \label{entr1}\hspace{1ex}.\"
36,"\begin{equation}
ds^{2}=-dt^{2}+R^{2}d\Omega_{n}\"
37,"\begin{equation} S_{CFT}=\frac{2\pi
R}{\sqrt{ab}}\sqrt{E_{C}\left(2E-E_{C}\right)} \label{cvf}\"
38,"\begin{equation} E_{C}\equiv n\left(E+pV-TS-\Phi
Q\right)\label{casimir1}\"
39,"\begin{equation} E(S, V)=E_{E}(S, V)+\frac{1}{2}E_{C}(S,
V)\label{ext}\"
40,"\begin{equation}
 T_{H}S_{bh}=2\left(\displaystyle{\frac{
r_{+}^2}{l^2}-\frac{J^2}{4r_{+}^2}}\right)\label{ts}
 \"
41,"\begin{equation}
\Omega_{+}J=\frac{J^2}{2r^{2}_{+}}\label{jo}\hspace{1ex}.\"
42,"\begin{equation} E_{C}=
\frac{J^2}{2r^{2}_{+}}\label{casimir2}\"
43,"\begin{equation} E_{C}=\frac{b}{2\pi
R}\label{cftcas2}\hspace{1ex}.\"
44,"\begin{equation}
2E-E_{C}=2\frac{r^{2}_{+}}{l^2}\label{e-ec}\hspace{1ex}.\"
45,"\begin{equation}
E_{E}=\frac{r^{2}_{+}}{l^2}\label{exten2}\"
46,"\begin{equation}
E_{E}=\frac{4\pi a }{R}r^{2}_{+}\label{exten3}\hspace{1ex}.\"
47,"\begin{equation} R=\frac{b r^{2}_{+}}{\pi
J^2}\label{radius1}\"
48,"\begin{equation}
R=4\pi a l^{2}\label{radius2}\hspace{1ex}.\"
49,"\begin{equation} R=
2r_{+}\left(\frac{l}{J}\right)\sqrt{ab}\label{radius3}\hspace{1ex}.\"
50,"\begin{equation}
S_{CFT}=\frac{2\pi}{\sqrt{ab}}2r_{+}\left(\frac{l}{J}\sqrt{ab}\right)
\sqrt{\frac{J^2}{2r^{2}_{+}}2\frac{r^{2}_{+}}{l^2}}\"
51,\begin{equation} S_{CFT}=S_{bh}\hspace{1ex}.\
