,equation
0,"\begin{equation}}
  \nc{\eeq}[1]{\label{#1}\"
1,"\begin{equation}
  \label{sigmamodel}
  S= \int\limits_{\Sigma} d^2\xi\,\,
  \left [ \d_\+ X^\mu \d_= X^\nu E_{\mu\nu}  +
    i \psi^\mu_+\nabla^{(+)}_- \psi_+^\nu
    g_{\mu\nu} + i \psi_-^\mu \nabla^{(-)}_+ \psi^\nu_- g_{\mu\nu} +
    \frac{1}{2} \psi^\lambda_+ \psi_+^\sigma \psi_-^\rho \psi_-^\gamma
    {\cal R}^{-}_{\rho\gamma\lambda\sigma} \right ],
\"
2,"\begin{equation}
  \label{bulkcurbc}
  \left[ \,\, T_{++}-T_{--} \,\,
  \right]_{\sigma=0,\pi} =0,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,
  \left[ \,\,  G^1_{+}-\eta_1 G^1_{-} \,\, \right]_{\sigma=0,\pi} =0 ,
\"
3,"\begin{equation}
  \label{fermans}
  \psi^\mu_- = \eta_1 R^\mu_{\,\,\nu} (X) \psi^\nu_+ ,
\"
4,"\begin{equation}
  \label{boscond}
  \partial_= X^\mu - R^\mu_{\,\,\nu}\partial_{+\!\!\!+} X^\nu
  + 2i(P^\sigma_{\,\,\rho}
  \nabla_\sigma R^\mu_{\,\,\nu} + P^\mu_{\,\,\gamma} g^{\gamma\delta}
  H_{\delta\sigma\rho} R^\sigma_{\,\,\nu})\psi_+^\rho \psi_+^\nu =0 ,
\"
5,"\begin{equation}
  \label{RgRcond1}
  g_{\rho\sigma} = R^\mu_{\,\,\rho} g_{\mu\nu} R^\nu_{\,\,\sigma} ,
\"
6,"\begin{equation}
  \label{piinteg1}
  \pi^\mu_{\,\,\gamma} \pi^\rho_{\,\,\nu}
  Q^\delta_{\,\,[\mu , \rho]} = 0 ,
\"
7,"\begin{equation}}
  \nc{\eeq}[1]{\label{#1}\"
8,"\begin{equation}
  \label{sigmamodel}
  S= \int\limits_{\Sigma} d^2\xi\,\,
  \left [ \d_\+ X^\mu \d_= X^\nu E_{\mu\nu}  +
    i \psi^\mu_+\nabla^{(+)}_- \psi_+^\nu
    g_{\mu\nu} + i \psi_-^\mu \nabla^{(-)}_+ \psi^\nu_- g_{\mu\nu} +
    \frac{1}{2} \psi^\lambda_+ \psi_+^\sigma \psi_-^\rho \psi_-^\gamma
    {\cal R}^{-}_{\rho\gamma\lambda\sigma} \right ],
\"
9,"\begin{equation}
  \label{bulkcurbc}
  \left[ \,\, T_{++}-T_{--} \,\,
  \right]_{\sigma=0,\pi} =0,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,
  \left[ \,\,  G^1_{+}-\eta_1 G^1_{-} \,\, \right]_{\sigma=0,\pi} =0 ,
\"
10,"\begin{equation}
  \label{fermans}
  \psi^\mu_- = \eta_1 R^\mu_{\,\,\nu} (X) \psi^\nu_+ ,
\"
11,"\begin{equation}
  \label{boscond}
  \partial_= X^\mu - R^\mu_{\,\,\nu}\partial_{+\!\!\!+} X^\nu
  + 2i(P^\sigma_{\,\,\rho}
  \nabla_\sigma R^\mu_{\,\,\nu} + P^\mu_{\,\,\gamma} g^{\gamma\delta}
  H_{\delta\sigma\rho} R^\sigma_{\,\,\nu})\psi_+^\rho \psi_+^\nu =0 ,
\"
12,"\begin{equation}
  \label{RgRcond1}
  g_{\rho\sigma} = R^\mu_{\,\,\rho} g_{\mu\nu} R^\nu_{\,\,\sigma} ,
\"
13,"\begin{equation}
  \label{piinteg1}
  \pi^\mu_{\,\,\gamma} \pi^\rho_{\,\,\nu}
  Q^\delta_{\,\,[\mu , \rho]} = 0 ,
\"
