,equation
0,"\begin{equation}
{  L} =     {1\over 8 \pi} {\hbox{\rm Im}}   \, \tau_{cl} \left[\int d^4 \theta \,
\Phi^{\dagger} e^V \Phi +\int d^2 \theta\,{1\over 2} W W\right]
+ { L}^{(quarks)} + \Delta { L},
\"
1,"\begin{equation} 
\Delta { L}=   \int \, d^2 \theta \, \,   \mu  \,  {\hbox {\rm Tr}}   \, \Phi^2, \qquad    
 \tau_{cl} \equiv  {\theta_0 \over \pi} + {8 \pi i \over  g_0^2} \"
2,"\begin{equation}   { L}^{(quarks)}= \sum_i \, [ \int d^4 \theta \, \{ Q_i^{\dagger} e^V
Q_i + {\tilde Q_i}^{\dagger}  e^{ {\tilde V}}    {\tilde Q}_i \} +
\int d^2 \theta 
\, \{ \sqrt{2} {\tilde Q}_i \Phi Q^i    +      m_i   {\tilde Q}_i    Q^i   \}]
\"
3,"\begin{equation}  G_F=  \cases { U(n_f) \times Z_{2n_c - n_f}  \qquad  SU(n_c); \cr
  SO(2n_f)  \times  Z_{2n_c  + 2  - n_f} \qquad  USp( 2 n_c); \cr
 USp(2n_f)  \times  Z_{2n_c   -2  n_f -4}  \qquad  SO(n_c)  } 
\"
4,"\begin{equation}      G   \,\,\,{\stackrel {\langle \phi \rangle
     \ne 0} {\longrightarrow}}     \,\,\, H  \"
5,"\begin{equation}  A_i^a  \sim  U \cdot {\partial_i  }  U^{\dagger}   \to      \epsilon_{aij}  { r_j  \over     r^3}   G(r): 
 \"
6,"\begin{equation}     G(r)  =    \beta_i   T_i,   \qquad   T_i  \in  {\hbox {\rm  Cartan S.A.  of }} \, \,\,  H  
 \"
7,"\begin{equation} \vec{A}=  \Big( t_4,t_5,\frac{t_3} {2} + \frac{\sqrt{3} t_8}{2} \Big)
   \wedge \hat{r} A(r).      \qquad  \"
8,"\begin{equation}   b_0^{(dual)} \propto   -  2 \, r  +   n_f  >  0,   
\qquad       b_{0} \propto  -  2 \, n_c +    n_f  <     0,      
\label{betafund}  \"
9,"\begin{equation}   \langle  q_{\alpha }^i \rangle    =   \delta_{\alpha }^i \,  v, \qquad   \alpha =1,2,\ldots, r, \quad i=1,2,\ldots n_f
\"
