,equation
0,"\begin{equation}\label{cur}
R(\l,\m)=R_0(\l,\m)+\sum_{i=1}^g H_i R_i(\l,\m)=0
\"
1,"\begin{equation}\label{ide2}
\pi_*(\O_{\S})=\O_0\oplus\mathcal{K}_0^{-1}\oplus\ldots\oplus\mathcal{K}_0^{1-r}
\"
2,"\begin{equation}\label{ide1}
H^0(\mathcal{K}_\S)\cong H^0(\pi_*(\O_\S)^*\otimes \mathcal{K}_0)=
H^0(\oplus_{i=1}^r\mathcal{K}_0^{\otimes i})=\mathcal{T}Spec.
\"
3,"\begin{equation}\label{ex1}
0\longrightarrow H^1(\O_{\S})\stackrel{\rho}\longrightarrow\T_{(E,\Phi)}(\T^*\M)
\stackrel{dh}\longrightarrow H^0(\K_{\S})\longrightarrow 0.
\"
4,"\begin{equation}\label{ex2}
\T Jac_\S\longrightarrow\T \C^{2g}\stackrel{dh}\longrightarrow\T_\S Spec.
\"
5,"\begin{equation}\label{mercoh}
\T \C^{2g}\cong H^0(\S,\Omega_{\frak{M}}^1)
\"
6,"\begin{equation}
\label{mer}
\int_{b_i}\Omega_0=V_i.
\"
7,"\begin{equation}
f_{01}(t)=f_{01}(0)\exp(t*ln(\psi_{ess})).
\"
8,"\begin{equation}
\label{Rie}
<\omega_1,\omega_2>=\omega_R(\omega_1,\omega_2)=
\sum_{i=1}^g\left(\int_{a_i}\omega_1\int_{b_i}\omega_2-
\int_{b_i}\omega_1\int_{a_i}\omega_2\right).
\"
9,"\begin{equation}\label{cur}
R(\l,\m)=R_0(\l,\m)+\sum_{i=1}^g H_i R_i(\l,\m)=0
\"
10,"\begin{equation}\label{ide2}
\pi_*(\O_{\S})=\O_0\oplus\mathcal{K}_0^{-1}\oplus\ldots\oplus\mathcal{K}_0^{1-r}
\"
11,"\begin{equation}\label{ide1}
H^0(\mathcal{K}_\S)\cong H^0(\pi_*(\O_\S)^*\otimes \mathcal{K}_0)=
H^0(\oplus_{i=1}^r\mathcal{K}_0^{\otimes i})=\mathcal{T}Spec.
\"
12,"\begin{equation}\label{ex1}
0\longrightarrow H^1(\O_{\S})\stackrel{\rho}\longrightarrow\T_{(E,\Phi)}(\T^*\M)
\stackrel{dh}\longrightarrow H^0(\K_{\S})\longrightarrow 0.
\"
13,"\begin{equation}\label{ex2}
\T Jac_\S\longrightarrow\T \C^{2g}\stackrel{dh}\longrightarrow\T_\S Spec.
\"
14,"\begin{equation}\label{mercoh}
\T \C^{2g}\cong H^0(\S,\Omega_{\frak{M}}^1)
\"
15,"\begin{equation}
\label{mer}
\int_{b_i}\Omega_0=V_i.
\"
16,"\begin{equation}
f_{01}(t)=f_{01}(0)\exp(t*ln(\psi_{ess})).
\"
17,"\begin{equation}
\label{Rie}
<\omega_1,\omega_2>=\omega_R(\omega_1,\omega_2)=
\sum_{i=1}^g\left(\int_{a_i}\omega_1\int_{b_i}\omega_2-
\int_{b_i}\omega_1\int_{a_i}\omega_2\right).
\"
