,equation
0,"\begin{equation}
(X_1,...,X_r)\sim(\omega^{k_1}X_1,...,\omega^{k_r}X_r),\quad
\omega=e^{2\pi i /n} .\label{znaction}\"
1,"\begin{equation} (X_0,X_1, ..., X_r) \mapsto (X_0 e^{-in\theta},
X_1 e^{ik_1\theta},...,X_r e^{ik_r\theta}). \"
2,\begin{equation} -n|X_0|^2+\sum_i k_i |X_i|^2=t. \
3,"\begin{equation}
(X_1,...,X_r)\sim(\lambda^{k_1}X_1,...,\lambda^{k_r}X_r), \quad
\lambda\ne 0\"
4,"\begin{equation} W=\sum_{i=0}^r \exp(-Y_i), \"
5,"\begin{equation} 
Re[Y_i]=|X_i|^2. \"
6,"\begin{equation} u_i:=e^{-Y_i/n},\"
7,"\begin{equation} e^{-Y_0}=e^{t/n}\prod_i
u^{k_i} .\label{cntnt}\"
8,\begin{equation} u_i \sim e^{2\pi i/n} u_i \
9,"\begin{equation}
[W=\sum_{i=1}^r u_i^{n}+e^{t/n}\prod_i u^{k_i} ]// (\Z_n)^{r-1}.\label{orLGeq}
\"
10,"\begin{equation}
[W=\sum_{i=1}^r u_i^{n} ]// (\Z_n)^{r-1}. 
\"
11,"\begin{equation}
[W=\sum_i u_i^{n}+\sum_{l=1}^{n-1}t_lT^l]//(\Z_n)^{r-1}, \"
12,"\begin{equation} t(\Lambda)=t+(\sum_i
k_i-n) \log\Lambda .\"
13,"\begin{equation}
\{u_1^{p_1}u_2^{p_2}|(p_1,p_2)=(n\{jk_1/n\},n\{jk_2/n\}),
j=0,1,...,n-2\},\label{basis0} \"
14,\begin{equation} S=\int_\Sigma (\sum_i (|\partial u_i|^2 - |u_i  \frac{\partial W}{\partial u_i}|^2)/u_i^2.\
15,"\begin{equation} I= \{ u_1^{n}f_1+u_2^{n}f_2 | f_1, f_2 \; \hbox{are arbitrary holomorphic polynomial} \},\"
16,"\begin{equation}
{\cal R}=\C[u_1,u_2]/I[u_i\nabla_{u_i}W],
\"
17,"\begin{equation}
\{u_1^{p_1}u_2^{p_2}|(p_1,p_2)=(n\{jk_1/n\},n\{jk_2/n\}),
j=1,...,n-1\} \label{basis},
\"
18,"\begin{equation}
T=-\partial X {\partial}X^* + \half \psi^*\partial \psi + \half \psi \partial \psi^*,\"
19,"\begin{equation} \Z_n=\{g^l| l=0,1,2,\cdots,n-1, {\rm with} \;\; g^n=1\}
\"
20,"\begin{equation}
[\alpha_{n+a},\alpha^*_{-m-a}]=\delta_{m,n}, \;
\{\psi_{r+a},\psi^*_{-s-a}\}=\delta_{r,s}.\"
21,"\begin{equation}
H_L=\half\sum \[\alpha^*_{-n-a}\alpha_{n+a}+ \alpha_{-n+a}\alpha^*_{n-a}\] +
\half\sum_{r\in\Z+\half}\[(r+a)\psi^*_{-r-a}\psi_{r+a}+ (r-a)\psi_{-r+a}\psi^*_{n-a}\] . \"
22,"\begin{equation} E_0^L = \half\sum_{n=0}^{\infty}(n+a)+\half\sum_{n=1}^{\infty}(n-a)
-\half\sum_{n=0}^\infty(n+\half+a)-\half\sum_{n=0}^{\infty}(\half+n-a).\"
23,"\begin{equation}
f(a)=\sum_{n=0}^{\infty}(n+a)=1/24-(a-1/2)^2/2,\"
24,"\begin{equation}
E_0^L=\half(a-1),  \;\; for\;\; 0<a<\half.
\"
25,"\begin{equation}
E_0^L=\half\(a-1\)- \half\[-\(\half-a\)+\(a-\half\)\]=-\half a, \;\; for \;\; \half<a<1.
\"
26,"\begin{equation}
E_0^L=\Delta-1/2, \quad  {\rm and}\quad  q=\pm 2\Delta,\"
27,\begin{equation} G^+_{-\half}|0>=0\
28,"\begin{equation}
|0>_a \sim u^k.\"
29,"\begin{equation} 
G^-_{-\half} \psi_{a-\half}|0> =0 .\"
30,"\begin{equation} 
\psi_{a-\half}|0> \sim {\bar u}^{n-k}.\"
31,\begin{equation} a=\{jk/n\} .\
32,"\begin{equation}
n(1-\{jk/n\})=n\{j(n-k)/n\},\"
33,"\begin{equation} E_0^L=\(\half a_1-\frac{1}{8} \)
+\(\half a_2-\frac{1}{8} \) -\frac{1}{24}
\(1+\half\)\times 4= \half\(a_1+a_2-1\).\"
34,\begin{equation} \Delta_0=\half(a_1+a_2). \
35,"\begin{equation} G^+=G_1^++G_2^+,\"
36,"\begin{equation}
 \psi_i:=\psi^{(i)}_{a_i-\half}\quad  {\rm and}\;\; \psi_i^*:=\psi^{*(i)}_{\half-a_i}.\"
37,"\begin{equation}
 |0>\sim u_1^{n\{jk_1/n\}}u_2^{n\{jk_2/n\}}.\"
38,"\begin{equation} \psi_1\psi_2|0> \sim 
 {\bar u_1}^{n-n\{jk_1/n\}}{\bar u_2}^{n-n\{jk_2/n\}}.\"
39,"\begin{equation} [W=u_1^n+u_2^n +e^{t/n}u_1^{p_1}u_2^{p_2}]//Z_n .
\"
40,"\begin{equation}
\C^2/\Z_{n(k_1,k_2)} \to \C^2/\Z_{p_1(*,*)} \oplus \C^2/\Z_{p_2(*,*)},\"
41,"\begin{equation} [W\sim
u_1^n+e^{t/n}u_1^{p_1}u_2^{p_2}]//Z_n.\"
42,"\begin{equation}
u_1^{q_1}u_2^{q_2}= v_1^{Q_1}v_2^{Q_2},\"
43,"\begin{equation}
(Q_1,Q_2)=(-p\times q/n, q_2),\"
44,"\begin{equation} T^-_p=\pmatrix{{p_2}/{n} & -{p_1}/{n} \cr 0 & 1}. \label{Tp-}
\"
