,equation
0,"\begin{equation}
\rm{11D:~~~}
\left\{\hat{e}_{\hat{\mu}}{}^{\hat{a}},
\hat{C}_{\hat{\mu}\hat{\nu}\hat{\rho}},
\hat{\psi}_{\hat{\mu}}
\right\}\, .
\"
1,"\begin{equation}
  \hat{e}_{\hat{\mu}}{}^{\hat{a}}   = 
\left(
\begin{array}{cr}
e^{-\frac{1}{6}\varphi} e_{\mu}{}^{a} & 
e^{\frac{1}{3}\varphi} L_{m}{}^{i}A^{m}{}_{\mu} \\
&\\
0             & 
e^{\frac{1}{3}\varphi}L_{n}{}^{i}\,U^{n}{}_{m}   \\
\end{array}
\right) \, 
\"
2,"\begin{equation}
\hat{C}_{abc} =  e^{\frac{1}{2}\varphi}\, C_{abc}\, ,
\hspace{.3cm}
\hat{C}_{abi} =  L_{i}{}^{m}B_{m\, ab}\, ,
\hspace{.3cm}
\hat{C}_{aij} = 
 e^{-\frac{1}{2}\varphi}\, \epsilon_{mnp} L_{i}{}^{m} L_{j}{}^{n}\, V_a{}^p \, ,
\hspace{.3cm} \hat{C}_{ijk}= e^{-\varphi}\epsilon_{ijk} \ell \,
\"
3,"\begin{equation}
  \begin{array}{rcl}
{\hat \psi}_{\hat a} & = e^{\varphi/12}\left( \psi_{a} - \frac{1}{6} 
\Gamma_{a} \Gamma^{i} \lambda_i \right ) \,, \qquad {\hat\psi}_{i} = 
e^{\varphi/12} \lambda_i \,, \qquad \hat \epsilon = e^{-\varphi/12} \epsilon 
\,
  \end{array}
\"
4,"\begin{equation}
  \mathcal{M}_{mn} = - L_m{}^i L_n{}^j \eta_{ij} \, ,
\label{Mscalar}
\"
5,"\begin{equation}
{\cal W}_{IJ} = e^{\varphi} \left( \begin{array}{cc}
\ell^2 + e^{-2 \varphi} & \ell  \\
\ell    &  1          \\
\end{array}
\right)\, .
\label{Wscalar}
\"
6,"\begin{equation}
  d\sigma^{m} =-{\textstyle\frac{1}{2}}
  f_{np}{}^{m}\sigma^{n}\wedge \sigma^{p} \,, \qquad
  f_{mn}{}^{p} = -2(U^{-1})^{r}{}_{m} (U^{-1})^{s}{}_{n}\, 
 \partial_{[r} U^{p}{}_{s]}\, ,
\label{MC}
\"
7,"\begin{equation}
g_n{}^m = e^{i\lambda^k f_{kn}{}^m}\, ,
\"
8,"\begin{equation}
\hat{K}^{m} (\hat{x}) = -(U^{-1})^{m}{}_{n}(z) \lambda^{n}(x) +R^{m}{}_{n}z^{n} \,. 
\"
9,"\begin{equation}
\delta_{\lambda} L_{m}{}^{i} 
= -L_{n}{}^{i} \lambda_{m}{}^{n}=
f_{mp}{}^{n} \lambda^{p} L_{n}{}^{i}\, , 
\label{8dgaugetransf}
\"
