,equation
0,"\begin{equation}\label{eq:defseuc}
S_{inv}[L,\theta] \;=\; \int d^3x \,{\mathcal L}_{inv} (L,\theta)
\"
1,"\begin{equation}\label{eq:defleuc}
{\mathcal L}_{inv}(L,\theta)\;=\; \frac{1}{2} g^2 L_{\mu}\cdot L_\mu
+ i g \,\theta_\mu \cdot {\tilde F}_\mu(L)
\"
2,"\begin{equation}\label{eq:defFt}
{\tilde F}_\mu (L) \;=\; \frac{1}{2}\epsilon_{\mu\nu\lambda} F_{\nu\lambda}(L)
\;\;\;,\;\;\;
F_{\mu\nu}(L) \;=\; \partial_\mu L_\nu - \partial_\nu L_\mu
\,+\, g^{\frac{1}{2}} [L_\mu , L_\nu ] \;.
\"
3,"\begin{equation}\label{eq:conv}
{\rm tr} (\lambda_a \lambda_b) \;=\; - \delta_{a b}\;\;,\;\;
[\lambda_a , \lambda_b ] \;=\; f_{a b c} \, \lambda_c
\"
4,"\begin{equation}\label{eq:pgtrns}
\delta_\omega L_\mu \;=\; 0 \;\;\;\;\;\;\;
\delta_\omega \theta_\mu \;=\; D_\mu \omega \;,
\"
5,"\begin{equation}
D_\mu \omega = \partial_\mu \omega + g^{\frac{1}{2}} [L_\mu , \omega]
\;,
\"
6,"\begin{equation}
(D_\mu \omega)^a = \partial_\mu \omega^a + g^{\frac{1}{2}}
\, f_{a b c} \, L_\mu^b \,  \omega_c \;.
\"
7,"\begin{equation}\label{eq:polcomm}
\left[\delta_\eta \,,\, \delta_\omega \right]\;=\; 0 \;.
\"
8,"\begin{equation}
\delta_\omega I[L,\theta] \,=\, \int d^3x \, \delta_\omega
\theta_\mu^a (x) \, \frac{\delta I[L,\theta]}{\delta \theta_\mu^a (x)} 
\;,
\"
9,"\begin{equation}\label{eq:defst}
\int [{\mathcal D} \theta ] \; e^{ - S_{inv}[\theta] }
\;=\; \int {\mathcal D}\theta \, {\mathcal D}L \; e^{-S_{inv}[L,\theta]}
\"
10,"\begin{equation}\label{eq:st}
S_{inv}[\theta] \;=\; \int d^3x \, {\mathcal L}_{inv}(\theta)\;\;,\;\;
{\mathcal L}_{inv}(\theta) \;=\; \frac{1}{2} {\tilde f}_\mu^a
G_{\mu\nu}^{ab}(\theta){\tilde f}_\nu^b
\"
11,"\begin{equation}\label{eq:defg}
G_{\mu\nu}^{ab} \,=\, [ M^{-1} ]_{\mu\nu}^{ab}
\;\;,\;\;
M_{\mu\nu}^{ab}\,=\, \delta_{\mu\nu}\delta^{ab} + i g^{-\frac{1}{2}}
\epsilon_{\mu\lambda\nu} f^{acb} \theta_\lambda^c\;.
\"
12,"\begin{equation}\label{eq:definv}
G_{\mu\lambda}^{ac} M_{\lambda\nu}^{cb} \;=\; \delta_{\mu\nu} \delta^{ab}
\"
13,"\begin{equation}\label{eq:thmeas}
[{\mathcal D}\theta]\;=\; {\mathcal D}\theta \, [\det(M)]^{-\frac{1}{2}}
\"
14,"\begin{equation}
\left. - \frac{1}{2 g} ( \theta_\mu\cdot{\tilde f}_\mu  
\theta_\nu\cdot{\tilde f}_\nu  \,-\,
\theta_\mu\cdot{\tilde f}_\nu \,  \theta_\mu\cdot{\tilde f}_\nu \,
+\, {\tilde f}_\mu\cdot{\tilde f}_\mu \,  \theta_\nu\cdot \theta_\nu
  -\, {\tilde f}_\mu\cdot{\tilde f}_\nu  \,  \theta_\mu \cdot
  \theta_\nu )
\right] \;,
\"
