,equation
0,"\begin{equation}
    S=\int d^dx \mbox{ Tr }\left(\frac 1 2\partial M\cdot \partial M+\frac 1 2
    m^2\,M^2-\frac{\lambda}{3\sqrt N}M^3+\frac{g}{4N}M^4\right),
\"
1,"\begin{equation}\label{Greens}
    \Pi_n(x_1,...,x_n)=\lim_{N \to
    \infty}\frac{1}{N^{1+n/2}}\dfrac{\int DM \mbox{ Tr }( M(x_1)... M(x_n))\exp
    (-S)}{\int DM \exp (-S)}
\"
2,"\begin{equation}
    S=\mbox{ Tr } \left(-\frac 1 2M^2+\frac{g}{N}M^4\right).
\"
3,"\begin{equation}
\left\{
    \begin{array}{l}
    D=-1-8gD^2-4gD^4\Gamma_4
\\
    \Gamma_4=-4g+H+V
\\
    H=-4gD^2\Gamma^4+VD^2\Gamma_4
\\
    V=-4gD^2\Gamma^4+HD^2\Gamma_4
    \end{array}
    \right.
\"
4,"\begin{equation}\label{Parquet_false}
    64g^3D^6+16g^2D^5+112g^2D^4+20gD^3+(1+20g)D^2+2D+1=0.
\"
5,"\begin{equation}\label{parquetfalse12}
\left\{
    \begin{array}{l}
    D^{(1)}=-1-12g+o(g),
    \\
    D^{(2)}=-1-8g+o(g).
    \end{array}\right.
\"
6,"\begin{equation}
    64\alpha^6+16\alpha^5=0,
\"
7,"\begin{equation}\label{parquetfalse3}
    D^{(3)}=-\dfrac{1}{4g}+o(g).
\"
8,"\begin{equation}\label{shift}
    M_{\alpha\beta}=R_{\alpha\beta}+\sqrt{\dfrac{N}{4g}}I_{\alpha\beta},\quad
    \mbox{ Tr } R=0.
\"
9,"\begin{equation}\label{Higgs_shifted}
    S=\mbox{ Tr }\left(R^2+
    \frac{2\sqrt g}{\sqrt N}R^3+\frac g N R^4-\frac{N^2}{16
    g}\right).
\"
10,"\begin{equation}\label{parquet}
    \left\{
    \begin{array}{l}
        \widetilde D=1-\dfrac{3\sqrt 2}{2}\;\sqrt{g} \widetilde D^3\widetilde \Gamma_3-2g\widetilde D^2-g\widetilde D^4\widetilde \Gamma_4
        \\
        \widetilde \Gamma_3=-\dfrac{3\sqrt 2}{2}\;\sqrt{g}+\widetilde D^2\widetilde V\widetilde \Gamma_3+\widetilde D^3\widetilde \Gamma_3^3-
        g\widetilde \Gamma_3\widetilde D^2
        \\
        \widetilde \Gamma_4=-g+\widetilde H+\widetilde V+\widetilde D^4\widetilde \Gamma_3^4
        \\
        \widetilde H=\widetilde D^2\widetilde \Gamma_4\widetilde V+\widetilde D^3\widetilde \Gamma_3^2\widetilde V+
        \widetilde D^3\widetilde \Gamma_4\widetilde \Gamma_3^2-g\widetilde D^2\widetilde \Gamma_4-
        g\widetilde D^3\widetilde \Gamma^2_3
        \\
        \widetilde V=\widetilde D^2\widetilde \Gamma_4\widetilde H+\widetilde D^3\widetilde \Gamma_3^2\widetilde H+\widetilde D^3
        \widetilde \Gamma_4\widetilde \Gamma_3^2-g\widetilde D^2\widetilde \Gamma_4-
        g\widetilde D^3\widetilde \Gamma^2_3
    \end{array}
    \right.
\"
11,"\begin{equation}
    \widetilde D=1+\dfrac 5 2 g+o(g).
\"
12,"\begin{equation}\label{True}
    D=\,<\mbox{ Tr } M^2>=\frac{1}{4g}+\frac 1 2\;<\mbox{ Tr } Q^2>=\frac{1}{4g}+\frac 1 2+\frac 5 4 g+o(g).
\"
13,"\begin{equation}\label{plusmodel}
    S=\mbox{ Tr }\left(\frac 1 2M^2+\frac g N M^4\right).
\"
14,"\begin{equation}
    e^{-N^2 E_0(g)}=\lim_{N\to\infty}\int DM \;e^{-S}
\"
15,"\begin{equation}
    G_n(x_1,...,x_n)=\lim_{N \to
    \infty}\frac{1}{N^{1+n/2}}\dfrac{\int DM \mbox{ Tr }( M(x_1)... M(x_n))\exp
    (-S)}{\int DM \exp (-S)}
\"
16,"\begin{equation}
    E_0(g)=\int_{X}d\lambda\, u(\lambda)\left(\frac{1}{2}\lambda^2+
    g\lambda^4\right)-\iint_{X}d\mu d\lambda u(\lambda) u(\mu)
    \ln|\lambda-\mu|,
\"
17,"\begin{equation}
    G_{2p}=\int_X \lambda^{2p}u(\lambda)d\lambda,
\"
18,"\begin{equation}\label{Higgsmodel}
    S=\mbox{ Tr }\left(-\frac 1 2M^2+\frac g N M^4\right).
\"
19,"\begin{equation}
    u(\lambda)=\frac{1}{2\pi}\left(8a^2g+4g\lambda^2-1\right)\sqrt{(2a)^2-\lambda^2},\qquad
    g>0,
\"
20,"\begin{equation}
    12ga^4-a^2-1=0,
\"
21,"\begin{equation}\label{planar1sym}
    G_2=\int_{-2a}^{2b} d\lambda \;\lambda^2
    u(\lambda)=\frac{a^2(4+a^2)}{3}=\frac{1}{432g^2}+\frac{1}{6g}+1-8g+o(g).
\"
22,"\begin{equation}
    t^2=\frac{3+2\sqrt{1-60g}}{20g},\qquad
    s^2=\frac{1-\sqrt{1-60g}}{15g},\qquad 0<g\leq1/60.
\"
23,"\begin{equation}
     u(\lambda)=\frac{1}{2\pi}\left(4g\lambda^2+4gt\lambda+4gt^2+2gs^2-1\right)
    \sqrt{2t\lambda-\lambda^2+s^2-t^2}
\"
24,"\begin{equation}\label{planar1}
    G_2=-\frac{s^2t^2}{4}-\frac{s^4}{16}+3gs^2t^4+3gs^4t^2+\frac{gs^6}{4}=\frac{1}{4g}-1-10g+o(g).
\"
25,"\begin{equation}
    \left\{
    \begin{array}{l}
    a=-\dfrac{1}{\sqrt 2}-\dfrac 3
    2\sqrt{g}-\dfrac{15}{4}\sqrt{2}g+o(g),
    \\
    b=\dfrac{1}{\sqrt 2}-\dfrac 3
    2\sqrt{g}+\dfrac{15}{4}\sqrt{2}g+o(g),
    \end{array}
    \right.
\"
26,"\begin{equation}\label{planar2}
    G_2=\frac{1}{4g}+\frac 1 2+8g+o(g).
\"
27,"\begin{equation}
    a^2=\frac{1-4\sqrt g}{4g},\qquad b^2=\frac{1+4\sqrt g}{4g},
    \quad 0<g\leq 1/16,
\"
28,"\begin{equation}
    u(\lambda)=\frac{|\lambda|}{2\pi}\sqrt{8g\lambda^2-16g^2\lambda^4-1+16g},
\"
29,"\begin{equation}\label{planar3}
    G_2=\frac{1}{4g}.
\"
30,"\begin{equation}\label{action}
    S=\frac{1}{2}\mbox{Tr }M^2+\frac{g}{4N}\mbox{Tr }M^4.
\"
31,"\begin{equation}\label{SD}
    \Pi_n+g\Pi_{n+2}=\sum_{i=0}^{n-2}\Pi_i\Pi_{n-i-2}, \qquad n>2.
\"
32,"\begin{equation}
    x^4F^2-(g+x^2)F+g+x^2+gx^2\Pi_2=0.
\"
33,"\begin{equation}
    F=\dfrac{x^2+g-\sqrt{(x^2+g)^2-4x^4(g+x^2+gx^2\Pi_2)}}{2x^4}.
\"
34,"\begin{equation}
    27g^2\Pi_2^2+(1+18g)\Pi_2-1-16g=0.
\"
35,"\begin{equation}
    \left\{\begin{array}{l}
    \Pi_2=1-2g\Pi_2^2-g\Pi_2^4\Gamma_4
    \\
    \Gamma_4=-g+H+V
    \\
    H=-g\Pi_2^2\Gamma_4+V\Pi_2^2\Gamma_4
    \\
    V=-g\Pi_2^2\Gamma_4+H\Pi_2^2\Gamma_4
    \end{array}\right.
\"
36,"\begin{equation}{\label{S}}
    \left\{\begin{array}{l}
    \Pi_2=1-2g\Pi_2^2-g\Pi_2^4\Gamma_4
    \\
    \Gamma_4=-g+\dfrac{2g\Pi_2^2\Gamma_4}{\Pi_2^2\Gamma_4-1}
    \end{array}\right.
\"
37,"\begin{equation}
    g^3\Pi_2^6+g^2\Pi_2^5+5g^2\Pi_2^4+5g\Pi_2^3+(1-5g)\Pi_2^2-2\Pi_2+1=0
\"
38,"\begin{equation}\label{action1}
    S=\frac{1}{2}\mbox{Tr }M^2+\frac{\lambda}{3\sqrt{N}}\mbox{Tr }M^3+\frac{g}{4N}\mbox{Tr }M^4.
\"
