,equation
0,"\begin{equation} [M_{\mu\nu},
M_{\rho\tau}] = i(g_{\mu\rho}M_{\nu\tau}+
g_{\nu\tau}M_{\mu\rho}-g_{\mu\tau}M_{\nu\rho}
-g_{\nu\rho}M_{\mu\tau})\, .\label{r21}\"
1,"\begin{equation}
\begin{array}{lll}
[ M_i , p_j ] & = i\epsilon_{ijk}p_k\, ,\qquad & [ M_i , p_0 ]  =
0\, ,\medskip\cr [ N_i , p_0 ] & = i p_i\, , \qquad & [ p_\mu ,
p_\nu ] = 0\, ,\medskip\cr[ N_i , p_j ]& =
i\delta_{ij}\left[\kappa c\sinh(\frac {p_0}{\kappa c})
e^{-\frac{p_0}{\kappa c}}  + \frac1{2\kappa c} (\vec p)^2\right] -
\frac {i}{\kappa c} p_i p_j\,
.&\end{array}\label{r22}\"
2,"\begin{equation}
\begin{array}{ll}
\Delta(M_i) = & M_i\otimes 1 + 1\otimes M_i\medskip\, ,\cr
\Delta(N_i) = & N_i\otimes 1 + e^{-\frac{p_0} {\kappa c}}\otimes
N_i + {\frac{1}{\kappa c}}\epsilon_{ijk}p_j\otimes M_k\, ,
\medskip\cr \Delta(p_0) = & p_0\otimes 1 + 1\otimes p_0\, ,\medskip\cr
\Delta(p_i) = & p_i\otimes 1 + e^{-{\frac{p_0}{\kappa c}}}\otimes
p_i\, .\end{array}\label{r23}\"
3,"\begin{equation}\begin{array}{lll}S(M_i) & = -M_i\, ,\qquad & S(N_i)
 = -e^{\frac{p_0}{\kappa c}}N_i+{\frac{1}{\kappa
c}}\epsilon_{ijk}e^{\frac{p_0}{\kappa c}}p_j M_k\, ,\medskip\cr
S(p_0)& = -p_0\, , & S(p_i) = -p_i e^{\frac{p_0}{\kappa c}}\, .
\end{array}\label{r24}\"
4,"\begin{equation} \epsilon(X) \ = \
0\, ,\quad \epsilon(1) \ = \ 1\, ,\qquad for \qquad X= M_i, N_i,
p_\mu\, .\label{r25}\"
5,"\begin{equation}\begin{array}{lll}[ p_\mu , p_\nu ] & = \
0\, ,\qquad & \epsilon( p_\mu ) \ = \ 0\, ,\medskip\cr \Delta(p_0)
& = \ p_0\otimes 1 + 1\otimes p_0\, , & \Delta( p_i ) \ = \
p_i\otimes 1 + e^{-\frac{p_0}{\kappa c}}\otimes p_i\, ,\medskip\cr
S( p_0 ) & = \ -p_0\, , & S(p_i) \ = \ -p_i e^{\frac{p_0}{\kappa
c}}\, .\end{array}\label{r26}\"
6,"\begin{equation} < {p_i}^m\,{p_0}^n , {x_j}^k\,{x_0}^l
> \ = \ m!\,n!\,\delta_{m k} \delta_{n l} \delta_{i j} < p_0 ,x_0
>^n < p_i , x_i >^m\, .\label{r29}\"
7,"\begin{equation}[ {x_i}^k , {x_0}^l ] \ = \ {x_i}^k
\left\{ {x_0}^l - \left( x_0 - i\frac{k}{\kappa
c}\right)^l\right\}\, .\label{r213}\"
8,"\begin{equation}< f(p_i , p_0) , :\phi( x_j , x_0 ): > \
= \ f\left(-i\frac{\partial}{\partial x_i} , i
\frac{\partial}{\partial x_0}\right) \phi ( 0 , 0 )\,
.\label{r214}\"
9,"\begin{equation}\Delta^F( x_\mu ) \ = \ F \Delta_0( x_\mu )
F^{-1}\, .\label{r31}\"
10,"\begin{equation} [\Delta^F( x_0 ) , \Delta^F( x_i ) ] \ = \
-\frac{i}{\kappa c} \Delta^F( x_i )\, ,\qquad  [ \Delta^F( x_i ) ,
\Delta^F( x_j ) ] \ = \ 0\, .\label{r32}\"
11,"\begin{equation}(\Delta^F\otimes 1) \Delta^F
(x_\mu) \ = \ (1\otimes \Delta^F ) \Delta^F (x_\mu)\,
.\label{r33}\"
12,"\begin{equation}(1\otimes F) ( 1\otimes \Delta_0 ) F \
= \ ( F\otimes 1) ( \Delta_0\otimes 1 ) F\,
.\label{r352}\"
13,"\begin{equation} F \ = \ \exp\left(\sum\,\phi_n\otimes
\phi^n\right)\, .\label{r353}\"
14,"\begin{equation}
e^{1\otimes \phi_n\otimes \phi^n} e^{\phi_n\otimes
\Delta_0(\phi^n)} \ = \ e^{\phi_n\otimes \phi^n\otimes 1}
e^{\Delta_0(\phi_n)\otimes \phi^n}\,
.\label{r354}\"
15,"\begin{equation}[ \phi_n\otimes \phi^n\,, \Delta_0(
\phi^m ) ] \ = \ 0\, ,\quad \Delta_0 ( \phi^n ) \ = \ \phi^n
\otimes 1 + 1\otimes \phi^n\,
.\label{r355}\"
16,"\begin{equation}F_0( a ) \ = \ e^{a\,x_0\otimes x_0}\,
.\label{r36}\"
17,"\begin{equation}F( b ) \ = \ e^{b_{i j}\,x_i\otimes x_j}\,
.\label{r37}\"
18,"\begin{equation}\alpha\equiv a
<e^{-\frac{p_0}{\kappa c}} , x_0 > \ = \ -\frac{i\,a}{\kappa c}\in
\R\, .\label{r39}\"
19,"\begin{equation}\beta_{i j} \ = \ \frac{2
i}{\kappa c}\,b_{i j}\in \R\, .\label{r311}\"
20,"\begin{equation}[
\Delta( M_k ) , \Delta_\beta( x_0 ) ] \ = \ 0\, .
\label{r312}\"
21,"\begin{equation}\triangleright :\, {\cal{P}}_\kappa\otimes
{\cal{X}}_\kappa\rightarrow {\cal{X}}_\kappa :\, p\otimes
x\rightarrow p\triangleright x\, .\label{r313}\"
22,"\begin{equation} (p\tilde{p})\triangleright x \ = \
p\triangleright (\tilde{p} \triangleright x)\, ,\quad
1\triangleright x \ = \ x\, .\label{r314}\"
23,"\begin{equation} p\triangleright x \ = \
x_{(1)} < p\,, x_{(2)} >\, .\label{r315}\"
24,"\begin{equation} p\triangleright
(x\tilde{x}) \ = \ (p_{(1)}\triangleright x) (p_{(2)}
\triangleright \tilde{x})\, ,\quad p\triangleright 1=\epsilon(p)
1\, .\label{r316}\"
25,"\begin{equation}(x\otimes p)(\tilde{x}\otimes \tilde{p})
\ = \ x(p_{(1)}\triangleright \tilde{x})\otimes p_{(2)}\tilde{p}\,
.\label{r319}\"
26,"\begin{equation}[x,p] \ = \ x\circ p-p\circ x\, ,
\qquad  x\circ p \ = \ x\otimes p\, , \qquad p\circ
x=(p_{(1)}\triangleright x)\otimes p_{(2)}\,
.\label{r320}\"
27,"\begin{equation}
\begin{array}{lll} [ x_0 , x_i ] \ = & -\frac{i}{\kappa c} x_i\, ,
\qquad\qquad & [ x_i , x_j ] \ = \ 0\, ,\medskip\cr [ x_i , p_0 ]
\ = & -i\,\alpha x_i\, , & [ x_0 , p_i ] \ = \ \frac{i}{\kappa c}
p_i\, ,\medskip\cr [ x_0 , p_0 ] \ = & - i\, , & [ p_\mu , p_\nu ]
\ = \ 0\, ,\bigskip\cr [ x_i , p_j ] \ = & i\,\delta_{i j}
e^{\alpha x_0} + \left(1 - e^{-\frac{i \alpha}{\kappa c}}\right)
x_i\,p_j& \, .\end{array}\label{r321}\"
28,"\begin{equation}[ x_0 , p_0 ] \ = \ -i\,
,\quad [ x_i , p_j ] \ = \ i\,\delta_{i j} e^{\alpha x_0}\, ,\quad
[ x_i , p_0 ] \ = \ -i\,\alpha x_i\,
.\label{r322}\"
