,equation
0,"\begin{equation}}
%\def\ee{\"
1,"\begin{equation}
%
% 5 sites space
%
\parbox{40mm}{
\begin{fmfgraph*}(60,60)
\fmfsurroundn{v}{5}\fmfdotn{v}{5}
\fmfv{decoration.shape=circle,
decoration.filled=empty,decoration.size=0.2w}{v1}
\fmfv{decoration.shape=circle,decoration.filled=empty,
decoration.size=0.2w}{v2}
\fmfv{decoration.shape=circle,decoration.filled=empty,
decoration.size=0.2w}{v3}
\fmfv{decoration.shape=circle,decoration.filled=empty,
decoration.size=0.2w}{v4}
\fmfv{decoration.shape=circle,decoration.filled=empty,
decoration.size=0.2w}{v5}
\fmf{fermion}{v1,v2}
\fmf{fermion}{v2,v3}
\fmf{fermion}{v3,v4}
\fmf{fermion}{v4,v5}
\fmf{dots}{v5,v1}
\end{fmfgraph*} }
%
% 4 sites line
%
\parbox{40mm}{
\begin{fmfgraph*}(100,30)
\fmfleft{v1}
\fmfright{v4}
\fmf{fermion}{v1,v2}
\fmf{dots}{v2,v3}
\fmf{fermion}{v3,v4}
\fmfv{decoration.shape=circle,decoration.filled=empty,
decoration.size=0.1w}{v1}
\fmfv{decoration.shape=circle,decoration.filled=empty,
decoration.size=0.1w}{v2}
\fmfv{decoration.shape=circle,decoration.filled=empty,
decoration.size=0.1w}{v3}
\fmfv{decoration.shape=circle,decoration.filled=empty,
decoration.size=0.1w}{v4}
\end{fmfgraph*} }
\nonumber
\"
2,"\begin{equation}
\cS = \Ssite + \Slink
\"
3,"\begin{equation}
\Ssite = \sum_j \int \dx M^2 \sqrt{g^j} R[g^j]
\"
4,"\begin{equation}
G_{M N} = \left( \begin{array}{cc} g_{\mu \nu} ( x , z ) & 0 \\
0 & 1 \\ \end{array} \right)
\"
5,"\begin{equation}
\int \dz \to a \sum_j \, \, , \,  \partial_z g_{\mu \nu} \to \frac{1}{a}
(g^j_{\mu \nu} - g^{j+1}_{\mu \nu}) \label{contints}
\"
6,"\begin{equation}
R=N a, \quad
a=m^{-1}, \quad
M_{5D} = M^2 m \label{contvars}
\"
7,"\begin{equation}
Y_j \to f^{-1}_{j+1} \circ Y_j \circ f_{j}
\"
8,"\begin{equation}
G^{j+1}_{\mu \nu}(x_j) \equiv
\partial_\mu Y_j^\alpha \partial_\nu Y_j^\beta g^{j+1}_{\alpha\beta}(Y_j(x_{j}))
\"
9,"\begin{equation}
Y_j^\mu(x) = x^\mu + \pi^\mu_j(x)
\"
10,"\begin{equation}
g^{j}_{\mu \nu} - G^{j+1}_{\mu \nu} = h^{j}_{\mu \nu} - h^{j+1}_{\mu \nu} +
\pi^{j}_{\mu,\nu} + \pi^{j}_{\nu,\mu} +
\pi^{j \alpha}_{,\mu} \pi^j_{\alpha,\nu} + \cdots \label{gminusG}
\"
11,"\begin{equation}
\pi^j_\mu = A^j_\mu + \partial_\mu \phi^j
\"
12,"\begin{equation}
{\cal A} \quad=\quad
%
% o o -> o -> o o
%
\parbox{30mm}{
\begin{fmfgraph*}(85,40)
\fmfleft{p1,p2}
\fmfright{q1,q2}
\fmf{dashes}{p1,pl}
\fmf{dashes}{p2,pl}
\fmf{dashes}{pl,pr}
\fmf{dashes}{pr,q1}
\fmf{dashes}{pr,q2}
\fmfv{l=$\phi_1$,l.a=120,l.d=.03w}{p1}
\fmfv{l=$\phi_1$,l.a=-120,l.d=.03w}{p2}
\fmfv{l=$\phi_1$,l.a=60,l.d=.03w}{q1}
\fmfv{l=$\phi_1$,l.a=-60,l.d=.03w}{q2}
\end{fmfgraph*} } \quad  \sim \quad
\frac{E^{10}}{\Lambda^{10}} \label{scalscat}
\"
13,"\begin{equation}
\Lambda = (N m_1^4 \mpl)^{1/5} \label{LminN}
\"
14,"\begin{equation}
\Lambda = \left(\frac{M_{5D}^{3}}{R^{5} a^{2}}\right)^{1/10}\label{Lmin}
\"
15,"\begin{equation}
\Lammax \sim a^{-1}_{\rm min} \sim \left(\frac{M_{5D}^3}{R^5}\right)^{1/8}
\"
16,"\begin{equation}
{\cal A} \sim \frac{E^{10}}{\Lambda^{10}} \sim \frac{E^{10} R^5 a^2}{M_{5D}^3}
\sim \frac{E^{10}}{\mpl^2 (1/R)^8} \times \frac{a^2}{R^2} \label{AofR}
\"
17,"\begin{equation}
%
% o o -> o -> o o
%
\parbox{30mm}{
\begin{fmfgraph*}(85,40)
\fmfleft{p1,p2}
\fmfright{q1,q2}
\fmf{gluon}{p1,pl}
\fmf{gluon}{p2,pl}
\fmf{gluon}{pl,pr}
\fmf{gluon}{pr,q1}
\fmf{gluon}{pr,q2}
\fmfv{l=$g^{sL}$,l.a=120,l.d=.05w}{p1}
\fmfv{l=$g^{sL}$,l.a=-120,l.d=.05w}{p2}
\fmfv{l=$g^{sL}$,l.a=60,l.d=.05w}{q1}
\fmfv{l=$g^{sL}$,l.a=-60,l.d=.05w}{q2}
\end{fmfgraph*} } \quad +\quad\quad
%
% o o ->  o o
%
\parbox{25mm}{
\begin{fmfgraph*}(50,40)
\fmfleft{p1,p2}
\fmfright{q1,q2}
\fmf{gluon}{p1,p}
\fmf{gluon}{p2,p}
\fmf{gluon}{p,q1}
\fmf{gluon}{p,q2}
\fmfv{l=$g^{sL}$,l.a=120,l.d=.05w}{p1}
\fmfv{l=$g^{sL}$,l.a=-120,l.d=.05w}{p2}
\fmfv{l=$g^{sL}$,l.a=60,l.d=.05w}{q1}
\fmfv{l=$g^{sL}$,l.a=-60,l.d=.05w}{q2}
\end{fmfgraph*} }
%
%
%
\nonumber
\"
18,"\begin{equation}
h_{\mu \nu} = \hat{h}_{\mu \nu} - \eta_{\mu \nu} \psi, \, \, \mbox{where}
\, \, \psi = \frac{1}{a} \partial_z \phi
\"
19,"\begin{equation}
\cS = \int \dx \dz M_{5D}^3
\left((\partial \psi)^2 + (\partial_z \psi)^2 
+ \frac{1}{a^2}(\partial^2 \phi)^3 + \cdots \right) \nonumber
\"
20,"\begin{equation}
\int \dx \dz M_{5D}^3 a (\frac{\partial^2}{\partial_z} \psi)^3 + \cdots \label{psi3}
\"
21,"\begin{equation}
\int \dx \Big( M_{5D}^3 R  (\partial \psi_R)^2 
+ M_{5D}^3 a R^4 (\partial^2 \psi_R)^3 + \cdots \Big)
\"
22,"\begin{equation}
\Lammax \sim \left(\frac{\mpl^2}{R^5}\right)^{1/7}
\"
