,equation
0,"\begin{equation}
\left\langle {\mathcal O}\right\rangle =\frac{1}{Z\left( \beta \right) }
Tr\left[ \rho {\mathcal O}\right] \equiv \left\langle 0\left( \beta \right)
\left| {\mathcal O}\right| 0\left(\beta \right) \right\rangle. \label {BS} 
\"
1,"\begin{equation}
H\left. \left| n\right\rangle \!\right\rangle =E_{n}\left. \left|
n\right\rangle \!\right\rangle ,\qquad \widetilde{H}\left. \left|
n\right\rangle \!\right\rangle =E_{n}\left. \left| n\right\rangle
\!\right\rangle. 
\"
2,"\begin{equation}
\left| 0\left( \beta \right) \right\rangle =\frac{1}{\left( Z\left( \beta
\right) \right) ^{1/2}}\sum_{n}e^{-\frac{\beta }{2}E_{n}}\left| n,\tilde{n}
\right\rangle. 
\"
3,"\begin{equation}
\left[ \alpha _{m}^{i},\alpha _{n}^{j}\right] = \left[ \beta _{m}^{i},\beta
_{n}^{j}\right] =m\delta ^{ij}\delta _{m+n,0}, \qquad
\left[ \alpha _{m}^{i},\beta _{n}^{j}\right]=0.
\"
4,"\begin{equation}
A_{k}^{i}=\frac{1}{\sqrt{k}}\alpha _{k}^{i},\qquad A_{k}^{i\dagger }=
\frac{1}{\sqrt{k}}\alpha _{-k}^{i},
\qquad B_{k}^{i} =\frac{1}{\sqrt{k}}\beta _{k}^{i},\qquad B_{k}^{i\dagger }=
\frac{1}{\sqrt{k}}\beta _{-k}^{i},
\"
5,"\begin{equation}
A_{k}^{i}\left| 0\right\rangle \!=B_{k}^{i}\left| 0\right\rangle \!=0, 
\"
6,"\begin{equation}
H = \sum_{n>0}^{\infty }\left( nA_{n}^{\dagger }\cdot
A_{n}+nB_{n}^{\dagger }\cdot B_{n}\right),
\qquad
\widetilde{H}=\sum_{n>0}^{\infty }\left( n\tilde{A}_{n}^{\dagger }\cdot 
\tilde{A}_{n}+n\tilde{B}_{n}^{\dagger }\cdot \tilde{B}_{n}\right) .
\"
7,"\begin{equation}
\left[ A_{k}^{i},A_{m}^{j\dagger }\right] =
\left[ \tilde{A}_{k}^{i},\tilde{A}_{m}^{j\dagger }\right] =
\left[ B_{k}^{i},B_{m}^{j\dagger }\right]=
\left[ \tilde{B}_{k}^{i},\tilde{B}_{m}^{j\dagger }\right]=
\delta _{km}\delta ^{ij},
\"
8,"\begin{equation}
A_{k}^{i}\left. \left| 0\right\rangle \!\right\rangle =B_{m}^{j}\left.
\left| 0\right\rangle \!\right\rangle =\tilde{A}_{k}^{i}\left. \left|
0\right\rangle \!\right\rangle =\tilde{B}_{m}^{j}\left. \left|
0\right\rangle \!\right\rangle =0.
\"
9,"\begin{equation}
\left| 0\left( \beta \right) \right\rangle =e^{-iG}\left. \left|
0\right\rangle \!\right\rangle. \label{vbt}
\"
10,"\begin{equation}
G=G^{\dagger}=\sum_{k}\left( G_{k}^{\alpha }+G_{k}^{\beta }\right) , 
\label{gera}
\"
11,"\begin{equation}
G_{k}^{\alpha } =
-i\theta_{k} \left( A_{k}\cdot \tilde{A}_{k}-
\tilde{A}_{k}^{\dagger }\cdot A_{k}^{\dagger }\right) ,
\qquad
G_{k}^{\beta }=
-i\theta_{k} \left( B_{k}\cdot \tilde{B}_{k}-\tilde{B}
_{k}^{\dagger }\cdot B_{k}^{\dagger }\right).
\label{gera2}
\"
12,"\begin{equation}
\widehat{H}=H-\widetilde{H}. 
\"
13,"\begin{equation}
\hat{H} = H-\tilde{H}=
\sum_{n>0}^{\infty }\left( nA_{n}^{\dagger }\cdot
A_{n}+nB_{n}^{\dagger }\cdot B_{n}\right) -\sum_{n>0}^{\infty
}\left( n\tilde{A}_{n}^{\dagger }\cdot \tilde{A}_{n}+n
\tilde{B}_{n}^{\dagger }\cdot \tilde{B}_{n}\right).
\"
14,"\begin{equation}
\left( A_{k}^{\mu}+S^{\mu}\,\!\!_{\nu}B_{k}^{\nu\dagger }\right)
\left| B_{X}\right\rangle =0, \qquad
\left( A_{k}^{\mu\dagger } + S^{\mu}\,\!\!_{\nu}B_{k}^{\nu}\right) 
\left| B_{X}\right\rangle  = 0,
\label{ec1}
\"
15,"\begin{equation}
\widehat{p}^{a}\left| B_{X}\right\rangle \!=
\left( \widehat{q}^{i}-y^{i}\right) \left| B_{X}\right\rangle \!=0,
\label{ec2}
\"
16,"\begin{equation}
\left| B_{X}\right\rangle \!=N_{p}\delta ^{\left( d_{\bot }\right) }
\left(\widehat{q}-y\right) \exp \left[ -\sum_{n=1}^{\infty }
A_{n}^{\dagger }\cdot S\cdot B_{n}^{\dagger }\right] \left| 0\right\rangle\!,
\label{db}
\"
17,"\begin{equation}
\left. \left| B_{X}\right\rangle \!\right\rangle =\left| B_{X}\right\rangle 
\widetilde{\left| B_{X}\right\rangle }.
\"
18,"\begin{equation}
\left| B_{X}\left( \theta \right) \right\rangle =e^{-iG}\left. \left|
B_{X}\right\rangle \!\right\rangle, 
\"
19,"\begin{equation}
\left[ A_{k}^{\mu}\left( \theta \right) +
S^{\mu}\,\!\!_{\nu}B_{k}^{\nu\dagger }\left( \theta \right)
\right] \left| B_{X}\left( \theta \right) \right\rangle =0,
\qquad
\left[ A_{k}^{\mu\dagger}\left( \theta \right) +
S^{\mu}\,\!\!_{\nu}B_{k}^{\nu }\left( \theta \right)
\right] \left| B_{X}\left( \theta \right) \right\rangle =0.
\"
20,"\begin{equation}
K=K^{\alpha} + K^{\beta}=
\sum_{k}\left(K_{k}^{\alpha} + K_{k}^{\beta}\right).
\label{kst}
\"
