,equation
0,"\begin{equation}
\omega_n = \frac{\ln3}{8\pi M} -i \frac{2\pi}{8\pi M} 
\left( n+{1 \over 2} \right)
\"
1,"\begin{equation}
\Delta A = 32 \pi M \Delta M = 4 \ln 3
\"
2,"\begin{equation}
S = \ln \Omega = N \ln 3 = \frac{1}{4} (N 4\ln3 ) = \frac{1}{4} A
\"
3,"\begin{equation}
a_n = 2\gamma \sqrt{j(j+1)} = \gamma \sqrt{n(n+2)}
\label{sqrt}\"
4,"\begin{equation}
a_n = 2\gamma (j+{1 \over 2}) = \gamma (n+1)
\label{APSarea}\"
5,"\begin{equation}
\Omega = \prod_{n=0}^\infty g_n^{N_n}
\label{Omegapartial}\"
6,"\begin{equation}
Z = \sum_A \Omega (A) e^{-\beta A} = \sum_{\{ N_n \}} \prod_{n=0}^\infty 
g_n^{N_n} e^{-\beta N_n a_n}
= \prod_{n=0}^\infty \frac{1}{1-g_n e^{-\beta a_n}}
\label{Zpartial}\"
7,"\begin{equation}
\beta_c = max\{\beta_n\} \equiv \beta_{n_c}~,~~~~ 
{\rm where}~~ \beta_n = \frac{\ln g_n}{a_n} = \frac{\ln (n+1)}{a_n}
\"
8,"\begin{equation}
A= N a_{n_c} ~,~~~ S=\ln \Omega = \ln ( g_{n_c}^N )
\"
9,"\begin{equation}
S = \frac{\ln g_{n_c}}{a_{n_c}} A
\"
10,"\begin{equation}
a_{n_c} = 4 \ln g_{n_c}
\"
11,"\begin{equation}
\Delta A = a_{n_c}
\"
12,"\begin{equation}
g_{n_c} =3 ~,~~~ a_{n_c} = 4 \ln 3
\"
13,"\begin{equation}
\beta_0 = 0 ~,~~~ \beta_1 = \beta_3 = \frac{\ln 2}{2 \gamma} = 
\frac{0.3466}{\gamma}
~,~~~ \beta_2 = \frac{\ln 3}{3 \gamma} = \frac{0.3662}{\gamma} ~\dots
\"
14,"\begin{equation}
| (j_1,m_1) , (j_2,m_2) \rangle = | (j_2,m_2) , (j_1,m_1) \rangle 
\label{different}\"
15,"\begin{equation}
| (j,m_1) , (j,m_2) \rangle \neq | (j,m_2) , (j,m_1) \rangle 
\label{same}\"
16,"\begin{equation}
Z_N = Z_1^N ~,~~~ {\rm where} ~~ Z_1 = \sum_{n=0}^\infty g_n e^{-\beta a_n}
\"
17,"\begin{equation}
Z = \sum_{N=0}^\infty Z_N = \frac{1}{1-Z_1}
\"
18,"\begin{equation}
Z_1 (\beta_c ) = 1
\"
19,"\begin{equation}
S = \beta A + \ln Z
\label{Sdist}\"
20,"\begin{equation}
S = \beta_c \, A
\"
21,"\begin{equation}
P_n = g_n e^{-\beta_c a_n} = (n+1) e^{-\beta_c a_n}
\"
22,"\begin{equation}
\beta_c = \gamma^{-1} \ln \frac{3+\sqrt{5}}{2} = \frac{0.876}{4}
\"
23,"\begin{equation}
a_n = \gamma (n+1) ~,~~~ g_n = 2n+1 ~;~~~ \gamma = 4\ln 3
\"
