,equation
0,"\begin{equation}
 S = - \int d^px \, dt \, V(T)
 \sqrt{\left( 1 +  \partial_\mu T \partial_\nu
T \eta^{\mu \nu} \right)}.
\label{dbi}
\"
1,"\begin{equation}
S = - \int d^px \, dt \, V(T) \left( 1 +
\partial_\mu T \partial_\nu T \eta^{\mu \nu} \right)^q,
\label{actiongen}
\"
2,"\begin{equation}
S_{\rm KG} = \int d^p x \, dt \left(- \frac{1}{2} \partial_\mu {\bf \phi}
\partial^\mu {\bf \phi} - W(\phi) \right)
\"
3,"\begin{equation}
E[\phi] = \int d^p x \left( \frac{1}{2} \partial_i {\phi}
\partial^i {\phi} + W(\phi) \right) \qquad (i=1,\ldots,p).
\"
4,"\begin{equation}
0 = \int d^p x \left(p \, W(\phi) + (p-2) \frac{1}{2} \partial_i
{\phi}
 \partial^i {\phi} \right).
\label{constraintphi}
\"
5,"\begin{equation}
E[T] = \int d^p x V(T)  \left( 1 + \partial_i T \, \partial^i T
\right)^q,
\label{Etach}
\"
6,"\begin{equation}
0=\int d^p x V(T) \left( 1 + \partial_i T \, \partial^i T
\right)^{q-1} \left[  p+ (p-2q)  \partial_i T \,\partial^i T \right] .
\label{derrickT}
\"
7,"\begin{equation}
T'^2 = 1 \qquad \Longrightarrow \qquad T = \pm x.
\label{kink1}
\"
8,"\begin{equation}
0=\int d^p x \frac{V(T)}{ \sqrt{1 +  T'^2 }}
\label{derrickT2}
\"
9,"\begin{equation}
T(x) = \lim_{C \rightarrow 0} \frac{x}{C} = \left\{
\begin{array}{cl}
\infty & x > 0 \\
0 & x=0. \\
-\infty & x < 0
\end{array}
\right.
\label{SenT}
\"
10,"\begin{equation}
E_{\rm Sen} = \int_{-\infty}^{\infty} V(x) dx.
\label{energythin}
\"
11,"\begin{equation}
T(0)=0.
\"
12,"\begin{equation}
{V(T) \over \sqrt{1+(T')^2}}=V_0,
\label{v0}
\"
13,"\begin{equation}
E=\int dx V(T)\sqrt{1+(T')^2} = \frac{1}{V_0} \int dx V^2(T).
\label{E}
\"
14,"\begin{equation}
V(T) \geq V_0 \qquad ({\rm soliton \; solution)}.
\"
15,"\begin{equation}
\zeta(V_0) =\int_{0}^{T_0}{dT \over
{\sqrt{\left(V\over V_0\right)^2-1}}},
\label{zeta}
\"
16,"\begin{equation}
2 \pi R=4n\zeta,
\label{ra}
\"
17,"\begin{equation}
\Delta(V_0) \equiv {\cal E}-\zeta V_0=\int_{0}^{T_0}
dT\sqrt{(V^2-V_0^2)}.
\label{DeltaV0}
\"
18,"\begin{equation}
\Delta(V_0)\rightarrow \int_{0}^{\infty} dT \; V(T) \label{rel},
\"
19,"\begin{equation}
V(T) = \frac{v}{\cosh \beta T}.
\label{Vcosh}
\"
20,"\begin{equation}
T(x) = {\rm arc}\sinh \left[ \frac{1}{\beta} \left(
\frac{v^2}{V_0^2} - 1 \right)^{1/2} \sin (\beta x) \right],
\label{solncosh}
\"
21,"\begin{equation}
\zeta(V_0) = \frac{\pi}{2\beta} \; ,\qquad \forall \; V_0.
\"
22,"\begin{equation}
E = \frac{4n}{V_0} \int_0^{\frac{\pi}{2\beta}} \frac{v^2}{\cosh^2
(\beta T(x))} dx = \frac{2 \pi v}{\beta} n = 2 \pi R v
\label{Ecrit}
\"
23,"\begin{equation}
V(T) = \frac{v}{\cosh f(T)}
\"
24,"\begin{equation}
u = \frac{ \sinh f(T)}{\sinh f(T_0) },
\"
25,"\begin{equation}
\zeta(V_0) = \int_0^1 du \frac{1}{\sqrt{1-u^2}} \frac{1}{\left|
\frac{df(T(u,V_0))}{dT} \right|}.
\label{zetanice}
\"
26,"\begin{equation}
\zeta(V_0) \rightarrow \frac{\pi}{2}
\left. \frac{V}{|V'|} \right|_{T_0} \qquad (V_0
\rightarrow 0 \; , \;  T_0 \rightarrow \infty ).
\label{zeta0}
\"
