,equation
0,"\begin{equation}
     {\cal L}={\cal L}_{0}-V^\star
     =\left(i\bar{\psi}\,\p_{t}\psi+
     \bar{\psi}\frac{\bigtriangleup\psi}{2}\right)
     -\frac{\lambda}{2}\,
     \bar{\psi}\star\bar{\psi}\star\psi\star\psi
     \label{action}
\"
1,"\begin{equation}
     \delta^{0}_{b}\psi=i\vb\cdot\vx\,\psi-t\vb\cdot\vnabla\psi.
     \label{convbimp}
\"
2,"\begin{equation}
     \delta^0_{b}{\cal L}=-t\vb\cdot\vnabla{\cal L},
     \label{convLagchange}
\"
3,"\begin{equation}
V^*=(\lambda/2)\,\rho_{r}\rho_{l},
\qquad
\rho_{r}=\bar{\psi}\star\psi,
\qquad
\rho_{l}=\psi\star\bar{\psi}.
\label{ncpot}
\"
4,"\begin{equation}
     f\star(x_{i}g)
     =
     x_{i}(f\star g)-\frac{i\theta}{2}\,\epsilon_{ij}\,\p_{j}f\star g
     \qquad
     (x_{i}f)\star g
     =
     x_{i}(f\star g)+\frac{i\theta}{2}\,\epsilon_{ij}\,f\star \p_{j}g,
     \label{xrel}
\"
5,"\begin{equation}
\delta^{0}_{b}\rho_{a}=\pm
\frac{\theta}{2}\vb\times\vnabla\rho_{a}
-t\vb\cdot\vnabla\rho_{a}
\label{ordlrdenschange}
\"
6,"\begin{equation}
     \delta^0_{b}V^*=
     {\theta}\lambda\,\vb\times\Big(
     \vnabla\rho_{r}\star\rho_{l}
     -\rho_{r}\star\vnabla\rho_{l}
     \Big)-t\vb\cdot\vnabla V^*.
     \label{Vstarchange}
\"
7,"\begin{equation}
     \begin{array}{ll}
     \delta^{\star}_{b}\psi=i\vb\cdot\vx\star\psi-t\vb\cdot\vnabla\psi
     =i\vb\cdot\vx\,\psi
     -\frac{\theta}{2}\vb\times\vnabla\psi-t\vb\cdot\vnabla\psi
     \\[10pt]
     \delta^{\star}_{b}\bar{\psi}=
     -i\vb\cdot\bar{\psi}\star\vx-t\vb\cdot\vnabla\bar{\psi}
     =-i\vb\cdot\vx\,\bar{\psi}
     -\frac{\theta}{2}\vb\times\vnabla\bar{\psi}
     -t\vb\cdot\vnabla\bar{\psi}.
     \end{array}
     \label{ncbimp}
\"
8,"\begin{equation}
     \delta^{\star}_{b}{\cal L}_{0}=-t\vb\cdot\vnabla{\cal L}_{0}-
\frac{\theta}{2}\vb\times\vnabla{\cal L}_{0},
\label{newfreeactchange}
\"
9,"\begin{equation}
   \int\left(\frac{\delta{\cal L}}{\delta(\p_{t}\psi)}\delta\psi
  +\delta\bar{\psi}\frac{\delta{\cal L}}{\delta(\p_{t}\bar{\psi})}
     -K^{t}\right)d^2\vx
\label{Noether}
\"
10,"\begin{equation}
     {\cal G}_{i}=-\int d^2\vx\,x_{i}\vert\psi\vert^2
     +t{\cal P}_{i}
     +\frac{\theta}{2}\epsilon_{ij}\,{\cal P}_{j}
     \label{exoboost}
\"
11,"\begin{equation}
     \big\{{\cal G}_{i},{\cal G}_{j}\big\}=\epsilon_{ij}k,
     \qquad
     k\equiv
     \theta\!\int\! d^2x\vert\psi\vert^2,
     \label{exoticcharge}
\"
12,"\begin{equation}
     \big\{{\cal F}, {\cal G}\big\}=(-i)
     \displaystyle\int d^{2}\vx\left(\frac
     {\delta{\cal F}}{\delta\psi}\frac{\delta{\cal G}}{\delta\bar{\psi}}
     -
     \frac{\delta{\cal G}}{\delta\psi}\frac{\delta{\cal F}}
     {\delta\bar{\psi}}\right).
\label{PBdef}
\"
13,"\begin{equation}
     \delta^\star_{{\cal G}}\psi=\Big\{\psi,{\cal G}\Big\}.
     \label{record}
\"
14,"\begin{equation}
\p_{t}\rho_{a}+\vnabla\cdot\vj_{a}=0,
\qquad
\vj_{r}=\vnabla\psi\star\bar{\psi}-
\psi\star\vnabla\bar{\psi},
\quad
\vj_{l}=
\bar{\psi}\star\vnabla\psi
-\vnabla\bar{\psi}\star\psi.
\label{current}
\"
15,"\begin{equation}
     \Big\{\widetilde{\rho}_{a}(\vq),\widetilde{\rho}_{a}(\vp)\Big\}
     =
    \pm 2\sin\left(\frac{\theta}{2}\vq\times\vp\right)
     \widetilde{\rho}_{a}(\vq+\vp)
     \label{trigonalg}
\"
16,"\begin{equation}
     \begin{array}{ccc}
    \delta_{\Delta}\vx=\Delta\vx,\quad\hfill
    &\delta_{\Delta}t=2\Delta t,\quad\hfill
    &\delta^0_{\Delta}\psi=
    -\Delta\big[\psi+\vx\cdot\vnabla\psi+2t\p_{t}\psi\big],\hfill
\\[8pt]
\delta_{\kappa}\vx=\kappa t\vx,\,\hfill
&\delta_{\kappa}t=\kappa t^2,\,\hfill
&\delta^0_{\kappa}\psi=-\kappa\big[(-\frac{i}{2}x^2+t)\psi
+t\vx\cdot\vnabla\psi+t^2\p_{t}\psi\big],\hfill
\end{array}
\label{dilexp}
\"
17,"\begin{equation}
     \delta^{0}\psi(x,t)=ih(x)\psi(x,t)
     -f_{i}(x,t)\p_{i}\psi(x,t)+\big[k(t)-g(t)\p_{t})\big]\psi(x,t)
     \label{cimplem}
\"
18,"\begin{equation}
     \delta^{\star}\psi(x,t)=ih(x)\star\psi(x,t)
     -f_{i}(x,t)\p_{i}\psi(x,t)+\big[k(t)-g(t)\p_{t}\big]\psi(x,t).
     \label{ncimplem}
\"
19,"\begin{equation}
     \delta^*_{\kappa}\psi=-\kappa\big[(-\frac{i}{2}x^2+t)\psi
+t\vx\cdot\vnabla\psi+t^2\p_{t}\psi\big]
-\kappa\left[
\frac{\theta}{2}\vx\times\vnabla\psi+\frac{\theta^2}{4}
\p_{t}\psi\right].
\label{exexp}
\"
20,"\begin{equation}
     \begin{array}{ll}
     {\cal D}=-2t{\cal H}_{0}+\displaystyle\frac{1}{2i}\int d^2\vx x_{i}
     \big(\bar{\psi}\p_{i}\psi-(\p_{i}\bar{\psi})\psi\big)
     \\[8pt]
     {\cal K}=
     t^2{\cal H}_{0}+t{\cal D}-
     \displaystyle\frac{1}{2}\int\!d^2\vx\,\vx^2|\psi|^2
     +\frac{\theta}{2}{\cal J}-\frac{\theta^2}{4}{\cal H}_{0}.
     \label{ncconf}
     \end{array}
\"
21,"\begin{equation}
	\{{\cal D},{\cal H}_{0}\}=2{\cal H}_{0}
	\qquad
	\{{\cal D},{\cal K}\}=-2{\cal K}+\theta{\cal J}-\theta^2{\cal H}_{0},
	\qquad
	\{{\cal H}_{0},{\cal K}\}={\cal D}.
\label{ncconfrel}
\"
22,"\begin{equation}
     \{{\cal K},{\cal G}_{i}\}=\theta\epsilon_{ij}{\cal G}_{i},
     \qquad
     \{{\cal K},{\cal P}_{i}\}={\cal G}_{i},
     \qquad
     \{{\cal D},{\cal G}_{i}\}=-{\cal G}_{i}+\theta\epsilon_{ij}{\cal P}_{j}.
     \label{mixed}
\"
23,"\begin{equation}
     \begin{array}{ll}
\delta^{\star}_{b}\rho_{r}=-t\vb\cdot\vnabla\rho_{r},
\\[8pt]
\delta^{\star}_{b}\rho_{l}=
-t\vb\cdot\vnabla\rho_{l}
-\theta\vb\times\vnabla\rho_{l}.
\end{array}
\label{denschange}
\"
24,"\begin{equation}
\delta^{\star}_{b}V^{\star}
=-t\vb\cdot\vnabla V^*_{r}
-\theta\vb\times\big(\rho_{r}\star\vnabla\rho_{l}\big)
\"
25,"\begin{equation}
     \int
     d^2\vx d^2\vx'\bar{\psi}(\vx)\bar{\psi}(\vx')U(\vx-\vx')
     \psi(\vx)\psi(\vx')
     \label{2ndquantint}
\"
26,"\begin{equation}
     \int
     d^2\vx d^2\vx'
     \bar{\psi}(\vx)\star\psi(\vx)
     \star U(\vx-\vx')\star\bar{\psi}(\vx')\star\psi(\vx')
     \label{rearrangedpot}
\"
27,"\begin{equation}
     \widetilde{V}^*=\frac{\lambda}{2}
     \bar{\psi}\star\psi\star\bar{\psi}\star\psi
     \label{ourpot}
\"
28,"\begin{equation}
     \delta^*_{b}\widetilde{V}^*=-t\vb\cdot\vnabla\widetilde{V}^*.
\"
29,"\begin{equation}
     \delta^0_{b}\rho_{a}^2=
     \pm\frac{\theta}{2}\vb\times\vnabla\rho_{a}^2
     -t\vb\cdot\vnabla\rho_{a}^2
\"
30,"\begin{equation}
i\p_{t}\psi=-\frac{\bigtriangleup}{2}\psi
+\lambda\,\rho_{l}\star\psi=
-\frac{\bigtriangleup}{2}\psi
+\lambda\,\psi\star\rho_{r}.
\label{NLS}
\"
31,"\begin{equation}
     \begin{array}{ccc}
	\delta^0_{\Delta}\rho^{2}=
&-\vnabla\cdot(\Delta\vx\rho^2)-\p_{t}(\Delta 2t\rho^2)\quad\hfill
&\hbox{for a dilatation}\ \hfill
\\[10pt]
\delta^0_{\kappa}\rho^{2}=
&-\vnabla\cdot(\kappa t\vx\rho^2)-\p_{t}(\kappa t^2\rho^2)\hfill
&\hbox{for an expansion}\ \hfill
\end{array}\quad.
\label{confondens}
\"
32,"\begin{equation}
     \delta_{\Delta}^*\rho_{r}=\delta_{\Delta}^0\rho_{r}
     =\Delta\left\{
     2\rho_{r}-\vx\cdot\vnabla\rho_{r}-2t\p_{t}\rho_{r}\right\}
     -\Delta i\theta\epsilon_{ij}\p_{i}\bar{\psi}\star\p_{j}\psi
     \label{exodilondens}
\"
33,"\begin{equation}
     \begin{array}{ll}
\delta^{\star}\rho_{r}
=
(2k-g\p_{t})\rho_{r}-f_{i}\p_{i}\rho_{r}
-\Big[(f_{i}\p_{i}\bar{\psi})\star\psi
+\bar{\psi}\star (f_{i}\p_{i}\psi)\Big]
\\[8pt]
\delta^{\star}\rho_{l}=
(2k-g\p_{t})\rho_{l}-f_{i}\p_{i}\rho_{l}
-\Big[(f_{i}\p_{i}\psi)\star\bar{\psi}
+\psi\star (f_{i}\p_{i}\bar{\psi})\Big].
\end{array}
\"
34,"\begin{equation}
     {\cal L}_{0}^\star
     =i\bar{\psi}\star\p_{t}\psi-
     \frac{1}{2}\vnabla\psi\star\vnabla\bar{\psi}
     \label{staraction}
\"
35,"\begin{equation}
     {\cal L}={\cal L}_{0}-V^\star
     =\left(i\bar{\psi}\,\p_{t}\psi+
     \bar{\psi}\frac{\bigtriangleup\psi}{2}\right)
     -\frac{\lambda}{2}\,
     \bar{\psi}\star\bar{\psi}\star\psi\star\psi
     \label{action}
\"
36,"\begin{equation}
     \delta^{0}_{b}\psi=i\vb\cdot\vx\,\psi-t\vb\cdot\vnabla\psi.
     \label{convbimp}
\"
37,"\begin{equation}
     \delta^0_{b}{\cal L}=-t\vb\cdot\vnabla{\cal L},
     \label{convLagchange}
\"
38,"\begin{equation}
V^*=(\lambda/2)\,\rho_{r}\rho_{l},
\qquad
\rho_{r}=\bar{\psi}\star\psi,
\qquad
\rho_{l}=\psi\star\bar{\psi}.
\label{ncpot}
\"
39,"\begin{equation}
     f\star(x_{i}g)
     =
     x_{i}(f\star g)-\frac{i\theta}{2}\,\epsilon_{ij}\,\p_{j}f\star g
     \qquad
     (x_{i}f)\star g
     =
     x_{i}(f\star g)+\frac{i\theta}{2}\,\epsilon_{ij}\,f\star \p_{j}g,
     \label{xrel}
\"
40,"\begin{equation}
\delta^{0}_{b}\rho_{a}=\pm
\frac{\theta}{2}\vb\times\vnabla\rho_{a}
-t\vb\cdot\vnabla\rho_{a}
\label{ordlrdenschange}
\"
41,"\begin{equation}
     \delta^0_{b}V^*=
     {\theta}\lambda\,\vb\times\Big(
     \vnabla\rho_{r}\star\rho_{l}
     -\rho_{r}\star\vnabla\rho_{l}
     \Big)-t\vb\cdot\vnabla V^*.
     \label{Vstarchange}
\"
42,"\begin{equation}
     \begin{array}{ll}
     \delta^{\star}_{b}\psi=i\vb\cdot\vx\star\psi-t\vb\cdot\vnabla\psi
     =i\vb\cdot\vx\,\psi
     -\frac{\theta}{2}\vb\times\vnabla\psi-t\vb\cdot\vnabla\psi
     \\[10pt]
     \delta^{\star}_{b}\bar{\psi}=
     -i\vb\cdot\bar{\psi}\star\vx-t\vb\cdot\vnabla\bar{\psi}
     =-i\vb\cdot\vx\,\bar{\psi}
     -\frac{\theta}{2}\vb\times\vnabla\bar{\psi}
     -t\vb\cdot\vnabla\bar{\psi}.
     \end{array}
     \label{ncbimp}
\"
43,"\begin{equation}
     \delta^{\star}_{b}{\cal L}_{0}=-t\vb\cdot\vnabla{\cal L}_{0}-
\frac{\theta}{2}\vb\times\vnabla{\cal L}_{0},
\label{newfreeactchange}
\"
44,"\begin{equation}
   \int\left(\frac{\delta{\cal L}}{\delta(\p_{t}\psi)}\delta\psi
  +\delta\bar{\psi}\frac{\delta{\cal L}}{\delta(\p_{t}\bar{\psi})}
     -K^{t}\right)d^2\vx
\label{Noether}
\"
45,"\begin{equation}
     {\cal G}_{i}=-\int d^2\vx\,x_{i}\vert\psi\vert^2
     +t{\cal P}_{i}
     +\frac{\theta}{2}\epsilon_{ij}\,{\cal P}_{j}
     \label{exoboost}
\"
46,"\begin{equation}
     \big\{{\cal G}_{i},{\cal G}_{j}\big\}=\epsilon_{ij}k,
     \qquad
     k\equiv
     \theta\!\int\! d^2x\vert\psi\vert^2,
     \label{exoticcharge}
\"
47,"\begin{equation}
     \big\{{\cal F}, {\cal G}\big\}=(-i)
     \displaystyle\int d^{2}\vx\left(\frac
     {\delta{\cal F}}{\delta\psi}\frac{\delta{\cal G}}{\delta\bar{\psi}}
     -
     \frac{\delta{\cal G}}{\delta\psi}\frac{\delta{\cal F}}
     {\delta\bar{\psi}}\right).
\label{PBdef}
\"
48,"\begin{equation}
     \delta^\star_{{\cal G}}\psi=\Big\{\psi,{\cal G}\Big\}.
     \label{record}
\"
49,"\begin{equation}
\p_{t}\rho_{a}+\vnabla\cdot\vj_{a}=0,
\qquad
\vj_{r}=\vnabla\psi\star\bar{\psi}-
\psi\star\vnabla\bar{\psi},
\quad
\vj_{l}=
\bar{\psi}\star\vnabla\psi
-\vnabla\bar{\psi}\star\psi.
\label{current}
\"
50,"\begin{equation}
     \Big\{\widetilde{\rho}_{a}(\vq),\widetilde{\rho}_{a}(\vp)\Big\}
     =
    \pm 2\sin\left(\frac{\theta}{2}\vq\times\vp\right)
     \widetilde{\rho}_{a}(\vq+\vp)
     \label{trigonalg}
\"
