,equation
0,"\begin{equation}\label{fa}
S= -T_3 \int d^4x\; V(T) \sqrt{-\det (\eta_{\mu\nu} +
\partial_\mu T\partial_\nu T + F_{\mu\nu})}\, ,
\"
1,"\begin{equation}\label{V3}
V(T)=\frac{1}{{\rm cosh}\left(\frac{T}{T_{0}}\right)},
\"
2,"\begin{equation}\label{cmn}
C^{\mu\nu} = \bar{\eta}\left(
\bar{\eta}^{\mu\nu} + \bar{F}^{\mu\nu} + \bar{\eta}^{\mu\alpha}
\bar{\eta}^{\beta\gamma}\bar{\eta}^{\delta\nu}
\bar{F}^*_{\alpha\beta}\bar{F}^*_{\gamma\delta}
+\bar{\eta}^{\mu\alpha}\bar{\eta}^{\beta\gamma}
\bar{F}^*_{\alpha\beta}\bar{F}^*_{\gamma\delta}\bar{F}^{\delta\nu}
\right),
\"
3,"\begin{equation}\label{trt}
T^\mu_{~\mu} = -\frac {T_3 V(T)}{\sqrt{-X }} \left[ (4 + 3
\partial_\rho T \partial^\rho T) +\left((1+\frac12 \partial_\rho T
\partial^\rho T)\delta^\mu_{~\sigma} - \partial^\mu T \partial_\sigma T
\right) F_{\mu\nu} F^{\sigma\nu} \right].
\"
4,"\begin{equation} \label{faraday}
\nabla\times{\bf E} + \frac{\partial{\bf B}}{\partial t} = 0
\"
5,"\begin{equation}\label{enden}
\rho = T_{3}\frac{V}{\sqrt{-X}} ( 1 + {\bf B}_0^2),
\"
6,"\begin{equation}\label{emza1}
(\delta^{ij} + B_0^i B_0^j)\dot{E}^{j}=0.
\"
7,"\begin{equation} \label{mom}
{\cal P}_i = T^{0i} = T_3 \frac{V}{\sqrt{-X}} \epsilon_{ijk} E_0^j B_0^k,
\"
8,"\begin{equation}\label{vacf1}
\dot T_\infty^{2}= 1-\frac{{\bf E}_{0}^{2} + 
({\bf E}_0\cdot {\bf B}_0)^2}{1+{\bf B}_{0}^{2}}.
\"
9,"\begin{equation} \label{e1b12}
{\bf E}_0 = E_0 \hat{\bf x}, \qquad 
{\bf B}_0 = B_1 \hat{\bf x} + B_2 \hat{\bf y},
\"
10,"\begin{equation}
\label{feq}
(\eta+F)^{-1\ (AB)} \partial_AF_{BC}=0 ,
\"
11,"\begin{equation}
F_{AB}=F^0_{AB}+f_{AB}.
\"
12,"\begin{equation}
F^0 = \left(\begin{array}{ccccc}
 0 & -E_0 & 0 & 0 & \dot T \\
 E_0 & 0 & 0 & -B_2 & 0 \\
 0 & 0 & 0 & B_1 & 0 \\
 0 & B_2 & -B_1 & 0 & 0 \\
-\dot T & 0 & 0 & 0 & 0
\end{array}\right).
\"
13,"\begin{equation}\label{wvq}
\partial'^2_0a-{v'}^2\partial'^2_1a=0.
\"
14,"\begin{equation}\label{varp}
\varphi=\tan^{-1}\left(\frac{B_1B_2}{1+B_1^2}\right)
=\tan^{-1}\left(
    \frac{{\bf B}_0^2\cos\theta\sin\theta}{1+{\bf B}_0^2\cos^2\theta}\right)
\"
15,"\begin{equation}\label{hvel}
{\bf v} =
(\sqrt{1-\beta^2}\,v'\cos\varphi,\sqrt{1-\beta^2}\,v'\sin\varphi,\beta),
\"
16,"\begin{equation}
v^2 = \beta^2 + (1-\beta^2)\,{v'}^2=
\frac{{\bf E}_0^2 + ({\bf E}_0 \cdot  {\bf B}_0)^2}{1+{\bf B}_0^2}
= 1-\dot T_\infty^2.
\"
17,"\begin{equation}\label{dte}
\partial_0\left( \frac{\delta \dot T}{1-\dot T^2} \right) 
        - \nabla^2 \delta T 
+\frac{d^2\ln V}{dT^2} \delta T = 0,
\"
