,equation
0,"\begin{equation}
W(S)= N (S \log S/\Lambda ^3 -S)\,,\qquad S= \lambda \lambda + ...\,,
 \label{VY}
\"
1,"\begin{equation}
 \langle \lambda \lambda \rangle_k = N \Lambda ^3 \exp\left( i {2\pi k\over N}
\right).
 \label{condensate}
\"
2,"\begin{equation}
\bar \lambda_{\dot\alpha } \lambda_{\alpha}
-\bar \xi_{\dot\alpha } \xi_{\alpha}\,.
\label{veccur}
\"
3,"\begin{equation}
\beta = -\frac{1}{2\pi}\,\frac{3N\alpha^2}{1- (N\alpha)/(2\pi)}
\left\{1+ O\left(\frac{1}{N}\right)
\right\},
\"
4,"\begin{equation}
{\cal Z}_0 = \int {\cal D}A\, {\cal D}\lambda \, \exp \left(iS[A,\lambda, J]
\right)\,,
\"
5,"\begin{equation}
{\cal Z}_0 = \int {\cal D}A \, \exp\left( iS[A, J]
\right)  \det \left ("
6,"\begin{equation}
W(S)= N (S \log S/\Lambda ^3 -S)\,,\qquad S= \lambda \lambda + ...\,,
 \label{VY}
\"
7,"\begin{equation}
 \langle \lambda \lambda \rangle_k = N \Lambda ^3 \exp\left( i {2\pi k\over N}
\right).
 \label{condensate}
\"
8,"\begin{equation}
\bar \lambda_{\dot\alpha } \lambda_{\alpha}
-\bar \xi_{\dot\alpha } \xi_{\alpha}\,.
\label{veccur}
\"
9,"\begin{equation}
\beta = -\frac{1}{2\pi}\,\frac{3N\alpha^2}{1- (N\alpha)/(2\pi)}
\left\{1+ O\left(\frac{1}{N}\right)
\right\},
\"
10,"\begin{equation}
{\cal Z}_0 = \int {\cal D}A\, {\cal D}\lambda \, \exp \left(iS[A,\lambda, J]
\right)\,,
\"
11,"\begin{equation}
{\cal Z}_0 = \int {\cal D}A \, \exp\left( iS[A, J]
\right)  \det \left ("
