,equation
0,"\begin{equation}\label{NSVZ_Beta}
\beta(\alpha) = \frac{\alpha^2}{\pi}\Big(1-\gamma(\alpha)\Big)
\"
1,"\begin{equation}\label{SQED_Action}
S_0 = \frac{1}{4 e^2} \mbox{Re}\int d^4x\,d^2\theta\,W_a C^{ab} W_b
+ \frac{1}{4}\int d^4x\, d^4\theta\,
\Big(\phi^* e^{2V}\phi +\tilde\phi^*
e^{-2V}\tilde\phi\Big).
\"
2,"\begin{equation}\label{Psi_Definition}
\Psi = \frac{1}{\sqrt{2}}\Big((1+\gamma_5)\psi+(1-\gamma_5)\tilde\psi\Big).
\"
3,"\begin{equation}
W_a = \frac{1}{16} \bar D (1-\gamma_5) D\Big[(1+\gamma_5)D_a V\Big],
\"
4,"\begin{equation}
D = \frac{\partial}{\partial\bar\theta} - i\gamma^\mu\theta\,\partial_\mu.
\"
5,"\begin{equation}
S_{gf} = - \frac{1}{64 e^2}\int d^4x\,d^4\theta\,
\Bigg(V D^2 \bar D^2
\Big(1 + \frac{\partial^{2n}}{\Lambda^{2n}}\Big) V
+ V \bar D^2 D^2
\Big(1+ \frac{\partial^{2n}}{\Lambda^{2n}}\Big) V\Bigg),
\"
6,"\begin{equation}
D^2 \equiv \frac{1}{2} \bar D (1+\gamma_5)D;\qquad
\bar D^2 \equiv \frac{1}{2}\bar D (1-\gamma_5) D.
\"
7,"\begin{equation}
S_{gauge} + S_{gf} = \frac{1}{4 e^2}\int d^4x\,d^4\theta
V\partial^2 \Big(1+ \frac{\partial^{2n}}{\Lambda^{2n}}\Big) V.
\"
8,"\begin{equation}\label{Degree_Of_Divergence}
\omega_\Lambda = 2 - 2n (L-1) - E_\phi (n+1),
\"
9,"\begin{equation}
\sum\limits_i c_i = 1;\qquad \sum\limits_i c_i M_i^2 = 0.
\"
10,"\begin{equation}\label{W}
W = - i\ln Z
\"
11,"\begin{equation}\label{Gamma}
\Gamma = W - \int d^4x\,d^4\theta\,J V
- \int d^4x\,d^2\theta\, \Big(j\,\phi + \tilde j\,\tilde\phi \Big)
- \int d^4x\,d^2\bar\theta\,
\Big(j^*\phi^* + \tilde j^* \tilde\phi^* \Big),
\"
12,"\begin{equation}
V = \frac{\delta W}{\delta J};\qquad
\phi = \frac{\delta W}{\delta j};\qquad
\tilde\phi = \frac{\delta W}{\delta\tilde j}.
\"
13,"\begin{equation}
V \to V - \frac{1}{2}(A+A^+);
\qquad \phi\to e^{A}\phi;\qquad \tilde\phi\to e^{-A} \tilde\phi,
\"
14,"\begin{equation}\label{Bare_Coupling_Constant}
\frac{1}{e_0^2} = \frac{1}{e(\Lambda/\mu)^2} Z_3(\Lambda/\mu)
\"
15,"\begin{equation}\label{Beta_Gamma_Definition}
\beta = \frac{d}{d\ln\mu}\Bigg(\frac{e^2}{4\pi}\Bigg);
\qquad\quad
\gamma = \frac{d\ln Z}{d\ln\mu}.
\"
16,"\begin{equation}
\delta_\mu^\nu \tilde \delta^\mu_\nu = n,
\"
17,"\begin{equation}
\tilde\varepsilon^{\alpha\beta\gamma\delta}
\tilde \varepsilon_{\alpha\beta\gamma\delta}
\,\hat\varepsilon^{\mu\nu\rho\tau}
\hat \varepsilon_{\mu\nu\rho\tau}
\"
18,"\begin{equation}
(n-4)(n-3)^2(n-2)^2(n-1)^2 n,
\"
19,"\begin{equation}\label{DRED_Gamma5}
\{\gamma_5,\tilde\gamma_\mu\}=0;\qquad \gamma_5^2=1.
\"
20,"\begin{equation}
(n-4)\,\mbox{tr}\Big(\gamma_5 \tilde\gamma_\mu
\tilde\gamma_\nu\tilde\gamma_\alpha\tilde\gamma_\beta\Big) = 0.
\"
21,"\begin{equation}
\{\gamma_5,\gamma_\mu\}=0,\quad \mu=0,\ldots,3;\qquad
[\gamma_5,\gamma_\mu]=0,\quad \mu>3,
\"
