,equation
0,"\begin{equation}
S = \int dx\, dy\, dt\; \Bigl[ {\frac12}(\del_t \Phi)^2 - 
{\frac12}(\nabla\Phi)^2 - V(\Phi) \Bigr] \,,
\eqlabel{action}
\"
1,"\begin{equation} 
[x,y] = \ii\theta \,. 
\eqlabel{nc} 
\"
2,"\begin{equation}
\Phi_1\star\Phi_2 (x,y) = \ee^{\ii \frac\theta2(\del_{\xi_1}\del_{\eta_2} - 
\del_{\xi_2}\del_{\eta_1})} 
\Phi_1(\xi_1,\eta_1) \Phi_2(\xi_2,\eta_2) |_{(\xi_1,\eta_1)=(\xi_2,\eta_2)=(x,y)}\,.
\eqlabel{moyal}
\"
3,"\begin{equation}
\del_x \longleftrightarrow \frac\ii\theta [y,\cdot]\,, \qquad\qquad
\del_y \longleftrightarrow -\frac\ii\theta [x,\cdot] \,,
\eqlabel{derivatives}
\"
4,"\begin{equation}
\int dx\, dy \longleftrightarrow 2\pi\theta\tr \,.
\eqlabel{trace}
\"
5,"\begin{equation}
a = \frac 1{\sqrt{2\theta}} (x+\ii y)\,, \qquad\qquad
a^\dagger = \frac 1{\sqrt{2\theta}} (x-\ii y) \,,
\eqlabel{osci}
\"
6,"\begin{equation}
S = 2\pi\theta \int dt \tr\Bigl[ {\frac12} (\del_t\Phi)^2
- {\frac{1}{\theta}} [a,\Phi][\Phi,a^\dagger] - V(\Phi) \Bigr]
\eqlabel{actop}
\"
7,"\begin{equation}
\del_t^2 \Phi +\frac 2\theta [a,[a^\dagger,\Phi]] + V'(\Phi) = 0 \,.
\eqlabel{eom}
\"
8,"\begin{equation}
\Phi(t) = \sum_{n=0}^\infty \lambda_n(t) P_n \,.
\eqlabel{ansatz}
\"
9,"\begin{equation}
S = \int dx\, dy\, dt\; \Bigl[ {\frac12}(\del_t \Phi)^2 - 
{\frac12}(\nabla\Phi)^2 - V(\Phi) \Bigr] \,,
\eqlabel{action}
\"
10,"\begin{equation} 
[x,y] = \ii\theta \,. 
\eqlabel{nc} 
\"
11,"\begin{equation}
\Phi_1\star\Phi_2 (x,y) = \ee^{\ii \frac\theta2(\del_{\xi_1}\del_{\eta_2} - 
\del_{\xi_2}\del_{\eta_1})} 
\Phi_1(\xi_1,\eta_1) \Phi_2(\xi_2,\eta_2) |_{(\xi_1,\eta_1)=(\xi_2,\eta_2)=(x,y)}\,.
\eqlabel{moyal}
\"
12,"\begin{equation}
\del_x \longleftrightarrow \frac\ii\theta [y,\cdot]\,, \qquad\qquad
\del_y \longleftrightarrow -\frac\ii\theta [x,\cdot] \,,
\eqlabel{derivatives}
\"
13,"\begin{equation}
\int dx\, dy \longleftrightarrow 2\pi\theta\tr \,.
\eqlabel{trace}
\"
14,"\begin{equation}
a = \frac 1{\sqrt{2\theta}} (x+\ii y)\,, \qquad\qquad
a^\dagger = \frac 1{\sqrt{2\theta}} (x-\ii y) \,,
\eqlabel{osci}
\"
15,"\begin{equation}
S = 2\pi\theta \int dt \tr\Bigl[ {\frac12} (\del_t\Phi)^2
- {\frac{1}{\theta}} [a,\Phi][\Phi,a^\dagger] - V(\Phi) \Bigr]
\eqlabel{actop}
\"
16,"\begin{equation}
\del_t^2 \Phi +\frac 2\theta [a,[a^\dagger,\Phi]] + V'(\Phi) = 0 \,.
\eqlabel{eom}
\"
17,"\begin{equation}
\Phi(t) = \sum_{n=0}^\infty \lambda_n(t) P_n \,.
\eqlabel{ansatz}
\"
