,equation
0,"\begin{equation} \label{eqn:BMN_correspondence}
\frac{1}{\mu} \hat H^{\mbox{\scriptsize l.c.}} \stackrel{!}{=} \hat D - \hat J \; .
\"
1,"\begin{equation} \label{eqn:parameters}
\lambda' := \frac{g_{\scriptscriptstyle\mathrm{YM}}^2 N}{J^2} = \frac{1}{(\mu p^+ \alpha')^2} \qquad , \qquad g_2 := \frac{J^2}{N} = 4\pi g_s (\mu %%@
p^+ \alpha')^2 \; , 
\"
2,"\begin{equation} \label{eqn:BMN_limit}
N,J \to \infty \quad\mbox{such that $\lambda',g_2$ fixed} \; .
\"
3,"\begin{equation} \label{eqn:hamiltonian_planar}
\frac{1}{\mu} \hat H^{\mbox{\scriptsize l.c.}} = \sum_{k=-\infty}^\infty N_k \sqrt{1 + \lambda' k^2} \; ,
\"
4,"\begin{equation} \label{eqn:BMN_correspondence_planar}
\sum_{k=-\infty}^\infty N_k \sqrt{1 + \lambda' k^2} = \Delta - J \; ,
\"
5,"\begin{equation} \label{eqn:BMN_vacuum_operator}
\mathcal{O}(x) \sim \tr Z^J(x) \; ,
\"
6,"\begin{equation}
a_{k_1}^{\dag i_1} \cdots a_{k_l}^{\dag i_l} \bigl|0,p^+\bigr>
\"
7,"\begin{equation} \label{eqn:BMN_operator_energy}
\tfrac{1}{\mu} H = 2\sqrt{1+\lambda'n^2} = 2 + \lambda' n^2 + \mathcal{O}\left(\lambda'^2\right) \; .
\"
8,"\begin{equation} \label{eqn:BMN_operator_definition}
\mathcal{D}_{\mu\nu,n} := \frac{J^{-1/2}}{2N_0^J} \Biggm[ \sum_{p=1}^{J-1} \tr (D_\mu Z) Z^{p-1} (D_\nu Z) Z^{J-1-p} e^{2\pi i n %%@
p/J} + \tr (D_\mu D_\nu Z) Z^{J-1} \Biggm] \; ,
\"
9,"\begin{equation} \label{eqn:BMN_operator_engineering_conformal_dimension}
\Delta^{(0)} = J + 2 \; .
\"
10,"\begin{equation} \label{eqn:derivative_of_gauge_field_unimportant}
\tr [\partial_\mathbb{Z},Z] Z^{J-1} = \tr \partial_\mu A_\nu [Z,Z^{J-1]} = 0
\"
11,"\begin{equation} \label{eqn:BMN_operator_symmetry}
\mathcal{D}_{\mu\nu,-n} = \mathcal{D}_{\nu\mu,n}
\"
12,"\begin{equation} \label{eqn:BMN_operator_zero_mode}
\begin{split}
\mathcal{D}_{\mu\nu,0} & := \frac{J^{-3/2}}{2N_0^J} \Biggm[ \sum_{p=1}^{J-1} \tr (D_\mu Z) Z^{p-1} (D_\nu Z) Z^{J-1-p} + \tr %%@
(D_\mu D_\nu Z) Z^{J-1} \Biggm] \\
              & = \frac{J^{-5/2}}{2N_0^J} \: \partial_\mu \partial_\nu \tr Z^J \; .
\end{split}
\"
13,"\begin{equation} \label{eqn:BMN_operator_two_point_correlator}
\begin{split}
\bigl<\mathcal{D}_{\mu\nu,n\bigr>(x)\;\bar\mathcal{D}_{\rho\sigma,m}(0)} & = \frac{ C_{\mu\nu,\rho\sigma}(x) \delta_{n,m} + %%@
C_{\mu\nu,\sigma\rho}(x) \delta_{n,-m} }{(x^2)^{\Delta_n}} \\
                                                 & \approx \frac{ C_{\mu\nu,\rho\sigma}(x) \delta_{n,m} + %%@
C_{\mu\nu,\sigma\rho}(x) \delta_{n,-m} }{(x^2)^{\Delta^{(0)}}} \bigl( 1 + \delta\Delta_n \ln x^{-2} \bigr) \; . 
\end{split}
\"
14,"\begin{equation}
\Delta_n = J + 2 + \lambda' n^2
\"
15,"\begin{equation} \label{eqn:BMN_operator_decomposition}
\mathcal{D}_{\mu\nu,n} = d^{(0)}_{\mu\nu,n} + d^{(1)}_{\mu\nu,n} + d^{(2)}_{\mu\nu,n} \; .  
\"
16,"\begin{equation}
\bigl<d^{(k)\bigr>_{\mu\nu,n}\;\bar d^{(l)}_{\rho\sigma,m}}_{\mbox{\scriptsize tree}} \sim (g_{\scriptscriptstyle\mathrm{YM}}^2)^k \delta_{kl} \; .
\"
17,"\begin{equation} \label{eqn:classical_correlator_definition}
\bigl<\mathcal{D}_{\mu\nu,n\bigr>\;\bar \mathcal{D}_{\rho\sigma,m}}_0 := \bigl<d^{(0)\bigr>_{\mu\nu,n}\;\bar %%@
d^{(0)}_{\rho\sigma,m}}_{\mbox{\scriptsize tree}} \; .
\"
18,"\begin{equation} \label{eqn:quantum_corrections_definition}
\begin{split}
\bigl<\mathcal{D}_{\mu\nu,n\bigr>\;\bar\mathcal{D}_{\rho\sigma,m}}_1 := 
 &\ \bigl<d^{(0)\bigr>_{\mu\nu,n}\;\bar d^{(0)}_{\rho\sigma,m}}_{g_{\scriptscriptstyle\mathrm{YM}}^2} \\ 
 &  + \bigl<d^{(1)\bigr>_{\mu\nu,n}\;\bar d^{(0)}_{\rho\sigma,m}}_{g_{\scriptscriptstyle\mathrm{YM}}}
    + \bigl<d^{(0)\bigr>_{\mu\nu,n}\;\bar d^{(1)}_{\rho\sigma,m}}_{g_{\scriptscriptstyle\mathrm{YM}}} \\
 &  + \bigl<d^{(1)\bigr>_{\mu\nu,n}\;\bar d^{(1)}_{\rho\sigma,m}}_{\mbox{\scriptsize tree}} \; ,
\end{split}
\"
19,"\begin{equation} \label{eqn:BMN_operator_q_derivative}
\mathcal{D}_{\mu\nu,n} =  \frac{J^{-3/2}}{2N_0^J} \sum_{i,j=1}^{J} q^{j-i} \left. D^{x_i}_\mu D^{x_j}_\nu \tr Z(x_1) Z(x_2) %%@
\cdots Z(x_J) \right|_{x_1=x_2=\ldots=x}
\"
20,"\begin{equation} \label{eqn:placement_of_gauge_field}
D^{x_i}_\mu = \partial_\mu^{x_i} -i [a A_\mu(x_\;\;\;,\;\;\;]^{x_i}
\"
21,"\begin{equation} \label{eqn:kind_of_normal_ordering}
D^{x_i}_\mu D^{x_j}_\nu \equiv \partial_\mu^{x_i} \partial_\nu^{x_j} -i \partial_\mu^{x_i} %%@
[A_\nu(x_j)\;\;,\;\;]^{x_j} -i \partial_\nu^{x_j} [A_\mu(x_i)\;\;,\;\;]^{x_i} - [A_\mu(x_i)\;\;,\;\;]^{x_i} %%@
[A_\mu(x_j)\;\;,\;\;]^{x_j} \; .
\"
22,"\begin{equation} \label{eqn:symmetry_in_xs}
\sum_{i,j=1}^{J} q^{j-i} \left. D^{x_i}_\mu D^{x_j}_\nu f(x_1,\ldots,x_J) \right|_{x_1=\ldots=x} = \sum_{i,j=1}^{J} %%@
q^{j-i} \left. D^{x_i}_\mu D^{x_j}_\nu f(x_2,\ldots,x_J,x_1) \right|_{x_1=\ldots=x} \; .
\"
23,"\begin{equation} \label{eqn:tree_level_start}
\bigl<\mathcal{D}_{\mu\nu,n\bigr>\;\bar\mathcal{D}_{\rho\sigma,m}}_0 = \frac{J^{-3}}{4N_0^{2J}} \sum_{i,j,r,s=1}^{J} q^{j-i} p^{r-s} %%@
\partial^{x_i}_\mu \partial^{x_j}_\nu \partial^{y_r}_\rho \partial^{y_s}_\sigma \left. \bigl< \tr \prod_{k=1\bigr>^J Z(x_k) %%@
\tr \prod_{l=J}^1 \bar Z(y_l) }_{\mbox{\scriptsize tree}} \right|_{\substack{x_1=\ldots=x\\ y_1=\ldots=y}} \; ,
\"
24,"\begin{equation}
\bigl<\mathcal{D}_{\mu\nu,n\bigr>\;\bar\mathcal{D}_{\rho\sigma,m}}_0 = \frac{J^{-2}}{4N_0^{2J}} \left(\frac{g_{\scriptscriptstyle\mathrm{YM}}^2N}{2}\right)^J \sum_{ijrs} %%@
q^{j-i} p^{r-s} \partial^{x_i}_\mu \partial^{x_j}_\nu \partial^{y_r}_\rho \partial^{y_s}_\sigma \left. \prod_{k=1}^J %%@
I_{x_k y_k} \right|_{\substack{x_1=\ldots=x\\ y_1=\ldots=y}} \; .
\"
25,"\begin{equation}
I_{xy}^{J-3} (\partial_\mu^x \partial_\rho^y I_{xy}) (\partial_\nu^x I_{xy}) (\partial_\sigma^y I_{xy}) = \frac{8 %%@
(4w_\mu w_\nu - \delta_{\mu\nu}w^2)w_\nu w_\sigma}{(2\pi)^{2J} (w^2)^{J+4}} \; .
\"
26,"\begin{equation}
\sum_{i,j,r,s=1}^J q^{j-i} p^{r-s} \: \delta_{ir} (1-\delta_{ij}) (1-\delta_{is}) (1-\delta_{js}) = -J^2 \delta_{mn} + %%@
2J \qquad (n,m\not=0) \; .
\"
27,"\begin{equation} \label{eqn:operator_redefinition}
\mathcal{D}'_{\mu\nu,n} := \begin{cases}
  \mathcal{D}_{\mu\nu,n} - \mathcal{D}_{\mu\nu,0} + \frac{1}{2} \delta_{\mu\nu} \mathcal{D}_{\kappa\kappa,0} & \mbox{for $n\not=0$} \; , \\
  \mathcal{D}_{\mu\nu,0}                                                                   & \mbox{for $n=0$} \; .
  \end{cases}
\"
28,"\begin{equation} \label{eqn:quantum_corrections}
\bigl<\mathcal{D}_{\mu\nu,n\bigr>\;\bar \mathcal{D}_{\rho\sigma,m}}_1 = \frac{J^{-3}}{4N_0^{2J}} \sum_{ijrs} q^{j-i} p^{r-s} \left. \bigl< %%@
D^{x_i\bigr>_\mu D^{x_j}_\nu D^{y_r}_\rho D^{y_s}_\sigma \tr \prod_{k=1}^J Z(x_k) \tr \prod_{l=J}^1 \bar Z(y_l) } %%@
\right|_{\substack{x_1=\ldots=x\\ y_1=\ldots=y}}
\"
