,eqnarray
0,"\begin{eqnarray}
\Gamma_{\rm eff.} &=& -i {\rm Tr}\ln [e^{1\over 2}i
{\Delta\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax}
e^{-{1\over 2 }}], \cr
\nonumber\\
i{\Delta\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax} &=&
\gamma^\mu(i\partial_\mu + {i\over 2}\omega_{\mu AB}\sigma^{AB} +
A_\mu \gamma^5).
\"
1,"\begin{eqnarray}
\langle \partial_\mu J^{5\mu}\rangle_{\rm Reg.} &=& 2i\lim_{t
\rightarrow 0}\lim_{x \rightarrow x'}{1\over{(4\pi t)}^2} {\rm
Tr}\langle x'|\gamma^5
\exp[-t(i{\Delta\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax})^2]
|x\rangle \cr
\nonumber\\
&=& 2i\lim_{t \rightarrow 0}{1\over{(4\pi t)}^2} {\rm
Tr}[\sum^\infty_{n=0} e\gamma^5 a_n t^n].
\"
2,"\begin{eqnarray}
\langle J^{\mu}_L(x)\rangle_{\rm Reg} &=& \lim_{x \rightarrow
y}{\rm Tr}\{\gamma^\mu \frac{1}{2}(1-\gamma^5) {1\over
{i{D\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax}}}
\frac{1}{2}(f -\sigma^3)\delta(x-y)\}\cr
\nonumber\\
&=&\lim_{x \rightarrow y}{\rm
Tr}\{\gamma^\mu\frac{1}{2}(1-\gamma^5) (\{\frac{1}{2}\sum_n
{{(-1)^n
({i{D\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax}})^\dagger}
\over{[i{D\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax}
{(i{D\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax})^\dagger}
+ m^2_n]}}\}
-{1\over{2i{D\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax}}}\sigma^3)
\delta(x-y)\}.
\"
3,"\begin{eqnarray}
\langle J^{\mu}_L(x)\rangle_{\rm Reg} =&& \lim_{x \rightarrow
y}{\rm Tr}\{\frac{1}{2}\gamma^\mu\frac{1}{2}(1-\gamma^5) \sum_n
(-1)^n [... +{{m_n}\over{(-\Box + m^2_n)}}
(i{B\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax}
+{{A}\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax}
\gamma^5){m_n\over{(-\Box + m^2_n)}} \cr
\nonumber\\
&+&{{i{\partial\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax}}
\over{(-\Box +
m^2_n)}}(i{B\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax} -
{{A}\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax}
\gamma^5){{i{\partial\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax}}
\over{(-\Box + m^2_n)}} +...]\delta(x-y)\}
\"
4,"\begin{eqnarray}
\langle J^{\mu }_L(x)\rangle_{\rm Reg} =&& \lim_{x \rightarrow
y}{\rm Tr}\{\frac{1}{2}\gamma^\mu \frac{1}{2}(1-\gamma^5)\sum_n
(-1)^n [ ... + {{m_n}\over{(-\Box + m^2_n)}}
{C\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax}
{m_n\over{(-\Box + m^2_n)}}\cr
\nonumber\\
&&+{{i{\partial\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax}}
\over{(-\Box +
m^2_n)}}{C\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax}
{{i{\partial\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax}}
\over{(-\Box + m^2_n)}} +...]\delta(x-y)\},
\"
5,"\begin{eqnarray}
\Gamma_{\rm eff.} &=& -i {\rm Tr}\ln [e^{1\over 2}i
{\Delta\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax}
e^{-{1\over 2 }}], \cr
\nonumber\\
i{\Delta\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax} &=&
\gamma^\mu(i\partial_\mu + {i\over 2}\omega_{\mu AB}\sigma^{AB} +
A_\mu \gamma^5).
\"
6,"\begin{eqnarray}
\langle \partial_\mu J^{5\mu}\rangle_{\rm Reg.} &=& 2i\lim_{t
\rightarrow 0}\lim_{x \rightarrow x'}{1\over{(4\pi t)}^2} {\rm
Tr}\langle x'|\gamma^5
\exp[-t(i{\Delta\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax})^2]
|x\rangle \cr
\nonumber\\
&=& 2i\lim_{t \rightarrow 0}{1\over{(4\pi t)}^2} {\rm
Tr}[\sum^\infty_{n=0} e\gamma^5 a_n t^n].
\"
7,"\begin{eqnarray}
\langle J^{\mu}_L(x)\rangle_{\rm Reg} &=& \lim_{x \rightarrow
y}{\rm Tr}\{\gamma^\mu \frac{1}{2}(1-\gamma^5) {1\over
{i{D\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax}}}
\frac{1}{2}(f -\sigma^3)\delta(x-y)\}\cr
\nonumber\\
&=&\lim_{x \rightarrow y}{\rm
Tr}\{\gamma^\mu\frac{1}{2}(1-\gamma^5) (\{\frac{1}{2}\sum_n
{{(-1)^n
({i{D\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax}})^\dagger}
\over{[i{D\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax}
{(i{D\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax})^\dagger}
+ m^2_n]}}\}
-{1\over{2i{D\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax}}}\sigma^3)
\delta(x-y)\}.
\"
8,"\begin{eqnarray}
\langle J^{\mu}_L(x)\rangle_{\rm Reg} =&& \lim_{x \rightarrow
y}{\rm Tr}\{\frac{1}{2}\gamma^\mu\frac{1}{2}(1-\gamma^5) \sum_n
(-1)^n [... +{{m_n}\over{(-\Box + m^2_n)}}
(i{B\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax}
+{{A}\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax}
\gamma^5){m_n\over{(-\Box + m^2_n)}} \cr
\nonumber\\
&+&{{i{\partial\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax}}
\over{(-\Box +
m^2_n)}}(i{B\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax} -
{{A}\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax}
\gamma^5){{i{\partial\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax}}
\over{(-\Box + m^2_n)}} +...]\delta(x-y)\}
\"
9,"\begin{eqnarray}
\langle J^{\mu }_L(x)\rangle_{\rm Reg} =&& \lim_{x \rightarrow
y}{\rm Tr}\{\frac{1}{2}\gamma^\mu \frac{1}{2}(1-\gamma^5)\sum_n
(-1)^n [ ... + {{m_n}\over{(-\Box + m^2_n)}}
{C\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax}
{m_n\over{(-\Box + m^2_n)}}\cr
\nonumber\\
&&+{{i{\partial\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax}}
\over{(-\Box +
m^2_n)}}{C\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax}
{{i{\partial\kern-0.15em\raise0.17ex\llap{/}\kern0.15em\relax}}
\over{(-\Box + m^2_n)}} +...]\delta(x-y)\},
\"
