,equation
0,"\begin{equation}
\label{metric} ds^2\Bigl|_{{\cal M}}=-d\tau^2+
\frac{R^{'2}}{1+E(r)}dr^2+R^2(r,\tau) \left(d\chi^2+sin^2\chi
(d\theta^2+ sin^2\theta d\phi^2)\right),
\"
1,"\begin{equation}
\check{G}_{\mu\nu}= -8\pi G_{5}\check{T}_{\mu\nu}.
\"
2,"\begin{equation}
\check{T}^{\mu}_{\nu}=diag(-\check{\rho},0,0,0,0),
\"
3,"\begin{equation}
\check{G}_{00}=\frac{3\left(-2R\dot{R}\dot{R}'-2R'\dot{R}^2+RE'+2R'E(r)\right)}{2R^2R'},
\"
4,"\begin{equation}
\check{G}_{11}=\frac{R'^2\left(3R\ddot{R}+3\dot{R}^2-3E(r)\right)}{R^2\left(1+E(r)\right)},
\"
5,"\begin{equation}
\check{G}_{22}=R'^{-1}\left(2R\ddot{R}R'+2R\dot{R}\dot{R'}-RE'(r)+R'\dot{R}^2-R'E(r)+R^2\ddot{R'}\right),
\"
6,"\begin{equation}
\check{G}_{33}=sin^{2}\chi\check{G}_{22},
\"
7,"\begin{equation}
\check{G}_{44}=\sin^{2}\theta\check{G}_{33}.
\"
8,"\begin{equation}
\label{dynamics1} \dot{R}^2(r,\tau)=E(r)+\frac{F(r)}{R^2},
\"
9,"\begin{equation}
\label{dynamics2}16\pi G_{5}
\check{\rho}(r,\tau)=\frac{3F^{'}(r)}{R^3 R^{'}},
\"
10,"\begin{equation}
\label{boundary} ds^2\mid_{\Sigma_{j}}=-d\tau^2+R_{j}^2(\tau_{j})
\left(d\chi^2+sin^2 \chi(d \theta^2+ sin^2 \theta d
\phi^2)\right),
\"
11,"\begin{equation}
\label{matching} \tau=\tau_{j}+const.
\"
12,"\begin{equation}
\label{thickness} 2\delta =r_{2}-r_{1},
\"
13,"\begin{equation}
\left[ K_{ab} \right] \stackrel{\Sigma_{j}}{=} 0
\quad\quad\quad\quad
 \quad \quad (j=1,2),
\"
14,"\begin{equation} K_{\chi}^{\chi^{+}}
\Bigl|_{\Sigma_{2}} -K_{\chi}^{\chi^{-}}
\Bigl|_{\Sigma_{1}}+K_{\chi}^{\chi^{+}} \Bigl|_{\Sigma_{1}}-
K_{\chi}^{\chi^{-}} \Bigl|_{\Sigma_{2}}=0.
\"
15,"\begin{equation}
\label{metric} ds^2\Bigl|_{{\cal
M}_{out}}=-U(r)dt^2+U(r)^{-1}dr^2+r^2\left(d\chi^2+sin^2\chi
(d\theta^2+ sin^2\theta d\phi^2)\right),
\"
16,"\begin{equation}
\label{metric} ds^2\Bigl|_{{\cal M}_{in}}=-dt^2+
dr^2+r^2\left(d\chi^2+sin^2\chi (d\theta^2+ sin^2\theta
d\phi^2)\right),
\"
17,"\begin{equation}
U(r)\equiv1-\frac{{\cal R}^2(r)}{r^2}.
\"
18,"\begin{equation}
\label{ic1} K^{\chi+}_{\chi}\Bigl|_{\Sigma_{1}}=
\frac{1}{R_{1}}\left(1+\dot{R}_{1}^2-\frac{
F(r_{1})}{R_{1}^2}\right)^{\frac12} , \hspace{0.8cm}
K^{\chi-}_{\chi}\Bigl|_{\Sigma_{2}}=\frac{1}{R_{2}}
  \left(1+\dot{R}_{2}^2-\frac{F(r_{2})}{R_{2}^2}\right)^{\frac{1}{2}},
\"
19,"\begin{equation}
\label{ic2}
K^{\chi-}_{\chi}\Bigl|_{\Sigma_{1}}=\frac{1}{R_{1}}(1+\dot{R}_{1}^2)^\frac{1}{2}
, \hspace{0.8cm}K^{\chi
+}_{\chi}\Bigl|_{\Sigma_{2}}=\frac{1}{R_{2}}
\left(1+\dot{R}_{2}^2-\frac{{{\cal
R}}^2(r_{2})}{R_{2}^2}\right)^{\frac{1}{2}},
\"
20,"\begin{equation}
%\label(appx1)
R(r_{j},\tau)=R(r_{0},\tau)+\epsilon_{j} \delta
R^{'}(r_{0},\tau)+{\cal O}(\delta^2) ,
\"
21,"\begin{equation}
F(r_{j})=F(r_{0})+\epsilon_{j}\delta F^{'}(r_{0})+{\cal
O}(\delta^2) ,
\"
22,"\begin{equation}
{\cal R}(r_{2})={\cal R}(r_{0})+\delta {\cal R'} (r_{0})+{\cal
O}(\delta^2) ,
\"
23,"\begin{equation}
%\label(aic1)
K^{\chi -}_{\chi}\Bigl|_{\Sigma_{1}}=\frac{1}{R_{0}}
(1+\dot{R}_{0}^2)^{\frac{1}{2}}\left(1+\delta\Bigl(\frac{R^{'}_{0}}
{R_{0}}-\frac{\dot{R}_{0}\dot{R}^{'}_{0}}{1+\dot{R}_{0}^2}\Bigr)\right),
\"
24,"\begin{equation}
\"
25,"\begin{equation}
\label{alpabeta2} \alpha\equiv(1+\dot{R}_{0}^2)^\frac{1}{2}
,\quad\quad  \beta\equiv\left(1+\dot{R}_{0}^2 -\frac{{\cal R}^2
(r_{0})}{R_{0}^2}\right)^\frac{1}{2}.
\"
26,"\begin{equation}
\rho=\int_{-\epsilon}^\epsilon\check{\rho}(r,\tau)dn ,
\"
27,"\begin{equation}
\rho=\int_{-\delta}^\delta
\check{\rho}(r,\tau)\frac{R^{'}(r,\tau)}{\left(1+E(r)\right)^{\frac{1}{2}}}dr.
\"
28,"\begin{equation}
16\pi G_{5}
\rho=\int_{-\delta}^\delta\frac{3F^{'}(r)}{R^3\left(1+\dot{R}^2-\frac{F(r)}{R^2}
\right)^{\frac{1}{2}}}dr.
\"
29,"\begin{equation}
16\pi G_{5}\rho =
\frac{3F^{'}(r_{0})}{R^3_{0}\left(1+\dot{R}^2_{0}
-\frac{F(r_{0})}{R_{0}^2} \right)^\frac{1}{2}}2\delta + {\cal
O}(\delta^2).
\"
30,"\begin{equation}
\label{alpabeta3}
 \alpha - \beta =
 \frac{8\pi G_{5}}{3}\rho
R_{0}-\delta \left(\frac{R^{'}_{0}}{R_{0}}(\alpha -
\beta)+\dot{{R}_{0}} \dot{{R}^{'}_{0}}(\frac{\alpha - \beta}
{\alpha\beta})+\frac{{\cal R}(r_{0})}{\beta R_{0}^2}\Bigl({\cal
R'} (r_{0})+\frac{R^{'}_{0}}{R_{0}}{\cal R}(r_{0})\Bigr)\right).
\"
31,"\begin{equation}
\label{alpabeta4} \alpha-\beta=\frac{8\pi G_{5}}{3}\varrho R_{0},
\"
