,equation
0,"\begin{equation}
T_{\mu \nu }^a=D_\mu e_\nu ^a-D_\nu e_\mu ^a.  \label{Tuva}
\"
1,"\begin{equation}
D_\mu e_\nu ^a=\partial _\mu e_\nu ^a-\omega _\mu ^{ab}e_\nu ^b
\label{Dueva}
\"
2,"\begin{equation}
T_{\mu \nu }=T_{\mu \nu }^aN^a-e_{[\mu }^aD_{\nu ]}N^a,  \label{Tuv1}
\"
3,"\begin{equation}
D_\mu N^a=\partial _\mu N^a-\omega _\mu ^{ab}N^b.
\"
4,"\begin{equation}
T_{\mu \nu }=\partial _\mu A_\nu -\partial _\nu A_\mu ,  \label{TuvU1}
\"
5,"\begin{equation}
D_\mu \psi =\partial _\mu \psi -i\frac{2\pi }{L_p}A_\mu \psi ,
\label{quintcovder}
\"
6,"\begin{equation}
\psi (x)=\phi ^1{\bf (}x)+i\phi ^2{\bf (}x).  \label{psiphi12}
\"
7,"\begin{equation}
A_\mu =\frac{L_p}{2\pi }\epsilon _{ab}\frac{\phi ^a}{\left\| \phi \right\| ^2%
}\partial _\mu \phi ^b.\;\;(\left\| \phi \right\| ^2=\phi ^a\phi ^a)
\"
8,"\begin{equation}
T_{\mu \nu }=\frac{L_p}{2\pi }2\epsilon _{ab}\partial _\mu (\frac 1{\left\|
\phi \right\| ^2}\phi ^a)\partial _\nu \phi ^b.
\"
9,"\begin{equation}
\frac{2\pi }{L_p}\frac 1{8\pi }\epsilon ^{\mu \nu \rho \lambda }T_{\rho
\lambda }=\delta ^2(\vec{\phi})D^{\mu \nu }(\frac \phi x),  \label{deltav}
\"
10,"\begin{equation}
\frac{2\pi }{L_p}\frac 1{8\pi }\epsilon ^{ijk}T_{jk}=\delta ^2(\vec{\phi}%
)D^i(\frac \phi x),\;\;(i,j,k=1,2,3)  \label{jidel}
\"
11,"\begin{equation}
T_{ij}\left\{ 
\begin{array}{l}
=0,\;iff\;\vec{\phi}\neq 0; \\ 
\neq 0,\;iff\;\vec{\phi}=0,
\end{array}
\right.
\"
12,"\begin{equation}
D^{\mu \nu }(\phi /x)\neq 0,  \label{regulcond}
\"
