,equation
0,"\begin{equation}
\label{badnotation}
\left\langle\, \prod_j T^{\rm \scriptscriptstyle L}(w_j)
\prod_k \widetilde T^{\rm \scriptscriptstyle L}(\bar w_k)
\,\right\rangle_{S^2(z_1,\dots,z_N)} \ .
\"
1,"\begin{equation}
\label{Lcorrelators}
\left\langle \,\prod_j T^{\rm \scriptscriptstyle L}(w_j)
\prod_k \widetilde T^{\rm \scriptscriptstyle L}(\bar w_k)
\prod\limits_{r=1}^N P(z_r,\bar z_r)\,\right\rangle \ .
\"
2,"\begin{equation}
\label{3_puncture}
 \left\langle \, P(z_1,\bar z_1)P(z_2,\bar
z_2)P(z_3,\bar z_3)\,\right\rangle = {C\over |z_1
-z_2|^{Q^2\over 2}|z_1 -z_3|^{Q^2\over 2}|z_2 -z_3|^{Q^2\over 2} }\ .
\"
3,"\begin{equation}
\label{PPPE_d}
 P(x,\bar x)P(0,0) = Cx^{-h}\bar x^{-\bar h}
\left[P(0,0) + \beta_1 x\ {\cal L}^{\rm \scriptscriptstyle L}_{-1}\cdot
P(0,0) + \bar\beta_1\bar x\ \bar {\cal L}^{\rm \scriptscriptstyle
L}_{-1}\cdot P(0,0) + \ldots\right]\ ,
\"
4,"\begin{equation}
\label{Pcorrelators}
\left\langle \,
\prod\limits_{r=1}^N P(z_r,\bar z_r)\,\right\rangle^{\!\!\!\rm \scriptscriptstyle L} \ .
\"
5,"\begin{equation}
\label{mu_dual}
\left\lbrack \pi\tilde\mu \gamma\left(1/b^2\right)
\right\rbrack^b
= 
\left\lbrack \pi\mu \gamma\left(b^2\right)
\right\rbrack^{1/b}.
\"
6,"\begin{equation}
\label{C_square}
C\left({Q}/{2},Q/2,Q/2+iP\right)
C\left(Q/2-iP,Q/2,Q/2\right)
 \; = \; 
q\ {\rm e}^{2H_\theta(P)},
\"
7,"\begin{equation}
 \label{tachions_1} 
A \; =\; (2\pi)^{d\over 2} [\alpha]^{-{1\over 2}}
\prod\limits_{\mu = 0}^{d-1} \delta\left(\sum\limits_{r=1}^4 p_r^\mu \right)\;
\int\limits_{\mathbb{C}}\!d^2 x\;
|z|^{\frac{p_1\cdot p_2}{2\alpha}} |1-z|^{\frac{p_2\cdot p_3}{2\alpha}}
G^{\scriptscriptstyle L}(z,\bar z)  \ ,
\"
8,"\begin{equation}
\label{poles}
{\cal I} \; \sim \; \sum_n 
\int\limits_0^{\infty}\!dP 
\frac{d_{n,n}(P)}{\frac{s}{4\alpha} + \frac{Q^2}{2} + 2n + 2P^2 - 2}
{\rm e}^{2H_\theta(P)}
\"
9,"\begin{equation}
\label{badnotation}
\left\langle\, \prod_j T^{\rm \scriptscriptstyle L}(w_j)
\prod_k \widetilde T^{\rm \scriptscriptstyle L}(\bar w_k)
\,\right\rangle_{S^2(z_1,\dots,z_N)} \ .
\"
10,"\begin{equation}
\label{Lcorrelators}
\left\langle \,\prod_j T^{\rm \scriptscriptstyle L}(w_j)
\prod_k \widetilde T^{\rm \scriptscriptstyle L}(\bar w_k)
\prod\limits_{r=1}^N P(z_r,\bar z_r)\,\right\rangle \ .
\"
11,"\begin{equation}
\label{3_puncture}
 \left\langle \, P(z_1,\bar z_1)P(z_2,\bar
z_2)P(z_3,\bar z_3)\,\right\rangle = {C\over |z_1
-z_2|^{Q^2\over 2}|z_1 -z_3|^{Q^2\over 2}|z_2 -z_3|^{Q^2\over 2} }\ .
\"
12,"\begin{equation}
\label{PPPE_d}
 P(x,\bar x)P(0,0) = Cx^{-h}\bar x^{-\bar h}
\left[P(0,0) + \beta_1 x\ {\cal L}^{\rm \scriptscriptstyle L}_{-1}\cdot
P(0,0) + \bar\beta_1\bar x\ \bar {\cal L}^{\rm \scriptscriptstyle
L}_{-1}\cdot P(0,0) + \ldots\right]\ ,
\"
13,"\begin{equation}
\label{Pcorrelators}
\left\langle \,
\prod\limits_{r=1}^N P(z_r,\bar z_r)\,\right\rangle^{\!\!\!\rm \scriptscriptstyle L} \ .
\"
14,"\begin{equation}
\label{mu_dual}
\left\lbrack \pi\tilde\mu \gamma\left(1/b^2\right)
\right\rbrack^b
= 
\left\lbrack \pi\mu \gamma\left(b^2\right)
\right\rbrack^{1/b}.
\"
15,"\begin{equation}
\label{C_square}
C\left({Q}/{2},Q/2,Q/2+iP\right)
C\left(Q/2-iP,Q/2,Q/2\right)
 \; = \; 
q\ {\rm e}^{2H_\theta(P)},
\"
16,"\begin{equation}
 \label{tachions_1} 
A \; =\; (2\pi)^{d\over 2} [\alpha]^{-{1\over 2}}
\prod\limits_{\mu = 0}^{d-1} \delta\left(\sum\limits_{r=1}^4 p_r^\mu \right)\;
\int\limits_{\mathbb{C}}\!d^2 x\;
|z|^{\frac{p_1\cdot p_2}{2\alpha}} |1-z|^{\frac{p_2\cdot p_3}{2\alpha}}
G^{\scriptscriptstyle L}(z,\bar z)  \ ,
\"
17,"\begin{equation}
\label{poles}
{\cal I} \; \sim \; \sum_n 
\int\limits_0^{\infty}\!dP 
\frac{d_{n,n}(P)}{\frac{s}{4\alpha} + \frac{Q^2}{2} + 2n + 2P^2 - 2}
{\rm e}^{2H_\theta(P)}
\"
