,equation
0,"\begin{equation}\label{li2}
\Delta, J \to \infty ~~,~{\rm with}~~~~ 
 \lambda'=\frac{\lambda}{J^2} 
%= \frac{1}{(\mu\a)^2}
\sim const.~,~~  g_2=\frac{J^2}{N_c} \sim const.~,~~
\Delta - J \sim const.
~.
\"
1,"\begin{equation}
S_b = \frac{1}{4 \pi \alpha'} \int d\tau \int_{0}^{2 \pi
|\alpha|} d \sigma \left[ (\partial_{\tau} x)^2 - (\partial_{\sigma}
x)^2 - \mu^2 x^2 \right]~,
\label{bos45}
\"
2,"\begin{equation}
S_f = \frac{1}{4 \pi \alpha'} \int d\tau \int_{0}^{2 \pi |\alpha|} d
\sigma \left\{i e(\alpha) \left[{\bar{\theta}} \partial_{\tau} \theta +
\theta \partial_{\tau} {\bar{\theta}} + \theta \partial_{\sigma} \theta + 
{\bar{\theta}} \partial_{\sigma} {\bar{\theta}} \right] - 2 \mu 
{\bar{\theta}} \Pi \theta \right\}~.
\label{act567}
\"
3,"\begin{equation}
c_n = \frac{1}{\sqrt{1 + \rho_{n}^{2}}}~~,~~ \rho_{n} =
\frac{\omega_n -n}{\mu \alpha}~.
\label{cnrhon}
\"
4,"\begin{equation}
\theta = \theta_{0} + \sqrt{2} \sum_{n=1}^{\infty} 
\left[ \theta_{n} \cos \frac{n \sigma}{|\alpha|} +
\theta_{-n} \sin \frac{n \sigma}{|\alpha|} \right]~,
\label{svexpa7}
\"
5,"\begin{equation}
\theta_{0}= \frac{\sqrt{\alpha'}}{2 \sqrt{|\alpha|}}
\left[ (1 + e(\alpha) \Pi ) b_0 + 
e(\alpha) (1 - e(\alpha) \Pi) b_{0}^{\dagger} \right]~,
\label{th0sv}
\"
6,"\begin{equation}
\theta_{n}= \frac{\sqrt{\alpha'}}{\sqrt{2 |\alpha|}} 
\sqrt{\frac{n}{\omega_{(n)}}} 
\left[ P^{-1}_n b_n + e(\alpha) P_n b_{-n}^{\dagger} \right]~,
\label{Pthnsv}
\"
7,"\begin{equation}
\theta_{-n}= i \frac{\sqrt{\alpha'}}{\sqrt{2 |\alpha|}} 
\sqrt{\frac{n}{\omega_{(n)}}} 
\left[ P^{-1}_n b_{-n} - e(\alpha) P_n b_{n}^{\dagger} \right]~.
\label{Pth-nsv}
\"
8,"\begin{equation}
\label{Pdef}
P_{n}^{\pm 1} = c_n \sqrt{\frac{\omega_n}{n}} ( 1 \mp \rho_n \Pi) =
\frac{1}{\sqrt{1-\rho^2_{n}}} (1  \mp \rho_{n} \Pi)~.
\"
9,"\begin{equation}
\lambda = \frac{1}{2 \pi |\alpha|} \left\{ \lambda_{0} + \sqrt{2} 
\sum_{n=1}^{\infty} 
\left[ \lambda_{n} \cos \frac{n \sigma}{|\alpha|} +
\lambda_{-n} \sin \frac{n \sigma}{|\alpha|} \right] \right\}
\label{svexpa8}~.
\"
10,"\begin{equation}
\lambda_{0} = \frac{\sqrt{|\alpha|}}{2 \sqrt{\alpha '}} 
\left[ e(\alpha) (1 - e(\alpha) \Pi ) b_0 + 
(1 + e(\alpha) \Pi) b_{0}^{\dagger} \right]~,
\label{la0sv}
\"
11,"\begin{equation}
\lambda_{n}= \frac{\sqrt{|\alpha|}}{\sqrt{2 \alpha'}} 
\sqrt{\frac{n}{\omega_{(n)}}} 
\left[e(\alpha) P_n b_{-n} +  P^{-1}_n b_n^\dagger \right]~,
\label{Plansv}
\"
12,"\begin{equation}
\lambda_{-n}= - i \frac{\sqrt{|\alpha|}}{\sqrt{2 \alpha'}} 
\sqrt{\frac{n}{\omega_{(n)}}} 
\left[ P^{-1}_n b_{-n}^\dagger - e(\alpha) P_n b_{n} \right]~.
\label{Pla-nsv}
\"
13,"\begin{equation}
H_f = e(\a) \int_0^{2\pi \a}\! d\sigma \left(\sum_{i=1}^{2}
\partial_{\tau} \theta^i \lambda^i - L_f \right)= 
\frac{1}{\alpha} \sum_{n= -\infty}^{\infty} 
\frac{\omega_n}{2} (b_{n}^{\dagger} b_n -b_n b_{n}^{\dagger})~.
\label{hami89}
\"
14,"\begin{equation}
H = \frac{1}{\alpha} \sum_{n= -\infty}^{\infty} 
{\omega_n} (a_{n}^{\dagger} a_n + b_{n}^{\dagger} b_n)~.
\label{hami}
\"
15,"\begin{equation}
Q = \frac{1}{\sqrt{2}} \left(Q^- + \bar{Q}^- \right)~~,~~
\widetilde{Q} = \frac{i}{\sqrt{2}} \left( Q^- - \bar{Q}^- \right)~.
\"
16,"\begin{equation} \label{V-pp}
|V \rangle= \delta\left(\sum_{\rr=1}^3 \a_\rr\right) 
|E_a \rangle\, |E_b \rangle\, ,
\"
17,"\begin{equation}
\label{kinbos}
|E_a \rangle = \exp{\Big\{ \sum_{\rr,\rs=1}^{3} \sum_{m,n \in {\rm\bf Z}} 
a_{m (\rr)}^{\dagger} N^{\rr
\rs}_{mn} a_{n (\rs)}^{\dagger} \Big\} } |v \rangle_{123}~,
\"
18,"\begin{equation} 
\L \equiv \a_1 \l_{0(2)} - \a_2 \l_{0(1)}, \quad 
\Theta \equiv \frac{1}{\a_3} (\th_{0(1)}- \th_{0(2)}) , 
\quad \a \equiv \a_1\a_2\a_3~.
 \"
19,"\begin{equation} \label{vcc}
a_{n(\rr)} |v \rangle_\rr =0~, \quad b_{n(\rr)} |v \rangle_\rr =0 \quad \forall n.  
\"
20,"\begin{equation} a_{n(\rr)} |0 \rangle_\rr =0~~
\forall n~, \quad b_n |0\rangle =0~~ \forall n \neq 0, \quad \quad
\th_0 |0\rangle =0~. \"
21,"\begin{equation} \label{nqh}
|H_3 \rangle = \sum_{\rr=1}^3 H_\rr |V \rangle~~,~~ 
|Q_{3\dot{a \rangle}} = \sum_{\rr=1}^3 Q_{r \dot{a}}\; |V \rangle~~,~~
|\widetilde{Q \rangle_{3\dot{a}}} = \sum_{\rr=1}^3 \widetilde{Q}_{\rr
\dot{a}}\; |V \rangle~.
\"
22,"\begin{equation}
{\cal K} = {\cal K}_0 + {\cal K}_+ +{\cal K}_-\,,\qquad
\widetilde{\cal K} = {\cal K}_0 + {\cal K}_+ -{\cal K}_-~.
\"
23,"\begin{equation} \label{fsa}
A_{phys.} = \int_{-\infty}^\infty  {}_{123}\langle state|
H_3\rangle_\tau \;d\tau = \delta\left(\sum_{r=1}^3 H_r^{(2)}\right) 
{}_{123}\langle state| H_3\rangle_{\tau=0}~.
\"
24,"\begin{equation}
\label{dual}
\frac{(\langle 1 | \otimes \langle 2| \otimes \langle 3|) ~|H_3
\rangle}{\sum_\rr \left(H^{(2)}_{\rr\,\rr}\right)}
= C_{ijk}~, 
\"
25,"\begin{equation}
\label{3pt}
\langle  \bar O_i(x_i)  O_j(x_j) O_k(x_k) \rangle
=\frac{C_{ijk}} {(x_{ij})^{\Delta^{(0)}_i+\Delta^{(0)}_j-\Delta^{(0)}_k} 
(x_{ik})^{\Delta^{(0)}_i+\Delta^{(0)}_k-\Delta^{(0)}_j}
(x_{jk})^{\Delta^{(0)}_j+\Delta^{(0)}_k-\Delta^{(0)}_i}
}~,
\"
26,"\begin{equation}
 O_{vac}^{J}(x) = \frac{1}{\sqrt{JN^J}} {\rm Tr}\Big[Z^J\Big](x) \ \ ,
\label{ovac}
\"
27,"\begin{equation}
\label{baro-ij}
\bar O_{ij,m}^J (x) \equiv \N_2 \ 
(r^2)^{J+2}
\sum_{l=0}^{J}  
q^l {\rm Tr} \left[
(C_{ik} \bar{D}_{k} \ r^2\bar{Z} ) \bar{Z}^l 
( C_{jh}\bar{D}_{h}\ r^2\bar{Z} )\bar{Z}^{J-l} 
\right] (x)
\"
