,equation
0,"\begin{equation}
\Omega={1 \over 2}\,\eta_{\mu \nu}\,(x^{\mu}-z^{\mu}(\tau))\,(x^{\nu}-z^{\nu}(\tau)).
\label{dist}
\"
1,"\begin{equation}
\lambda_{\mu} \equiv \tau_{,\mu}={x_{\mu}-z_{\mu}(\tau_{0}) \over R}, ~~~
R \equiv  \dot{z}^{\mu}(\tau_{0})\,(x_{\mu}-z_{\mu}(\tau_{0})),
\label{lam}
\"
2,"\begin{equation}
A=\ddot{z}^{\mu}\,(x_{\mu}-z_{\mu}),~~~ \dot{z}^{\mu}\, \dot{z}_{\mu}=
\epsilon= 0, \pm 1.
\"
3,"\begin{equation}
\lambda_{\mu}\, \dot{z}^{\mu}=1,~~~ \lambda^{\mu}\, R_{, \mu}=1.
\"
4,"\begin{equation}
a_{,\mu}\, \lambda^{\mu}=0. \label{cond}
\"
5,"\begin{equation}
a_{k}=\lambda_{\mu}\, {d^k \, \ddot{z}^{\mu} \over d\tau_{0}^k},
~~~k=1,2,\cdots ,n.
\label{ak}
\"
6,"\begin{equation}
a_{k, \alpha}\, \lambda^{\alpha}=0, \label{con01}
\"
7,"\begin{equation}
\eta^{\mu \nu}\, {\partial^2 \, \phi \over \partial 
x^{\mu} \partial x^{\nu}}=0. \label{scal}
\"
8,"\begin{equation}
\phi^{(D+2)}={1 \over R} \, { d \over d\tau}\, \phi^{(D)}. \label{rec0}
\"
9,"\begin{equation}
dE=-\int_{S}\, \dot{z}_{\mu}\,T_{\phi}^{\mu \nu} dS_{\nu}
\"
10,"\begin{equation}
dS_{\mu}=n_{\mu} R^{D-3} d\tau\, d\Omega,
\"
11,"\begin{equation}
\lambda_{\mu}=\epsilon \dot{z}_{\mu}+\epsilon_{1}\,{n_{\mu} \over R},
~~~ n^{\mu}\, n_{\mu}=-\epsilon R^2.
\"
12,"\begin{equation}
N_{\phi}^{(D)}=-\int_{S^{D-2}}\, \dot{z}_{\mu}\,T_{\phi}^{\mu \nu}\, n_{\nu} 
\, R^{D-3}\, d\Omega.
\"
13,"\begin{equation}
A_{\mu}^{(D+2)}={1 \over R}\, {d \over d\tau}\, A_{\mu}^{(D)}. \label{rec2}
\"
14,"\begin{equation}
dE=-\int_{S}\, \dot{z}_{\mu}\,T_{e}^{\mu \nu} dS_{\nu},
\"
15,"\begin{equation}
N_{e}^{(D)}=-\int_{S^{D-2}}\, \dot{z}_{\mu}\,T_{e}^{\mu \nu}\, n_{\nu} \, R^{D-3}\,
 d\Omega.
\"
16,"\begin{equation}
N_{e}^{(D)}=-\epsilon_{1} \int_{S^{D-2}}\, \xi^{(D)}_{\mu}\, \xi^{(D)}_{\nu}\,
\eta^{\mu \nu} d\Omega,
\label{los1}
\"
17,"\begin{equation}
\xi_{\mu}^{(D)}=\lim_{R \rightarrow \infty} [A_{\mu}^{(D+2)} \, R^{D \over 2}],
\label{gaug}
\"
18,"\begin{equation}
a=-\epsilon \epsilon_{1} \kappa_{1}\, \cos \theta,
~~a_{1}=\kappa_{1}^2-\epsilon \epsilon_{1} \dot{\kappa}_{1}
 \cos \theta+
\epsilon \epsilon_{1} \kappa_{1} \, \kappa_{2} \, \sin \theta \, \cos \phi_{1}.
\"
19,"\begin{equation}
A_{\mu}^{(D)}=\left({1 \over R}\, {d \over d\tau}\right)^{{D \over 2}-2}\,\,
{\dot{z}_{\mu} \over R}. \label{rec3}
\"
20,"\begin{equation}
A_{\mu}^{(D)}=\int \, G(x-z(\tau))\, \dot{z}_{\mu}\, d\tau,
\label{vec1}
\"
21,"\begin{equation}
G(x-z)=\theta(x^{0})\, \delta^{{D \over 2}-2}(\Omega). \label{grn}
\"
22,"\begin{equation}
{d \over d\Omega}\, \delta (\Omega)= \left[ {1 \over d\Omega/d\tau}\,
{d \over d\tau}\,\delta (\Omega) \right]_{\Omega=0}. 
\"
23,"\begin{equation}
{d^{k} \over d\Omega^{k}}\, \delta (\Omega)=
\left[\left({-1 \over R}\,{d \over d\tau} \right)^{k}\,\delta (\Omega) 
\right].
\"
24,"\begin{equation}
\Omega={1 \over 2}\,\eta_{\mu \nu}\,(x^{\mu}-z^{\mu}(\tau))\,(x^{\nu}-z^{\nu}(\tau)).
\label{dist}
\"
25,"\begin{equation}
\lambda_{\mu} \equiv \tau_{,\mu}={x_{\mu}-z_{\mu}(\tau_{0}) \over R}, ~~~
R \equiv  \dot{z}^{\mu}(\tau_{0})\,(x_{\mu}-z_{\mu}(\tau_{0})),
\label{lam}
\"
26,"\begin{equation}
A=\ddot{z}^{\mu}\,(x_{\mu}-z_{\mu}),~~~ \dot{z}^{\mu}\, \dot{z}_{\mu}=
\epsilon= 0, \pm 1.
\"
27,"\begin{equation}
\lambda_{\mu}\, \dot{z}^{\mu}=1,~~~ \lambda^{\mu}\, R_{, \mu}=1.
\"
28,"\begin{equation}
a_{,\mu}\, \lambda^{\mu}=0. \label{cond}
\"
29,"\begin{equation}
a_{k}=\lambda_{\mu}\, {d^k \, \ddot{z}^{\mu} \over d\tau_{0}^k},
~~~k=1,2,\cdots ,n.
\label{ak}
\"
30,"\begin{equation}
a_{k, \alpha}\, \lambda^{\alpha}=0, \label{con01}
\"
31,"\begin{equation}
\eta^{\mu \nu}\, {\partial^2 \, \phi \over \partial 
x^{\mu} \partial x^{\nu}}=0. \label{scal}
\"
32,"\begin{equation}
\phi^{(D+2)}={1 \over R} \, { d \over d\tau}\, \phi^{(D)}. \label{rec0}
\"
33,"\begin{equation}
dE=-\int_{S}\, \dot{z}_{\mu}\,T_{\phi}^{\mu \nu} dS_{\nu}
\"
34,"\begin{equation}
dS_{\mu}=n_{\mu} R^{D-3} d\tau\, d\Omega,
\"
35,"\begin{equation}
\lambda_{\mu}=\epsilon \dot{z}_{\mu}+\epsilon_{1}\,{n_{\mu} \over R},
~~~ n^{\mu}\, n_{\mu}=-\epsilon R^2.
\"
36,"\begin{equation}
N_{\phi}^{(D)}=-\int_{S^{D-2}}\, \dot{z}_{\mu}\,T_{\phi}^{\mu \nu}\, n_{\nu} 
\, R^{D-3}\, d\Omega.
\"
37,"\begin{equation}
A_{\mu}^{(D+2)}={1 \over R}\, {d \over d\tau}\, A_{\mu}^{(D)}. \label{rec2}
\"
38,"\begin{equation}
dE=-\int_{S}\, \dot{z}_{\mu}\,T_{e}^{\mu \nu} dS_{\nu},
\"
39,"\begin{equation}
N_{e}^{(D)}=-\int_{S^{D-2}}\, \dot{z}_{\mu}\,T_{e}^{\mu \nu}\, n_{\nu} \, R^{D-3}\,
 d\Omega.
\"
40,"\begin{equation}
N_{e}^{(D)}=-\epsilon_{1} \int_{S^{D-2}}\, \xi^{(D)}_{\mu}\, \xi^{(D)}_{\nu}\,
\eta^{\mu \nu} d\Omega,
\label{los1}
\"
41,"\begin{equation}
\xi_{\mu}^{(D)}=\lim_{R \rightarrow \infty} [A_{\mu}^{(D+2)} \, R^{D \over 2}],
\label{gaug}
\"
42,"\begin{equation}
a=-\epsilon \epsilon_{1} \kappa_{1}\, \cos \theta,
~~a_{1}=\kappa_{1}^2-\epsilon \epsilon_{1} \dot{\kappa}_{1}
 \cos \theta+
\epsilon \epsilon_{1} \kappa_{1} \, \kappa_{2} \, \sin \theta \, \cos \phi_{1}.
\"
43,"\begin{equation}
A_{\mu}^{(D)}=\left({1 \over R}\, {d \over d\tau}\right)^{{D \over 2}-2}\,\,
{\dot{z}_{\mu} \over R}. \label{rec3}
\"
44,"\begin{equation}
A_{\mu}^{(D)}=\int \, G(x-z(\tau))\, \dot{z}_{\mu}\, d\tau,
\label{vec1}
\"
45,"\begin{equation}
G(x-z)=\theta(x^{0})\, \delta^{{D \over 2}-2}(\Omega). \label{grn}
\"
46,"\begin{equation}
{d \over d\Omega}\, \delta (\Omega)= \left[ {1 \over d\Omega/d\tau}\,
{d \over d\tau}\,\delta (\Omega) \right]_{\Omega=0}. 
\"
47,"\begin{equation}
{d^{k} \over d\Omega^{k}}\, \delta (\Omega)=
\left[\left({-1 \over R}\,{d \over d\tau} \right)^{k}\,\delta (\Omega) 
\right].
\"
