,equation
0,"\begin{equation}
L(\varphi ,L^{\mu })=L^{\mu }\partial _{\mu }\varphi -\frac{1}{2}L^{\mu
}L_{\mu }-\frac{1}{2}m^{2}\varphi ^{2}+J\varphi \ .  \label{llf}
\"
1,"\begin{equation}
L(\varphi ,H_{\nu \sigma \tau })=H_{\nu \sigma \tau }\epsilon ^{\mu \nu
\sigma \tau }\partial _{\mu }\varphi +3H_{\nu \sigma \tau }H^{\nu \sigma
\tau }-\frac{1}{2}m^{2}\varphi ^{2}+J\varphi \ .  \label{lhf}
\"
2,"\begin{equation}
H_{\nu \sigma \tau }(\varphi )=\frac{1}{6}\epsilon ^{\nu \sigma \tau \mu
}\partial _{\mu }\varphi \ ,  \label{HVARPHI}
\"
3,"\begin{equation}
m^{2}\varphi =-\partial _{\mu }\epsilon ^{\mu \nu \sigma \tau }H_{\nu \sigma
\tau }+J\ .  \label{efh}
\"
4,"\begin{equation}
L(H_{\nu \sigma \tau })=\frac{1}{2}\left( \epsilon ^{\mu \nu \sigma \tau
}\partial _{\mu }H_{\nu \sigma \tau }\right) ^{2}+3m^{2}H_{\nu \sigma \tau
}H^{\nu \sigma \tau }-J\epsilon ^{\mu \nu \sigma \tau }\partial _{\mu
}H_{\nu \sigma \tau }+\frac{1}{2}J^{2}\,,  \label{lhh}
\"
5,"\begin{equation}
T_{(\mu \nu )\rho }+T_{(\nu \rho )\mu }+T_{(\rho \mu )\nu }=0\ ,
\"
6,"\begin{equation}
\partial _{\mu }\epsilon ^{\mu \nu \sigma \tau }H_{\nu \sigma \tau }=J\ .
\label{CONSTH}
\"
7,"\begin{equation}
H_{\nu \sigma \tau }=\partial _{\nu }B_{\sigma \tau }+\partial _{\sigma
}B_{\tau \nu }+\partial _{\tau }B_{\nu \sigma }\ .  \label{POTH}
\"
8,"\begin{equation}
f^{\mu }(x)=\int_{C}^{x}d\xi ^{\mu }\,\delta ^{(4)}(\xi )\ ,\qquad \partial
_{\mu }f^{\mu }(x)=\delta ^{(4)}(x)\ .
\"
9,"\begin{equation}
\epsilon ^{\mu \nu \sigma \tau }\,H_{\nu \sigma \tau }(x)=\int \,(dy)f^{\mu
}(x-y)J(y)\ ,
\"
10,"\begin{equation}
H_{\nu \sigma \tau }=\partial _{\nu }B_{\sigma \tau }+\partial _{\sigma
}B_{\tau \nu }+\partial _{\tau }B_{\nu \sigma }+\frac{1}{6}\epsilon _{\nu
\sigma \tau \rho }\int (dy)f^{\rho }(x-y)J(y)\ ,  \label{GENSOL}
\"
11,"\begin{equation}
\frac{1}{6}\epsilon _{\nu \sigma \tau \mu }\partial ^{\mu }\varphi =\partial
_{\nu }B_{\sigma \tau }+\partial _{\sigma }B_{\tau \nu }+\partial _{\tau
}B_{\nu \sigma }+\frac{1}{6}\epsilon _{\nu \sigma \tau \rho }\int
(dy)f^{\rho }(x-y)J(y)\ .
\"
12,"\begin{equation}
L=\frac{1}{8}\,T_{(\mu \nu )\sigma }T^{(\mu \nu )\sigma }+\frac{1}{4}T_{(\mu
\nu )\sigma }T^{(\mu \sigma )\nu }+\frac{1}{2}T_{(\mu \nu )\sigma }\epsilon
^{\mu \nu \alpha \beta }\partial _{\alpha }h_{\;\beta }^{\sigma }+h^{\alpha
\beta }\Theta _{\alpha \beta }\ ,  \label{plag}
\"
13,"\begin{equation}
\,T_{(\mu \nu )\beta }=-\epsilon _{\mu \nu }{}^{\alpha \sigma }\,\partial
_{\alpha }h_{\sigma \beta }+\epsilon _{\mu \nu \beta \lambda }\left(
\partial _{\alpha }h^{\alpha \lambda }-\partial ^{\lambda }h_{\alpha
}^{\alpha }\right) \ ,  \label{t2}
\"
14,"\begin{equation}
\mathcal{L}=-\partial _{\mu }h^{\mu \nu }\partial _{\alpha }h_{\nu }^{\alpha
}+\frac{1}{2}\partial ^{\alpha }h_{\mu \nu }\partial _{\alpha }h^{\mu \nu
}+\partial _{\mu }h^{\mu \nu }\partial _{\nu }h_{\alpha }^{\alpha }-\frac{1}{%
2}\partial _{\alpha }h_{\mu }^{\mu }\partial ^{\alpha }h_{\nu }^{\nu
}+h^{\alpha \beta }\Theta _{\alpha \beta }\ ,  \label{hlag}
\"
15,"\begin{equation}
\partial ^{\alpha }\partial _{\alpha }h_{\mu \nu }+\partial _{\mu }\partial
_{\nu }h_{\alpha }^{\alpha }-\left( \partial _{\mu }\partial _{\alpha
}h_{\nu }^{\alpha }+\partial _{\nu }\partial _{\alpha }h_{\mu }^{\alpha
}\right) -\eta _{\mu \nu }\left( \partial ^{\alpha }\partial _{\alpha
}h_{\beta }^{\beta }-\partial _{\alpha }\partial _{\beta }h^{\alpha \beta
}\right) =\Theta _{\mu \nu }\ ,  \label{ei}
\"
16,"\begin{equation}
h_{\mu \nu }\rightarrow h_{\mu \nu }+\partial _{\mu }\varepsilon _{\nu
}+\partial _{\nu }\varepsilon _{\mu }\ .  \label{pe}
\"
17,"\begin{equation}
\partial _{\sigma }\left( \epsilon ^{\alpha \beta \sigma \nu }T_{(\alpha
\beta )}{}^{\mu }+\epsilon ^{\alpha \beta \sigma \mu }T_{(\alpha \beta
)}{}^{\nu }\right) =\Theta ^{\mu \nu }\ .  \label{aga}
\"
18,"\begin{equation}
\left( \epsilon ^{\alpha \beta \sigma \nu }{\bar{T}}_{(\alpha \beta
)}{}^{\mu }+\epsilon ^{\alpha \beta \sigma \mu }{\bar{T}}_{(\alpha \beta
)}{}^{\nu }\right) (x)=\int (dy)\,f^{\sigma }(x-y)\Theta ^{\mu \nu }(y)\ ,
\"
19,"\begin{equation}
{\bar{T}}_{(\alpha \beta )}{}^{\mu }=-\frac{1}{6}\epsilon _{\alpha \beta
\sigma \nu }\int (dy)\,f^{\sigma }(x-y)\Theta ^{\mu \nu }(y)\ .
\"
20,"\begin{equation}
\partial _{\sigma }\left( \epsilon ^{\alpha \beta \sigma \nu }\tilde{T}%
_{(\alpha \beta )}^{\mu }+\epsilon ^{\alpha \beta \sigma \mu }\tilde{T}%
_{(\alpha \beta )}^{\nu }\right) =0\ .  \label{const}
\"
21,"\begin{equation}
\partial _{\sigma }\left( \epsilon ^{\alpha \beta \sigma \nu }\tilde{T}%
_{(\alpha \beta )}^{\mu }-\epsilon ^{\alpha \beta \sigma \mu }\tilde{T}%
_{(\alpha \beta )}^{\nu }\right) =2\,\epsilon ^{\mu \nu \sigma \delta
}\partial _{\sigma }A_{\delta }\ .  \label{HEQ}
\"
22,"\begin{equation}
\tilde{T}_{(\alpha \beta )\mu }=\left( \eta _{\mu \alpha }A_{\beta }-\eta
_{\mu \beta }A_{\alpha }\right) +\left( \partial _{\alpha }B_{\mu \beta
}-\partial _{\beta }B_{\mu \alpha }\right) \ ,  \label{exp}
\"
23,"\begin{equation}
B_{\mu \nu }=\omega _{\mu \nu }+\tilde{h}_{\mu \nu }\ .
\"
