,equation
0,"\begin{equation}
ds^{2}=g_{\mu \nu }dx^{\mu }dx^{\nu }.
\label{1}
\"
1,"\begin{equation}
\gamma ^{a}E_{a}^{\mu }\left( \partial _{\mu }-\frac{1}{8}\omega
_{bc\mu }
\left[ \gamma ^{b},\gamma ^{c}\right] \right) \Psi =m\Psi ,
\label{DE}
\"
2,"\begin{equation}
\left\{ \gamma ^{a},\gamma ^{b}\right\} =2\eta ^{ab}.
\label{cliff}
\"
3,"\begin{equation}
ds^{2}=-N^{2}\left( r\right) dt^{2}+N^{-2}\left( r\right) dr^{2}
+r^{2}\left[d\phi +N^{\phi }\left( r\right) dt\right] ^{2},
\label{btz}
\"
4,"\begin{equation}
r_{\pm }=r_{ex}\left[1\pm \sqrt{1-\frac{J^{2}}{M^{2}\ell^{2}}}
\right]^{\frac{1}{2}},
\"
5,"\begin{equation}
ds_{ex}^{2}=-\left( \frac{r^{2}}{\ell^{2}}-2\frac{r_{ex}^{2}}{
\ell^{2}}\right)dt^{2}+\frac{\ell^{2}r^{2}}{\left( r^{2}-r_{ex}^
{2}\right)^{2}}dr^{2}-2\frac{r_{ex}^{2}}{\ell}dtd\phi +r^{2}d\phi ^{2}.
\label{btze}
\"
6,"\begin{equation}
u =\frac{t}{\ell}+\phi,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,v =\frac{t}{\ell}-\phi,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,
\,\,\,\,\,\,\,\,\,\,\,\,e^{2\rho
} =
\frac{r^{2}-r_{ex}
^{2}}{\ell^{2}},
\"
7,"\begin{equation}
ds^{2}=r_{ex}^{2}dv^{2}-\ell^{2}e^{2\rho }dudv+\ell^{2}d\rho
^{2},
\"
8,"\begin{equation}
e^{1}=\frac{\ell^{2}~e^{2\rho }}{2~r_{ex}}~du,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,e^{2}=r_{ex}~dv-
\frac{\ell^{2}~e^{2\rho
}}{2~
r_{ex}}~du,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,e^{3}=\ell ~d\rho ,
\label{15}
\"
9,"\begin{equation}
\omega ^{1}\,_{2}=d\rho,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\omega ^{1}~_{3}=\frac{\ell~e^{
2\rho}}{2~r_{ex}}~du
+
\frac{r_{
ex}}{\ell}~dv,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\omega ^{2}~_{3}=-\frac{\ell~e^{2\rho }}{2~r_{ex}}du.
\label{16}
\"
10,"\begin{equation}
E_{1}^{u}=\frac{2~r_{ex}~e^{-2\rho
}}{\ell^{2}},\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,E_{1}^{v}=\frac{1}{r_{ex}}=E_{2}^{v},\,\,\,\,\,
\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,E_{3}^{\rho}=\frac{1}{\ell}.
\label{17}
\"
11,"\begin{equation}
\gamma ^{1} =-i\sigma ^{3},\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\gamma ^{2} =\sigma ^{1},\,\,
\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,
\,\, \,\,\,\,\gamma ^{3} =\sigma ^{2},
\"
12,"\begin{equation}
\Psi \left( u,v,\rho \right) =e^{i\left( \alpha u+\beta v\right)
}
\left(\begin{array}{c}
F(\rho)\\
G(\rho)
\end{array}\right),
\label{ansatz}
\"
