,equation
0,"\begin{equation} \label{Homo1}
\pi_i \pi^i = (\pi^0)^2 - |\vec\pi|^2 = 1, \qquad \pi^0 \geq 1.
\"
1,"\begin{equation} \label{Homo0}
\pi_i \pi^i = 0, \qquad \pi^0 > 0.
\"
2,"\begin{equation} \label{Mom}
p^i = m \pi^i
\"
3,"\begin{equation}  \label{Homo2}
\pi_i \pi^i = -1.
\"
4,"\begin{equation} \label{Cons}
p^i(\pi_A) + p^i(\pi_B) = p^i(\pi_C) + p^i(\pi_D)
\"
5,"\begin{equation} \label{EnMom}
p^0 = f(\pi^0), \qquad  \vec p = g(\pi^0) \vec\pi, \qquad a < \pi^0 < b.
\"
6,"\begin{equation}
\pi_C = (\omega, 0, \eta \sin\theta, \eta \cos\theta), \qquad
\pi_D = (\omega, 0, -\eta \sin\theta, -\eta\cos\theta),
\"
7,"\begin{equation}
\pi'_D = (\omega \cosh\zeta - \eta \cos\theta \sinh\zeta, 0, -\eta \sin\theta, 
\omega \sinh\zeta - \eta \cos\theta \cosh\zeta).
\"
8,"\begin{equation} \label{En}
= f(\omega \cosh\zeta + \eta \cos\theta \sinh\zeta) + f(\omega \cosh\zeta - \eta \cos\theta \sinh\zeta),
\"
9,"\begin{equation} \label{Momen}
+ (\omega \sinh\zeta - \eta \cos\theta \cosh\zeta) g(\omega \cosh\zeta - \eta \cos\theta \sinh\zeta).
\"
10,"\begin{equation} 
f''(\omega) = 0, \qquad  g'(\omega) = 0.
\"
11,"\begin{equation} 
p^i p_i = C,
\"
12,"\begin{equation} 
p^0 =  \frac m 2 \left(\pi^0 + ((\pi^0)^2 + 1)^{1/2}\right), \qquad
\vec p = p^0 |\vec\pi|^{-1} \vec\pi,
\"
13,"\begin{equation} \label{Homo1}
\pi_i \pi^i = (\pi^0)^2 - |\vec\pi|^2 = 1, \qquad \pi^0 \geq 1.
\"
14,"\begin{equation} \label{Homo0}
\pi_i \pi^i = 0, \qquad \pi^0 > 0.
\"
15,"\begin{equation} \label{Mom}
p^i = m \pi^i
\"
16,"\begin{equation}  \label{Homo2}
\pi_i \pi^i = -1.
\"
17,"\begin{equation} \label{Cons}
p^i(\pi_A) + p^i(\pi_B) = p^i(\pi_C) + p^i(\pi_D)
\"
18,"\begin{equation} \label{EnMom}
p^0 = f(\pi^0), \qquad  \vec p = g(\pi^0) \vec\pi, \qquad a < \pi^0 < b.
\"
19,"\begin{equation}
\pi_C = (\omega, 0, \eta \sin\theta, \eta \cos\theta), \qquad
\pi_D = (\omega, 0, -\eta \sin\theta, -\eta\cos\theta),
\"
20,"\begin{equation}
\pi'_D = (\omega \cosh\zeta - \eta \cos\theta \sinh\zeta, 0, -\eta \sin\theta, 
\omega \sinh\zeta - \eta \cos\theta \cosh\zeta).
\"
21,"\begin{equation} \label{En}
= f(\omega \cosh\zeta + \eta \cos\theta \sinh\zeta) + f(\omega \cosh\zeta - \eta \cos\theta \sinh\zeta),
\"
22,"\begin{equation} \label{Momen}
+ (\omega \sinh\zeta - \eta \cos\theta \cosh\zeta) g(\omega \cosh\zeta - \eta \cos\theta \sinh\zeta).
\"
23,"\begin{equation} 
f''(\omega) = 0, \qquad  g'(\omega) = 0.
\"
24,"\begin{equation} 
p^i p_i = C,
\"
25,"\begin{equation} 
p^0 =  \frac m 2 \left(\pi^0 + ((\pi^0)^2 + 1)^{1/2}\right), \qquad
\vec p = p^0 |\vec\pi|^{-1} \vec\pi,
\"
