,cite
0,\cite{Nied72}
1,\cite{Lie1882}
2,\cite{Nied72}
3,\cite{Hage72}
4,"\cite{Nied72,Hage72}"
5,\cite{Baru73}
6,\cite{Perr77}
7,\cite{Duva91}
8,"\cite{Berg92,Burd72,Duva86,Haug94,Jack90a,Jack90b,Mehe00}"
9,"\cite{Ghos01,Herr02}"
10,"\cite{Hass00,Ivas97,Jahn01,ORai01}"
11,"\cite{Henk92,Henk94,Henk94a}"
12,"\cite{Bray94,Cate00}"
13,\cite{Bela84}
14,\cite{Henk02}
15,"\cite{Henk97,Plei01}"
16,"\cite{Cala02,Cann01,Godr00a,Godr00b,Godr02,Henk01,Henk02a,Henk02b,Pico02}"
17,\cite{Bela84}
18,"\cite{diFr97,Henk99}"
19,\cite{Henk94}
20,\cite{Nied72}
21,\cite{Giul96}
22,\cite{Giul99}
23,\cite{Henk94}
24,\cite{Henk02}
25,\cite{Ivas97}
26,\cite{Giul96}
27,\cite{Knap86}
28,"\cite{Henk01,Henk02}"
29,\cite{Baru73}
30,"\cite{Nied72,Hage72}"
31,\cite{Gerg02}
32,\cite{Giul96}
33,"\cite{Nied72,Hage72}"
34,"\cite{Hage72,Jack90a,Henk94}"
35,"\cite{diFr97,Henk99}"
36,\cite{Henk94}
37,\cite{Call70}
