,label
0,\label{pseudoSUSY}
1,\label{BPSformulae}
2,\label{WZmodel}
3,\label{tht_decomp}
4,\label{Q_decomp}
5,\label{S_vph1}
6,\label{def_vph1}
7,\label{Phi_vph1}
8,\label{S_vph2}
9,\label{Phi_vph2}
10,\label{rel_vph12}
11,\label{K_vph1-vph2}
12,\label{W_vph1-vph2}
13,\label{nonBPSsys}
14,\label{BPS_eq1}
15,\label{BPS_eq2}
16,\label{W_assumption}
17,\label{piR_translation}
18,\label{EOM_vph1}
19,\label{lin_EOM_vph1}
20,\label{mode_eq1}
21,\label{mode_eq2}
22,\label{mode_expd_psi}
23,\label{zero_modes}
24,\label{ap_sf1}
25,\label{ap_mode-exp1}
26,\label{Lcc}
27,\label{L_quad}
28,\label{def_m0}
29,\label{def_URI}
30,\label{U_in_vpcl}
31,\label{rel_U-u}
32,\label{Lboson}
33,\label{def_apm}
34,\label{Lboson2}
35,\label{L_cubic}
36,\label{def_cA}
37,\label{def_gef}
38,\label{matter}
39,\label{Wm_int}
40,\label{mode_eq3}
41,\label{zero_modes2}
42,\label{ap_mode-exp2}
43,\label{L_matter}
44,\label{alph_dep_Dms}
45,\label{limit_mXs}
46,\label{L_cubic_mat}
47,\label{BPSapx}
48,\label{UIap1}
49,\label{UIexp}
50,\label{UI_piR}
51,\label{apx_UI}
52,\label{exmpl_model}
53,\label{target-A}
54,\label{EOM}
55,\label{exact_sol}
56,\label{profile-Acl}
57,\label{mode_func}
58,\label{W_mint_exp}
59,\label{bkgd}
60,\label{DmX}
61,\label{list_rto}
62,\label{gauge_mpt}
63,\label{V_rhsg1}
64,\label{S_V_kin1}
65,\label{S_V_kin2}
66,\label{rhsg_mode_ex}
67,\label{Sminimal_cpl}
68,\label{summary}
69,\label{Acl_prop}
70,\label{def_c}
71,\label{UR-UI_prdct}
72,\label{c_expl}
73,\label{Wpp_prop}
74,\label{Wppp}
75,\label{WU_piRtrslt}
