,equation
0,"\begin{equation}\label{ein}
R_{\mu\nu}-\frac{1}{2}g_{\mu\nu}R = -g_{\mu\nu}\Lambda(k)+
8\pi G(k) T_{\mu\nu}
\"
1,"\begin{equation}
\label{eq:IFE2}
\frac{\dot a^2+K}{a^2} = \frac{8 \pi}{3} G(t) \rt .
\"
2,"\begin{equation}
\label{eq:kol}
K=\dot a^2 \; [\Omega_{\rm tot}-1].
\"
3,"\begin{equation}\label{eq:pot}
V(\phi) = \frac{1}{2}\dot{\phi}^2 \Big ( \frac{1-w}{1+w} \Big ),
\"
4,"\begin{equation}\label{eq:eu}
\rho_\phi = \frac{1}{1+w}\dot{\phi}^{2}
\equiv \frac{\cal M}{8\pi a^{3(1+w)}},
\"
5,"\begin{equation}\label{potential}
V(\phi) = \frac{1-w}{2+2w}
\Big ( \frac{12\pi(w+1)C}{n+2} \Big)^{\frac{2}{n}} 
(\frac{n}{2})^{\frac{2(n+2)}{n}} 
\;\;\;\phi^{\frac{2(n+2)}{n}}.
\"
6,"\begin{equation}\label{rg}
G(k) = {\guv}/{k^2}, \;\;\;\; \Lambda(k) = \luv \;k^2 , 
\"
7,"\begin{equation}\label{cuti}
k(t) = {\xi}/{t} .
\"
8,"\begin{equation}\label{pot2}
V(\phi) = \frac{9 \pi}{16}(1-w)(1+w)^2\guv\luv \; \phi^{4},
\"
9,"\begin{equation}\label{rela}
\Lambda = \frac{\guv\luv}{G} .
\"
10,"\begin{equation}\label{action}
S = \int d^4x\;\sqrt{-g}\;\Big (\frac{R}{G}-\frac{2\Lambda(G)}{G}\Big )+S_{\rm m},
\"
11,"\begin{equation}\label{con}
-\frac{R}{G}+\frac{2\Lambda}{G}-2\frac{d\Lambda}{d G} =0.
\"
12,"\begin{equation}\label{con2}
2\Lambda = 8\pi G (\rho_\phi+3p_\phi) = 8\pi G\rho_\phi(1+3 w).
\"
13,"\begin{equation}\label{con3}
n = (1+3w).
\"
14,"\begin{equation}\label{pot3}
V(\phi) =\frac{2 \pi}{3}\guv \luv \phi^{4}. 
\"
15,"\begin{equation}\label{ein}
R_{\mu\nu}-\frac{1}{2}g_{\mu\nu}R = -g_{\mu\nu}\Lambda(k)+
8\pi G(k) T_{\mu\nu}
\"
16,"\begin{equation}
\label{eq:IFE2}
\frac{\dot a^2+K}{a^2} = \frac{8 \pi}{3} G(t) \rt .
\"
17,"\begin{equation}
\label{eq:kol}
K=\dot a^2 \; [\Omega_{\rm tot}-1].
\"
18,"\begin{equation}\label{eq:pot}
V(\phi) = \frac{1}{2}\dot{\phi}^2 \Big ( \frac{1-w}{1+w} \Big ),
\"
19,"\begin{equation}\label{eq:eu}
\rho_\phi = \frac{1}{1+w}\dot{\phi}^{2}
\equiv \frac{\cal M}{8\pi a^{3(1+w)}},
\"
20,"\begin{equation}\label{potential}
V(\phi) = \frac{1-w}{2+2w}
\Big ( \frac{12\pi(w+1)C}{n+2} \Big)^{\frac{2}{n}} 
(\frac{n}{2})^{\frac{2(n+2)}{n}} 
\;\;\;\phi^{\frac{2(n+2)}{n}}.
\"
21,"\begin{equation}\label{rg}
G(k) = {\guv}/{k^2}, \;\;\;\; \Lambda(k) = \luv \;k^2 , 
\"
22,"\begin{equation}\label{cuti}
k(t) = {\xi}/{t} .
\"
23,"\begin{equation}\label{pot2}
V(\phi) = \frac{9 \pi}{16}(1-w)(1+w)^2\guv\luv \; \phi^{4},
\"
24,"\begin{equation}\label{rela}
\Lambda = \frac{\guv\luv}{G} .
\"
25,"\begin{equation}\label{action}
S = \int d^4x\;\sqrt{-g}\;\Big (\frac{R}{G}-\frac{2\Lambda(G)}{G}\Big )+S_{\rm m},
\"
26,"\begin{equation}\label{con}
-\frac{R}{G}+\frac{2\Lambda}{G}-2\frac{d\Lambda}{d G} =0.
\"
27,"\begin{equation}\label{con2}
2\Lambda = 8\pi G (\rho_\phi+3p_\phi) = 8\pi G\rho_\phi(1+3 w).
\"
28,"\begin{equation}\label{con3}
n = (1+3w).
\"
29,"\begin{equation}\label{pot3}
V(\phi) =\frac{2 \pi}{3}\guv \luv \phi^{4}. 
\"
