,equation
0,"\begin{equation}
S=\int d^{4}x\left[ \overline{\psi }\left( i\gamma ^{\mu }D_{\mu }-m\right)
\psi -\frac{1}{4}F_{\mu \nu }F^{\mu \nu }\right] ,  
\"
1,"\begin{equation}
R_{kl}^{ij}=\delta _{l}^{i}\delta _{k}^{j}\left( \left( 1-q^{-1}\right)
\delta ^{ij}+q^{-1}\right) +\left( 1-q^{-2}\right) \delta _{k}^{i}\delta
_{l}^{j}\Theta ^{ji}.  
\"
2,"\begin{equation}
f\star g=\mu \circ e^{i\eta x^{i}\frac{\partial }{\partial x^{i}}\otimes
x^{j}\frac{\partial }{\partial x^{j}}}\left( f\otimes g\right) , 
\"
3,"\begin{equation}
\mu \left( f\otimes g\right) =fg. 
\"
4,"\begin{equation}
x^{i}\star x^{j}=\sum_{r=0}\frac{\left( i\eta \right) ^{r}}{r!}%
x^{i}x^{j}=e^{i\eta }x^{i}x^{j},\quad x^{j}\star x^{i}=x^{j}x^{i},\quad
i<j\quad  
\"
5,"\begin{equation}
x^{i}\star x^{j}=qx^{j}\star x^{i}, \,\,\,\,\,\,\,\,q=e^{i\eta }.
\"
6,"\begin{equation}
f\star g=\mu \circ e^{i\eta x\frac{\partial }{\partial x}\otimes y\frac{%
\partial }{\partial y}}\left( f\otimes g\right) . 
\"
7,"\begin{equation}
f\star g=\mu \circ e^{i\eta \left( x\frac{\partial }{\partial x}\otimes y%
\frac{\partial }{\partial y}+x\frac{\partial }{\partial x}\otimes z\frac{%
\partial }{\partial z}+y\frac{\partial }{\partial y}\otimes z\frac{\partial 
}{\partial z}\right) }\left( f\otimes g\right) .
\"
8,"\begin{equation}
f\star g=fg+i\theta ^{ij}\left( x\right) \frac{\partial }{\partial x^{i}}f%
\frac{\partial }{\partial x^{j}}g+\circ \left( \eta ^{2}\right) , \quad i<j.
\"
9,"\begin{equation}
\widehat{F}_{\mu \nu }=F_{\mu \nu }+f_{\mu \nu }+o\left( \eta ^{2}\right) ,
\"
10,"\begin{equation}
\widehat{S}=\int d^{4}x\quad \left[ \widehat{\overline{\psi }}\star \left(
i\gamma ^{\mu }\widehat{D}_{\mu }-m\right) \widehat{\psi }-\frac{1}{4}%
\widehat{F}_{\mu \nu }\star \widehat{F}^{\mu \nu }\right] .  
\"
11,"\begin{equation}
\int Tr\,\,\widehat{f}\star \widehat{g}\neq \int Tr\,\,\widehat{f}\,\widehat{g}. 
\"
12,"\begin{equation}
\widehat{S}=S+\widehat{S}_{q}  
\"
13,"\begin{equation}
\widehat{S}_{gf}=\int d^{4}x\quad \widehat{s}\left( \widehat{\overline{c}}%
\star \left( \frac{\alpha }{2}\widehat{b}-\partial _{\mu }\widehat{A}^{\mu
}\right) \right) \left( x\right) . 
\"
14,"\begin{equation}
\widehat{S}_{ext}=\int d^{4}x\quad \left( \widehat{A}^{\ast \mu }\star 
\widehat{s}\widehat{A}_{\mu }+\widehat{c}^{\ast }\star \widehat{s}\widehat{c}%
\right) \left( x\right) ,  
\"
