,equation
0,"\begin{equation}
S= -\frac{1}{2\pi}\int d^2\sigma\left [ \partial_{\alpha}X^{\mu}\partial^{\alpha}X_{\mu}
-i \bar{\psi}^{\mu,j}\rho^{\alpha}\partial_{\alpha}  \psi_{\mu,j}
+ i \bar{\phi}^{\mu,k}\rho^{\alpha}\partial_{\alpha}  \phi_{\mu,k}\right ].\label{a}
\"
1,"\begin{equation}
S_{l.c.}=\frac{i}{2\pi}\;\int d^2\sigma \sum_{\mu =0,3}\left( \bar{\psi}^{\mu j}\rho^
{\alpha}\partial_{\alpha}\psi_{\mu j} - \bar{\phi}^{\mu k}\rho^
{\alpha}\partial_{\alpha}\phi_{\mu k}\right),\label{b}
\"
2,"\begin{equation}
\Psi^{\mu}=e^j\;\psi^{\mu}_j - e^k\;\phi^{\mu}_k.
\"
3,"\begin{equation}
J_{\alpha}= \frac{\pi}{2e}\frac{\delta S}{\delta\bar{\chi}^{\alpha}}=\rho^{\beta}
\rho_{\alpha}\bar{\Psi}^{\mu}
\partial_{\beta}X_{\mu} = 0
\"
4,"\begin{equation}
J_{\pm}=\partial_{\pm}X_{\mu}\Psi^{\mu}_{\pm}=0\label{J},
\"
5,"\begin{equation}
T_{\pm\pm}=
\partial_{\pm}X^{\mu}\partial_{\pm}X_{\mu}+\frac{i}{ 2}{\psi}^{\mu j}_{\pm}\partial_{\pm}
 \psi_{\pm\mu,j }- \frac{i}{2}{\phi}_{\pm}^{\mu k}\partial_{\pm}\phi_{\pm\mu,k}.
\"
6,"\begin{equation}
[\alpha_m^{\mu}, \alpha_n^{\nu}]=m\delta_{m,-n}\eta^{\mu\nu}.
\"
7,"\begin{equation}
\{ b^{\mu ,j}_r , b^{\nu,j'}_s\}=\eta^{\mu\nu}\delta^{j,j'}\delta_{r,-s} ~~~~~~~~~~and~~
~~~~~\{ b^{'\mu ,k}_r , b^{'\nu,k'}_s\}=-\eta^{\mu\nu}\delta^{k,k'}\delta_{r,-s}.
\"
8,"\begin{equation}
\{ d^{\mu ,j}_m , d^{\nu,j'}_n\}=\eta^{\mu\nu}\delta^{j,j'}\delta_{m,-n} ~~~~~~~~~and
~~~~~\{ d'^{\mu ,k}_m, d'^{\nu,k'}_n\}=-\eta^{\mu\nu}\delta^{k,k'}\delta_{m,-n}.
\"
9,"\begin{equation}
b^{\prime\mu}_{-r,j}=-b^{\prime\dag\mu}_{r,j}\;\;\;\;\;\;\; and\;\;\;\;\;\;\;\;\;\;
d^{\prime\mu}_{-m,j}=-d^{\prime\dag\mu}_{m,j}.
\"
10,"\begin{equation}
|\phi(p)> = \alpha_{-1}^{\mu}|0,p>B_{\mu}.
\"
11,"\begin{equation}
V_l^{\mu}=(\lambda_l)_{ij}A^{\mu}_{ij}.\label{v1}
\"
12,"\begin{equation}
W^{\mu}_l = ({\tau_l})_{ij}W^{\mu}_{ij},\label{v2}
\"
13,"\begin{equation}
\varphi_s = \phi_5 + i\phi_6.\label{v4}
\"
14,"\begin{equation}
F_i^l=\frac{1}{\sqrt{2}}\left [ E_i^l +  B_i^l\right ],
\"
15,"\begin{equation}
\left [ F_i^{\dagger l}(x),  F_j^{ m}(y)\right ] =i \delta^{lm}\epsilon_{ijk}
\partial^k(x-y).
\"
16,"\begin{equation}
U_C(x)= exp\left( ig\int_0^x\sum_{l=1}^{\infty}\lambda^l V_i^l dy_i\right).
\"
17,"\begin{equation}
Y(x)=g'\int_0^x B_i dy_i,
\"
18,"\begin{equation}
\phi_s=U_R\varphi_s,~~~~~~~~~\psi_R = U_R e_R.
\"
19,"\begin{equation}
\phi = U\phi_H~~~~~~~~~~~~ \psi_L=U
\left(
\begin{array}{c}
\nu_e\\
e^-\\
\end{array}
\right ).
\"
20,"\begin{equation}
Q=\int d^3 x \left [ \sum_{l=1}^{12}\left ( {\mathbf{\sigma}}\cdot {\bf F}^{\dagger l}
\psi^l(x) \right )+
\sigma^{\mu}\partial_{\mu}\phi^{\dagger}(x)\cdot\psi_L(x) +\sigma^{\mu}\partial_{\mu}
\phi_s^{\dagger}(x)\cdot \psi_L(x) + \mathcal{W}~\psi^1 \right ].
\"
21,"\begin{equation}
\left \{Q_{\alpha}^{\dagger},Q_{\beta}\right \}= \left( \sigma^{\mu} P_{\mu}\right )_
{\alpha\beta},
\"
22,"\begin{equation}
\left ( \frac{\partial^2}{\partial t^2} -{\bf{\nabla}}^2 \right )\phi_s =0.
\"
23,"\begin{equation}
S= -\frac{1}{2\pi}\int d^2\sigma\left [ \partial_{\alpha}X^{\mu}\partial^{\alpha}X_{\mu}
-i \bar{\psi}^{\mu,j}\rho^{\alpha}\partial_{\alpha}  \psi_{\mu,j}
+ i \bar{\phi}^{\mu,k}\rho^{\alpha}\partial_{\alpha}  \phi_{\mu,k}\right ].\label{a}
\"
24,"\begin{equation}
S_{l.c.}=\frac{i}{2\pi}\;\int d^2\sigma \sum_{\mu =0,3}\left( \bar{\psi}^{\mu j}\rho^
{\alpha}\partial_{\alpha}\psi_{\mu j} - \bar{\phi}^{\mu k}\rho^
{\alpha}\partial_{\alpha}\phi_{\mu k}\right),\label{b}
\"
25,"\begin{equation}
\Psi^{\mu}=e^j\;\psi^{\mu}_j - e^k\;\phi^{\mu}_k.
\"
26,"\begin{equation}
J_{\alpha}= \frac{\pi}{2e}\frac{\delta S}{\delta\bar{\chi}^{\alpha}}=\rho^{\beta}
\rho_{\alpha}\bar{\Psi}^{\mu}
\partial_{\beta}X_{\mu} = 0
\"
27,"\begin{equation}
J_{\pm}=\partial_{\pm}X_{\mu}\Psi^{\mu}_{\pm}=0\label{J},
\"
28,"\begin{equation}
T_{\pm\pm}=
\partial_{\pm}X^{\mu}\partial_{\pm}X_{\mu}+\frac{i}{ 2}{\psi}^{\mu j}_{\pm}\partial_{\pm}
 \psi_{\pm\mu,j }- \frac{i}{2}{\phi}_{\pm}^{\mu k}\partial_{\pm}\phi_{\pm\mu,k}.
\"
29,"\begin{equation}
[\alpha_m^{\mu}, \alpha_n^{\nu}]=m\delta_{m,-n}\eta^{\mu\nu}.
\"
30,"\begin{equation}
\{ b^{\mu ,j}_r , b^{\nu,j'}_s\}=\eta^{\mu\nu}\delta^{j,j'}\delta_{r,-s} ~~~~~~~~~~and~~
~~~~~\{ b^{'\mu ,k}_r , b^{'\nu,k'}_s\}=-\eta^{\mu\nu}\delta^{k,k'}\delta_{r,-s}.
\"
