,equation
0,"\begin{equation}
    \mathcal{S} = \frac{k}{8\pi\alpha'}\int_{\partial\Sigma}
    d^2\sigma{\rm Tr}\left(g^{-1}\partial g~g^{-1}\partial g\right) + k\Gamma_{\rm WZ},
\"
1,"\begin{equation}
    \Gamma_{\rm WZ} = \frac{1}{24\pi}\int_{\Sigma} d^3y \epsilon^{ijk}
    {\rm Tr}\left(g^{-1}\partial_ig~g^{-1}\partial_jg~g^{-1}\partial_kg\right).
\"
2,"\begin{equation}
    J^{3,\pm}_L(z) = k{\rm Tr}\left((T^{3,\pm})^*g^{-1}\partial g\right),
    \hspace{0.75cm} J^{3,\pm}_R(\bar z) = k{\rm Tr}\left(T^{3,\pm}\bar\partial
    g~g^{-1}\right),
\"
3,"\begin{equation} \label{Jexpansion}
    J^{3,\pm}_L(z) = \sum^{\infty}_{n=-\infty} J^{3,\pm}_ne^{-inz},
    \hspace{0.75cm} J^{3,\pm}_R(\bar z) = \sum^{\infty}_{n=-\infty}
    \bar J^{3,\pm}_n e^{-in\bar z}.
\"
4,"\begin{equation}
    L_0 = \frac{1}{k-2}\left[\frac{1}{2}(J^+_0J^-_0 + J^-_0J^+_0)-J^3_0J^3_0 +
    \sum_{m=1}^{\infty}(J^+_{-m}J^-_{m}+J^-_{-m}J^+_m-2J^3_{-m}J^3_{m})\right],
\"
5,"\begin{equation}
    L_n = \frac{1}{k-2} \sum_{m=1}^{\infty}
    (J^+_{n-m}J^-_m+J^-_{n-m}J^+_m-2J^3_{n-m}J^3_m);
\"
6,"\begin{equation} \label{Jflow}
    J^{3;w}_n = J^3_n - \frac{kw}{2}\delta_{n,0}, \hspace{0.75cm}
    J^{+;w}_n = J^+_{n+w}, \hspace{0.75cm} J^{-;w}_n = J^-_{n-w}.
\"
7,"\begin{equation}
    L^w_n = L_n + wJ^3_n-\frac{kw^2}{4}\delta_{n,0},
\"
8,"\begin{equation}
    \mathcal{S}_\phi = -(k/4\pi)\int d^2z\partial\phi\bar\partial\phi.
\"
9,"\begin{equation}
    Q=\oint dz\;c(J^3_L + \frac{i}{2}k\partial\phi) + {\rm complex\ conjugate}.
\"
10,"\begin{equation}
    V = e^{ i q_L\phi_L(z) + i q_R \phi_R(\bar z) } \Phi^w_{J M \bar
    M}.
\"
11,"\begin{equation}
    h_{J p n } = -\frac{J(J-1)}{k} + \frac{(p + nk)^2}{4k}
\"
12,"\begin{equation}
    g_{ij}(q_i, p) = e^{-\phi-\bar\phi} \psi_{(i} \bar{\psi_{j)}}
    e^{iq_iX^i} \Phi_{J p },
\"
13,"\begin{equation}
\label{mass}
     \frac{q^2}{2} - \frac{ J(J-1)}{k} + \frac{p^2}{4k} = 0,
\"
14,"\begin{equation}
    \left<\Phi_J(x_1)\Phi_J'(x_2)\right> = \frac{\delta(J-J')B(J)}
    {|z_{12}|^{2h}|\bar z_{12}|^{2\bar h}|x_{12}|^{4J}},
\"
15,"\begin{equation}
    \Phi_{JM\bar M}=\int\frac{d^2x}{|x|^2}x^{J-M}x^{J-\bar
    M}\Phi_J(x).
\"
16,"\begin{equation}
\label{tes}
    \left<\Phi_{JM\bar M}\Phi_{J'M'\bar M'}\right> =
    \frac{\pi\delta^2(M+M')\delta(J-J)B(J)} {|z_{12}|^{2h}|\bar
    z_{12}|^{2\bar h}\gamma(2J)} \frac{\Gamma(J+M)\Gamma(J-\bar M)}
    {\Gamma(1-J+M)\Gamma(1-J-\bar M)}.
\"
17,"\begin{equation}
    B(J) = \frac{k\nu^{1-2J}}{\pi\gamma(\frac{2J-1}{k})},
\"
18,"\begin{equation}
    \gamma(x) = \frac{\Gamma(x)}{\Gamma(1-x)}.
\"
19,"\begin{equation}
\label{corr}
  \mathcal{G} \sim \frac{1}{\gamma(1 + \sqrt{1+2kq^2+p^2})} \,
  \frac{\Gamma^2(\frac{1}{2} + \frac{1}{2}\sqrt{1+2kq^2+p^2}+\frac{p}{2})} {\Gamma^2(\frac{1}{2}
  - \frac{1}{2}\sqrt{1+2kq^2+p^2}+\frac{p}{2})}.
\"
20,"\begin{equation}
    J = \frac{1}{2} + \frac{1}{2}\sqrt{1+2kq^2+p^2}
\"
21,"\begin{equation}
    \sqrt{1+2kq^2+p^2}<k-2.
\"
22,"\begin{equation}
  \frac{kq^2}{2}+n^2 = J(2n-1).
\"
23,"\begin{equation}
  G_R \sim \frac{\Gamma(-\sqrt{1+2kq^2-\omega^2}) \Gamma^2(\frac{1}{2} +
  \frac{1}{2}\sqrt{1+2kq^2-\omega^2}+\frac{i\omega}{2})} {\Gamma(1 +
  \sqrt{1+2kq^2-\omega^2}) \Gamma^2(\frac{1}{2} -
  \frac{1}{2}\sqrt{1+2kq^2-\omega^2}+\frac{i\omega}{2})}.
\"
24,"\begin{equation}
  \omega = \pm\sqrt{1+2kq^2-n^2},
\"
25,"\begin{equation}
    |\omega| < \sqrt{1+2kq^2}.
\"
26,"\begin{equation}
    \mathcal{S} = \frac{k}{8\pi\alpha'}\int_{\partial\Sigma}
    d^2\sigma{\rm Tr}\left(g^{-1}\partial g~g^{-1}\partial g\right) + k\Gamma_{\rm WZ},
\"
27,"\begin{equation}
    \Gamma_{\rm WZ} = \frac{1}{24\pi}\int_{\Sigma} d^3y \epsilon^{ijk}
    {\rm Tr}\left(g^{-1}\partial_ig~g^{-1}\partial_jg~g^{-1}\partial_kg\right).
\"
28,"\begin{equation}
    J^{3,\pm}_L(z) = k{\rm Tr}\left((T^{3,\pm})^*g^{-1}\partial g\right),
    \hspace{0.75cm} J^{3,\pm}_R(\bar z) = k{\rm Tr}\left(T^{3,\pm}\bar\partial
    g~g^{-1}\right),
\"
29,"\begin{equation} \label{Jexpansion}
    J^{3,\pm}_L(z) = \sum^{\infty}_{n=-\infty} J^{3,\pm}_ne^{-inz},
    \hspace{0.75cm} J^{3,\pm}_R(\bar z) = \sum^{\infty}_{n=-\infty}
    \bar J^{3,\pm}_n e^{-in\bar z}.
\"
30,"\begin{equation}
    L_0 = \frac{1}{k-2}\left[\frac{1}{2}(J^+_0J^-_0 + J^-_0J^+_0)-J^3_0J^3_0 +
    \sum_{m=1}^{\infty}(J^+_{-m}J^-_{m}+J^-_{-m}J^+_m-2J^3_{-m}J^3_{m})\right],
\"
31,"\begin{equation}
    L_n = \frac{1}{k-2} \sum_{m=1}^{\infty}
    (J^+_{n-m}J^-_m+J^-_{n-m}J^+_m-2J^3_{n-m}J^3_m);
\"
32,"\begin{equation} \label{Jflow}
    J^{3;w}_n = J^3_n - \frac{kw}{2}\delta_{n,0}, \hspace{0.75cm}
    J^{+;w}_n = J^+_{n+w}, \hspace{0.75cm} J^{-;w}_n = J^-_{n-w}.
\"
33,"\begin{equation}
    L^w_n = L_n + wJ^3_n-\frac{kw^2}{4}\delta_{n,0},
\"
34,"\begin{equation}
    \mathcal{S}_\phi = -(k/4\pi)\int d^2z\partial\phi\bar\partial\phi.
\"
35,"\begin{equation}
    Q=\oint dz\;c(J^3_L + \frac{i}{2}k\partial\phi) + {\rm complex\ conjugate}.
\"
36,"\begin{equation}
    V = e^{ i q_L\phi_L(z) + i q_R \phi_R(\bar z) } \Phi^w_{J M \bar
    M}.
\"
37,"\begin{equation}
    h_{J p n } = -\frac{J(J-1)}{k} + \frac{(p + nk)^2}{4k}
\"
38,"\begin{equation}
    g_{ij}(q_i, p) = e^{-\phi-\bar\phi} \psi_{(i} \bar{\psi_{j)}}
    e^{iq_iX^i} \Phi_{J p },
\"
39,"\begin{equation}
\label{mass}
     \frac{q^2}{2} - \frac{ J(J-1)}{k} + \frac{p^2}{4k} = 0,
\"
40,"\begin{equation}
    \left<\Phi_J(x_1)\Phi_J'(x_2)\right> = \frac{\delta(J-J')B(J)}
    {|z_{12}|^{2h}|\bar z_{12}|^{2\bar h}|x_{12}|^{4J}},
\"
41,"\begin{equation}
    \Phi_{JM\bar M}=\int\frac{d^2x}{|x|^2}x^{J-M}x^{J-\bar
    M}\Phi_J(x).
\"
42,"\begin{equation}
\label{tes}
    \left<\Phi_{JM\bar M}\Phi_{J'M'\bar M'}\right> =
    \frac{\pi\delta^2(M+M')\delta(J-J)B(J)} {|z_{12}|^{2h}|\bar
    z_{12}|^{2\bar h}\gamma(2J)} \frac{\Gamma(J+M)\Gamma(J-\bar M)}
    {\Gamma(1-J+M)\Gamma(1-J-\bar M)}.
\"
43,"\begin{equation}
    B(J) = \frac{k\nu^{1-2J}}{\pi\gamma(\frac{2J-1}{k})},
\"
44,"\begin{equation}
    \gamma(x) = \frac{\Gamma(x)}{\Gamma(1-x)}.
\"
