,cite
0,\cite{Hagedorn:st}
1,\cite{Huang:1970iq}
2,"\cite{Metsaev:2001bj,Metsaev:2002re}"
3,\cite{PandoZayas:2002hh}
4,\cite{Sugawara:2003qc}
5,\cite{Polyakov:ez}
6,"\cite{Maldacena:1997re,Gubser:1998bc,Witten:1998qj}"
7,\cite{Berenstein:2002jq}
8,\cite{Spradlin:2002ar}
9,\cite{Roiban:2002xr}
10,"\cite{PandoZayas:2002hh,Greene:2002cd,Brower:2002zx,Sugawara:2003qc}"
11,\cite{Maldacena:1997re}
12,\cite{Lee:1998bx}
13,"\cite{Freedman:1998tz,Chalmers:1998xr}"
14,"\cite{Erickson:2000af,Drukker:2000rr}"
15,\cite{semenoff:2001xp}
16,\cite{Berenstein:2002jq}
17,\cite{Metsaev:2002re}
18,"\cite{Metsaev:2001bj,Metsaev:2002re}"
19,"\cite{Spradlin:2002ar,Spradlin:2002rv,Pankiewicz:2002tg,Roiban:2002xr}"
20,\cite{Berenstein:2002jq}
21,"\cite{Kristjansen:2002bb,Constable:2002hw}"
22,"\cite{Berenstein:2002jq,Gross:2002su,Santambrogio:2002sb,Minahan:2002ve}"
23,\cite{Greene:2002cd}
24,\cite{Atick:1988si}
25,\cite{Polyakov:vu}
26,\cite{Susskind:up}
27,\cite{Svetitsky:1982gs}
28,\cite{Grignani:1995hx}
29,\cite{Semenoff:1996xg}
30,\cite{Semenoff:1996ew}
31,\cite{Gross:he}
32,\cite{Atick:1988si}
33,\cite{Polyakov:2001af}
34,\cite{Hawking:1982dh}
35,"\cite{Witten:1998qj,Witten:1998zw}"
36,"\cite{Beisert:2002bb,Constable:2002vq}"
37,"\cite{PandoZayas:2002hh,Greene:2002cd}"
38,\cite{Sugawara:2002rs}
39,"\cite{Grignani:2001hb,Grignani:2001ik,DeRisi:2002gt}"
40,"\cite{PandoZayas:2002hh,Greene:2002cd}"
41,"\cite{Russo:2002rq,Berenstein:2002jq,Sugawara:2002rs}"
42,\cite{Grignani:2000zm}
43,\cite{Grignani:1999sp}
44,\cite{Metsaev:2002re}
45,\cite{PandoZayas:2002hh}
46,\cite{PandoZayas:2002hh}
47,\cite{Takayanagi:2002pi}
48,\cite{gradsteyn}
49,\cite{Takayanagi:2002pi}
50,\cite{gradsteyn}
51,\cite{PandoZayas:2002hh}
52,\cite{PandoZayas:2002hh}
53,\cite{Berenstein:2002jq}
54,"\cite{Nappi:1993ie,Russo:2002rq,Berenstein:2002jq}"
55,\cite{gradsteyn}
56,\cite{prudnikov}
57,\cite{Hagedorn:st}
58,\cite{Huang:1970iq}
59,\cite{Metsaev:2001bj}
60,\cite{Metsaev:2002re}
61,\cite{PandoZayas:2002hh}
62,\cite{Greene:2002cd}
63,\cite{Sugawara:2002rs}
64,\cite{Brower:2002zx}
65,\cite{Sugawara:2003qc}
66,\cite{Polyakov:ez}
67,\cite{Maldacena:1997re}
68,\cite{Gubser:1998bc}
69,\cite{Witten:1998qj}
70,\cite{Berenstein:2002jq}
71,\cite{Spradlin:2002ar}
72,\cite{Gross:2002su}
73,\cite{Constable:2002hw}
74,\cite{Spradlin:2002rv}
75,\cite{Santambrogio:2002sb}
76,\cite{Minahan:2002ve}
77,\cite{Beisert:2002bb}
78,\cite{Gross:2002mh}
79,\cite{Constable:2002vq}
80,\cite{Beisert:2002tn}
81,\cite{Beisert:2002ff}
82,\cite{Pearson:2002zs}
83,\cite{Gomis:2002wi}
84,\cite{Pankiewicz:2002tg}
85,\cite{He:2002zu}
86,\cite{Chu:2003qd}
87,\cite{Roiban:2002xr}
88,\cite{Lee:1998bx}
89,\cite{Freedman:1998tz}
90,\cite{Chalmers:1998xr}
91,\cite{Erickson:2000af}
92,\cite{Drukker:2000rr}
93,\cite{Atick:1988si}
94,\cite{Polyakov:vu}
95,\cite{Svetitsky:1982gs}
96,\cite{Grignani:1995iv}
97,\cite{Grignani:1995cw}
98,\cite{Grignani:1995hx}
99,\cite{Semenoff:1996xg}
100,\cite{Semenoff:1996ew}
101,\cite{Gross:he}
102,\cite{Polyakov:2001af}
103,\cite{Hawking:1982dh}
104,\cite{Witten:1998zw}
105,\cite{DeRisi:2002gt}
106,\cite{Russo:2002rq}
107,\cite{Grignani:1999sp}
108,\cite{Takayanagi:2002pi}
109,\cite{Nappi:1993ie}
110,\cite{prudnikov}
