,equation
0,"\begin{equation}
\label{eq:orbidaction}
(t,x^a) \sim (-t,-x^a) \ .
\"
1,"\begin{equation}
  G_{\mu\nu} = -8\pi G_N\bra T_{\mu\nu} \ket_{ren}.
\"
2,"\begin{equation}
T_{uu}(u) = :\pat_u \phi (u) \pat_u \phi (u): \ ,
\"
3,"\begin{equation}
T_{uu}(u) = \left.\lim_{u'\rightarrow u} \pat_u \phi (u)
\pat_{u'} \phi (u')\right|_{ren}
\"
4,"\begin{equation}
G(u,u') = \bra 0 |\phi (u)\phi (u')|0\ket \sim -\ln (u-u') \ .
\"
5,"\begin{equation}
  \tilde{\phi}(u) = \frac{1}{\sqrt{2}} (\phi (u)+\phi (-u)) \ .
\label{phitilde}
\"
6,"\begin{equation}
 \tilde{\phi}(u) = \sqrt{2}
 \int d\omega~(a_\omega + a^\dagger_\omega)\cos(\omega u)
\"
7,"\begin{equation}
  |\psi \ket_S = \left( \alpha^{\mu_1}_{-n_1}\cdots
  \tilde{\alpha}^{\nu_1}_{-m_1}\cdots \right)_{S,A}~(|0,k\ket
  \pm |0,-k\ket ) \ ,
\"
8,"\begin{equation}
   |\omega_k , \vek \ket = a^{\dagger}_{\vek} | 0 \ket \ \ {\rm
   with} \ k^0 = \omega_k >0.
\"
9,"\begin{equation}
  \Hcal = \Hcal^+ \oplus \Hcal^- \ .
\"
10,"\begin{equation}
    \Hcal_{inv} = \Hcal / \Zmath_2 \ .
\"
11,"\begin{equation}
  Z[J] = \int \Dcal \phi~\exp \left\{ i \int_C d^4x~[\Lcal (\phi (x))
  + J(x)\phi (x)] \right\}
\label{ZFT}
\"
12,"\begin{equation}
  \phi (t_i-i\beta ,\vex ) = \phi (t_i,\vex ) \ .
\"
13,"\begin{equation}
    iD_C(x-x')= \bra T_C \phi (x)\phi (x') \ket \ ,
\"
14,"\begin{equation}
   D^{rs}(t-t') = D_C (t_r - t_s)
\"
15,"\begin{equation}
  Z[J_1,J_2] = \int \Dcal \phi_1\Dcal \phi_2~\exp
  \left\{ i\int^{\infty}_{-\infty} d^4x~[\phi_r (D^{-1})^{rs} \phi_s
  + \Lcal_{int} (\phi_1)-\Lcal_{int} (\phi_2) + J_r\phi_r] \right\} \
\label{ZFT2}
\"
16,"\begin{equation}
  Z = \int \Dcal \phi_+ \Dcal \phi_-~\exp \left\{
  i \int^{\infty}_{-\infty}dt \int d^d\vex~[\Lcal (\phi_+)-\Lcal (\phi_-)]
  \right\} \ ,
\label{Zorbi}
\"
17,"\begin{equation}
 \Lcal (\phi) = \half (\pat \phi )^2 -\half m^2 \phi^2
 -V_{int}(\phi) \ .
\"
18,"\begin{equation}
x>0:\ \ \ \phi_+(0,x)=\phi_+(0,-x)=\phi_-(0,x)=\phi_-(0,-x)=\phi_0 (x)
\"
19,"\begin{equation}
  \phi_+ (t,\vex ) = \int \frac{d^d\vek}{(2\pi )^d}~\frac{1}{\sqrt{2\omega_k}}
  \left\{ a_{\vek}~e^{-i\omega_{\vek} t + i\vek \cdot \vex }
  +  a^{\dagger}_{\vek}~e^{+i\omega_{\vek} t - i\vek \cdot \vex }
  \right\} \ ,
\"
20,"\begin{equation}
 \phi_- (t,\vex ) = \int \frac{d^d\vek}{(2\pi )^d}~\frac{1}{\sqrt{2\omega_k}}
  \left\{ \atilde_{\vek}~e^{+i\omega_{\vek} t - i\vek \cdot \vex }
  +  \atilde^{\dagger}_{\vek}~e^{-i\omega_{\vek} t + i\vek \cdot \vex }
  \right\} \ .
\"
21,"\begin{equation}
   [a_{\vek},\atilde_{\vek'}]=[a_{\vek},\atilde^\dagger_{\vek'}]
   = [a^{\dagger}_{\vek},\atilde_{\vek'}]
   =[a^{\dagger}_{\vek},\atilde^\dagger_{\vek'}]=0 \ .
\"
22,"\begin{equation}
  [\atilde_{\vek},\atilde^{\dagger}_{\vek'}] =
  (2\pi)^d\delta^{(d)}(\vek -\vek') \ .
\"
23,"\begin{equation}
     |\omega_{\vek},\vek\ket_{inv}   = \frac{1}{\sqrt{2}}
      (|+\omega_{\vek},+\vek\ket \otimes |\tilde{0}\ket
      + |0\ket\otimes  |-\omegak ,-\vek\ket )
      = \frac{1}{\sqrt{2}}
     \left( \begin{array}{l} |+\omega_{\vek},+\vek\ket \\
     |-\omegak ,-\vek\ket \end{array} \right) \ .
\"
24,"\begin{equation}
   N^{inv}_{\vek} = a^\dagger_{\vek}a_{\vek} \oplus \atilde^\dagger_{\vek}
   \atilde_{\vek}
   \mbox{} = \left( \begin{array}{cc} a^\dagger_{\vek}a_{\vek} &
   \mbox{} \\ \mbox{} & \atilde^\dagger_{\vek}
   \atilde_{\vek} \end{array} \right) \ .
\"
25,"\begin{equation}
  N^{inv}_{\vek}~|\omegak ,\vek\ket_{inv} = 1\cdot |\omegak
  ,\vek\ket_{inv} \ .
\"
26,"\begin{equation}
 H_{inv} = \sum_{\vek}N_{\vek}\omega_{\vek}
 \mbox{} = \left( \begin{array}{cc}
 \sum_{\vek} \omega_{\vek} a^\dagger_{\vek}a_{\vek} & \mbox{} \\
 \mbox{} & \sum_{\vek} \omega_{\vek}\atilde^\dagger_{\vek}
 \atilde_{\vek}  \end{array} \right) \ .
\label{enop}
 \"
27,"\begin{equation}
 S = \int^{\infty}_{-\infty}dt\int d^{d}x~[\Lcal (\phi_+)
 -\Lcal (\phi_-)]
 \"
28,"\begin{equation}
  H = \half \sum_{\vek}
   \omegak [a^\dagger_{\vek}a_{\vek}+a_{\vek}a^{\dagger}_{\vek}]
   -\half \sum_{\vek}
   \omegak [\atilde^\dagger_{\vek}\atilde_{\vek}
   +\atilde_{\vek}\atilde^{\dagger}_{\vek}] \ ,
\"
29,"\begin{equation}
    :\atilde_{\vek}\atilde^\dagger_{\vek}: = \atilde^\dagger_{\vek}
    \atilde_{\vek} \ ,
\"
30,"\begin{equation}
 H = \sum_{\vek}  \omegak a^\dagger_{\vek}a_{\vek}
   +\half \sum_{\vek}\omegak
   - \sum_{\vek} \omegak \atilde^\dagger_{\vek}\atilde_{\vek}
   -\half \sum_{\vek}\omegak \equiv H^+ - H^- \ .
\"
31,"\begin{equation}
H_{inv} = \left( \begin{array}{cc} H^+ & \mbox{} \\
\mbox{} & H^- \end{array} \right)
\label{enop2}
\"
32,"\begin{equation}
  \bra 0 | H | 0 \ket = \bra 0 | (H ^+-H^-)| 0 \ket
  =\half \sum_{\vek} \omegak
   -\half \sum_{\vek} \omegak =0 \ ,
\"
33,"\begin{equation}
  T^{inv}_{\mu\nu}(t,\vex) = \left( \begin{array}{cc}
  T^+_{\mu\nu} (t,\vex) & \mbox{} \\ \mbox{} & T^-_{\mu\nu} (-t,-\vex)
  \end{array} \right) % \nonumber \\
\mbox{} = \left( \begin{array}{cc}
  \pat_\mu \phi_+ \pat_\nu \phi_+ & \mbox{} \\ \mbox{} &
  \pat_\mu \phi_- \pat_\nu \phi_-
  \end{array} \right) \ .
\"
34,"\begin{equation}
  \phi_{+,A} (t,\vex ) = (1-\theta(t))~f_+(\vex ) \ ; \
  \phi_{-,A} (-t,-\vex ) = (1-\theta(-t))~f_-(-\vex)  \ ,
\"
35,"\begin{equation}
\bra T_{\mu\nu}\ket = -i\frac{\delta}{\delta g^{\mu\nu}}\ln
Z^{2nd}_{EFT}|_{h^{\mu\nu}=0} = -\frac{i}{2\kappa}\frac{\delta
Z_{1st}}{\delta h^{\mu\nu}}|_{h^{\mu\nu}=0} \ . \label{T1}
\"
36,"\begin{equation}
  Z^{ST}_{1-loop}[g] = \int \frac{d\tau d\bar{\tau}}{4\tau_2}~Z(\tau)
  = \int \frac{d\tau d\bar{\tau}}{4\tau_2} \int_{T^2}
  \Dcal X~e^{i\frac{T}{2}\int d^2w~g_{\mu\nu}(X)\pat X^\nu \patb
  X^\nu} \ .
\"
37,"\begin{equation}
  Z^{ST}_{1-loop} = \int
  \Dcal X~e^{i\frac{T}{2}\int d^2w~\eta_{\mu\nu}\pat X^\mu \patb X^\nu}
  \left\{ 1+i\frac{g_{str}}{\alpha'}\int d^2w~h_{\mu\nu}(X)\pat X^\mu \patb
  X^\nu +\cdots \right\} \ .
\"
38,"\begin{equation}
 h_{\mu\nu}(X) = \int \frac{d^{D+1}k}{(2\pi)^{D+1}}~e_{\mu\nu}(k)e^{ik\cdot X}
\"
39,"\begin{equation}
  V_{\mu\nu}(k) = \pat X^\mu \patb X^\nu e^{ik\cdot X} \ ,
\"
40,"\begin{equation}
  Z^{ST}_{1-loop} [g] =
   Z^{ST}_{1-loop} [\eta ] +
  i\frac{g_{str}}{\alpha'} \int \frac{d^{D+1}k}{(2\pi)^{D+1}}\int d^2w~e_{\mu\nu}(k)
  \bra V^{\mu\nu}(k;w) \ket +\cdots \ .
\label{Z}
\"
41,"\begin{equation}
\bra T^{\mu\nu}(x) \ket = \frac{1}{4\pi \alpha'}
\int \frac{d^{D+1}k}{(2\pi)^{D+1}}\int d^2w
\bra V^{\mu\nu}(k;w) \ket e^{-ik\cdot x}
\"
42,"\begin{equation}
 \bra V^{\mu\nu}(k)\ket = -\left( \frac{g_{str}}{4\pi\tau_2} \right)
 \frac{\delta^{(D+1)}(\sqrt{\alpha'}k)}{V_{D+1}}
 \eta^{\mu\nu} Z_{1-loop} \ ,
\"
43,"\begin{equation}
  \bra T_{\mu\nu}\ket \sim \frac{1}{{\alpha'}^{13}V_{26}} Z_{1-loop} \times
  \eta_{\mu\nu}
\"
44,"\begin{equation}
   \bra T_{\mu\nu}(X)\ket + \bra T_{\mu\nu}(-X)\ket ,
\label{Tsum}
\"
45,"\begin{equation}
  \bra T^+_{\mu\nu}\ket + \bra T^-_{\mu\nu} \ket \ .
\"
46,"\begin{equation}
  Z[J] = \bra \exp \{ i\int d^2w J_\mu (w,\wbar ) X^{\mu}(w,\wbar )
  \} \ket \ .
\label{genfun}
\"
47,"\begin{equation}\label{eq:modes}
  X^\mu (w,\wbar ) = \sqrt{4\pi^2\alpha'}\sum_I x^\mu_I X_I(w,\wbar )\ .
\"
48,"\begin{equation}
      J_{\mu, I}=  \sqrt{4\pi^2\alpha'}\int d^2 w J_\mu (w,\wbar ) X_I(w,\wbar ) \ .
\"
49,"\begin{equation}
%  Z[J]= N[J_0]\left[ \det \left( \frac{-\nabla^2}{4\pi^2
%  \alpha'}\right) \right]^{-d/2} \exp \left\{ -\half \int d^2 w
%  \int d^2 w' J(w)\cdot J(w')~G'(w,w') \right\} \ ,
%\"
50,"\begin{equation}
  Z[J]= N[J_0]\left[ {\det}'  \left( -\nabla_w^2\right) \right]^{-d/2}
  \exp \left\{ -\half \int d^2 w
  \int d^2 w' J(w)\cdot G'(w,w')\cdot J(w') \right\} \ ,
\"
51,"\begin{equation}
  N[J_0]= i(2\pi)^d \delta^{(d)}(J_0) \ ,
\"
52,"\begin{equation}
  {\det}'   \left( -\nabla_w^2\right) \equiv \prod_{I\neq 0} \omega^2_I\ ,
\label{det}
\"
53,"\begin{equation}
%   G'(w,w') = \sum_{i\neq 0} \frac{2\pi
%   \alpha'}{\omega^2_I}X_I(w)X_I(w') \ .
%\"
54,"\begin{equation}
   G'(w,w') = \sum_{I\neq 0} \frac{2\pi\alpha'}{\omega^2_I}X_I(w)X_I(w') \ .
\"
55,"\begin{equation}
%   -\frac{\nabla^2_w}{2\pi \alpha'} G'(w,w') = g^{-1/2}\delta
%   (w-w')-X^2_0 \ ,
%\label{gfeqn}
%\"
56,"\begin{equation}
   -\frac{1}{2\pi\alpha'}\nabla^2_w G'(w,w') = g^{-1/2}\delta^{(2)}(w-w')-X^2_0 \ ,
\label{gfeqn}
\"
57,"\begin{equation}
   Z_{T^2} [0] = V_d\left[ \alpha' X_0^2{\det}'
   \left(-\nabla_w^2\right) \right]^{-d/2}
\"
58,"\begin{equation}
  Z[J] = \sum^1_{g=0}\sum^1_{h=0}~\langle \exp \{ i\int J_{\parallel}
  \cdot X_{\parallel}
     + i\int J_\perp \cdot X_\perp \} \rangle_{gh}
\label{genfuno}
\"
59,"\begin{equation}
  \frac{N_{\parallel,(1,1)}[J_0]}{N_{\parallel,(1,1)}[0]}
  =\frac{1}{V_{d+1}}\delta^{(d+1)}(k) \ ;
  \ N_{\parallel,(g,h)}[k] = 1\ {\rm for}\
  (g,h)\neq (1,1) \ .
\"
60,"\begin{equation}
 G'_{(1,1)}(w,w')\equiv G'(w,w')=
  -\frac{\alpha'}{2}\ln \left| \theta_{11}\left(\left.\frac{w-w'}{2\pi}
  \right|\tau \right)
  \right|^2 + \pi\alpha' X_0^2 [{\rm Im}(w-w')]^2\ ,
\"
61,"\begin{equation}
  G'_{(1,1),ren}(w,w)= -\frac{\alpha'}{2}\ln \left| \frac{\theta'_1(0|\tau )}
  {2\pi} \right|^2 \ .
\label{g11ren}
\"
62,"\begin{equation}
  G'_{(g,h),ren} =-\frac{\alpha'}{2}\ln |\theta_{gh}(0|\tau)|^4
\"
63,"\begin{equation}
  \pat_{w_1}\patb_{w_2} G'(w_1,w_2)=
  -\pat_{w_1}\patb_{w_1}G'(w_1,w_2)\ .
\"
64,"\begin{equation}
 \pat_w\patb_w G'(w,w') =
 -\pi\alpha'\delta^2(w-w')+\frac{\pi\alpha'}{2}X^2_0 \ .
\"
65,"\begin{equation}
% \pat_{w_1}\patb_{w_2} G'(w_1,w_2) = \pi\alpha'\delta^2(w_1-w_2)
% -\frac{\pi}{\alpha'}X^2_0 \ .
%\"
66,"\begin{equation}
  \pat_{w_1}\patb_{w_2}G'_{ren}(w_1,w_2) = -\frac{\pi\alpha'}{2}X^2_0 \ .
\"
67,"\begin{equation}
   \pat G'_{(g,h)} (w,w') \approx_{w\rightarrow w'} -\frac{\alpha'}{2}(w-w')^{-1}
   + C_{(g,h)}(\tau) (w-w') + {\cal O}((w-w')^3)
\"
68,"\begin{equation}
  \bra V^{\mu \nu}(k)+  V^{\mu \nu}(-k) \ket_{1-loop} =
 -\frac{g_{str}}{4\pi\tau_2} \frac{\delta^{(25-d)}(k)}{V_\perp}\times
 Z_\perp[\tau]\sum_{g,h} Z_{\parallel,(g,h)}[\tau ]~\eta^{\mu\nu} \ .
\"
69,"\begin{equation}
%  \bra V^{\mu \nu}(k)+  V^{\mu \nu}(-k) \ket_{1-loop}
%  = -g_{str}\frac{\delta^{(d+1)}(\sqrt{\alpha'}k)V_{25-d}}{4\pi\alpha'
%  \tau_2}~\left( \frac{1}{\sqrt{\tau_2}|\eta (\tau)|^2}
% \right)^{24}~\eta^{\mu\nu}
%\"
70,"\begin{equation}
  \bra V^{\mu \nu}(k)+  V^{\mu \nu}(-k) \ket_{1-loop} =
 -\frac{g_{str}}{4\pi\tau_2}
 \frac{\delta^{(26)}(k)}{V_{26}}~Z_\perp(\tau)
 Z_{\parallel, (1,1)}[\tau]~\eta^{\mu\nu} \ .
\"
71,"\begin{equation}
T(\tau)=\frac{1}{2}\tr_{U+T} \left[\left( 1+\hat g\right)
\int d^2z V(z,\bar z)\  q^{L_o-a}\bar q^{\tilde L_o-\tilde a}\right]
\"
72,"\begin{equation}
V(z,\bar z)=\frac{2g_{str}}{\alpha'}:\partial X^\mu\bar\partial
X^\nu\frac{1}{2}\left( e^{ik\cdot X(z,\bar z)}
+ e^{i\tilde k\cdot X(z,\bar z)}\right):
\"
73,"\begin{equation}
\int \frac{d^2\rho}{\pi}\ e^{-|\rho|^2} e^{\alpha' k_\mu^2/4n}(\rho|
e^{\sqrt{\alpha'/2}k_\mu \alpha_{-n}^\mu z^n/n}
e^{-\sqrt{\alpha'/2}k_\mu \alpha_{n}^\mu z^{-n}/n}|q^n\rho)
\"
