,equation
0,"\begin{equation}
\Gamma(\varphi,G)=S(\varphi)-\frac{1}{2}TrLnD_{0}^{-1}G+\frac{1}%
{2}Tr\left\{  D^{-1}G-1\right\}  +\Gamma^{2}(\varphi,G), \label{gammae}%
\"
1,"\begin{equation}
G^{-1}(x,y)=D^{-1}(x,y)+2\frac{\delta\Gamma^{2}(\varphi,G)}{\delta
G(x,y)}.
\label{gap2}%
\"
2,"\begin{equation}
\Gamma_{1PI}(\varphi)=\Gamma[\varphi,G_{0}], \label{gamma1pi}
\"
3,"\begin{equation}\label{veff}
    \Gamma[\varphi,G_{0}]\equiv -\int dx^{4} V(\varphi).
\"
4,"\begin{equation}
S=\int dx^{4}\left\{  \frac{1}{2}m^{2}\phi^{2}+\frac{1}{2}\partial_{\mu}%
\phi\partial^{\mu}\phi+\frac{\lambda}{4!}\phi\star\phi\star\phi\star
\phi\right\},  \label{clact}%
\"
5,"\begin{equation}
\varphi_{1}(x)\star\varphi_{2}(x)=\varphi_{1}(x)e^{\frac{i}{2}\theta^{\mu\nu
}\overleftarrow{\partial}_{\mu}\overrightarrow{\partial}_{\nu}}\varphi_{2}(x),
\label{mp}%
\"
6,"\begin{equation}
G(x,y)=G(x-y)=\int \frac{d \alpha^{4}}{(2\pi)^{4}}\frac{\exp i\alpha(x-y)}{\alpha^{2}+M^{2}%
(\alpha)}\label{GA}
\"
7,"\begin{equation}
G^{-1}(x,y)=D^{-1}(x,y),
\"
8,"\begin{equation}
\Gamma^{2}(\varphi,G)=\frac{1}{4!}\lambda\delta^{4}(0)\int \frac{d\alpha^{4}d\alpha^{\prime4}}{(2\pi)^{8}}%
\frac{1}{\alpha^{2}+M^{2}(\alpha)}\frac{1}{\alpha^{\prime
2}+M^{2}(\alpha^{\prime})}\left\{  1+2\cos^{2}(\frac{\alpha\theta
\alpha^{\prime}}{2})\right\}  . \label{G2}%
\"
9,"\begin{equation}
M^{2}(\alpha)-m^{2}%
-\dfrac{\lambda}{2}\varphi^{2}-\frac{\lambda}{6}\int
\frac{db^{4}}{(2\pi)^{4}}  \frac{2+\cos\left(
b\theta\alpha\right)} {b^{2}+M^{2}(b)}=0. \label{gapquation}
\"
10,"\begin{equation}
M^{2}(\alpha)=m^{2}+\dfrac{\lambda}{2}\varphi^{2}+\frac{\lambda}{2}\int
\frac{db^{4}}{(2\pi)^{4}} \frac{1}{b^{2}+M^{2}(b)} \label{gcom}%
\"
11,"\begin{equation}
V(\varphi,G)=\frac{1}{2}m^{2}\varphi^{2}+\frac{\lambda}{4!}\varphi^{4}%
+\frac{1}{2}\int \frac{dp^{4}}{(2\pi)^{4}}\ln\left\{
\frac{p^{2}+M^{2}(p)}{p^{2}+m^{2}}\right\} -\frac{\lambda}{8}\int
\frac{dk^{4}}{(2\pi)^{4}}\frac{1}{k^{2}+M^{2}(k)}\int
\frac{db^{4}}{(2\pi)^{4}}\frac{1}
{b^{2}+M^{2}(b)}. \label{vcom}%
\"
12,"\begin{equation}
    \int \frac{db^{4}}{(2\pi)^{4}}\frac{1}{b^{2}+M^{2}}=I_{1}-I_{2}M^{2}+G_{R}(M),
\"
13,"\begin{equation}
M^{2}\left(\frac{1}{\lambda} + \frac{1}{2} I_{2}
\right)=\frac{m^{2}}{\lambda} +
\frac{1}{2}I_{1}+\frac{1}{2}\varphi^{2}+\frac{1}{3} G_{R}(M).
\"
14,"\begin{equation}
V=V^{II}+V^{I}+V^{0}=-\frac{\lambda}{12}\varphi^{4}+\frac{1}{2}\frac{M^{4}%
}{\lambda_{R}}-\frac{1}{2}M^{2}G_{R}(M)+T(M),\label{vcr}%
\"
15,"\begin{equation}
M^{2}=m^{2}+\dfrac{\lambda}{2}\varphi^{2}+\frac{\lambda}{3}\int
\frac{db^{4}}{(2\pi)^{4}}
\frac{1}{b^{2}+M^{2}+\Pi(b)},\label{pieo}%
\"
16,"\begin{equation}
\Pi(\alpha)=\frac{\lambda}{6}\int
\frac{db^{4}}{(2\pi)^{4}}\frac{\cos\left(  b\theta \alpha\right)
}{b^{2}+M^{2}+\Pi(b)}. \label{pie}
\"
17,"\begin{equation}
    F_{R}(M)=\int
\frac{db^{4}}{(2\pi)^{4}} \frac{1}{b^{2}+M^{2}+\Pi(b)}-\left[\int
\frac{db^{4}}{(2\pi)^{4}} \frac{1}{b^{2}}-M^{2}\int
\frac{db^{4}}{(2\pi)^{4}} \frac{1}{b^{4}}\right]
\"
18,"\begin{equation}
R(k)=\tfrac{1}{k^{2}+M^{2}+\Pi(k)}-\left\{  \tfrac{1}{k^{2}+\Pi(k)}%
-\tfrac{M^{2}}{\left[  k^{2}+\Pi(k)\right]  ^{2}}\right\}.
\"
19,"\begin{equation}\
    V=\frac{3}{4}\frac{M^{4}}{\lambda_{R}}-\frac{7}{48}\lambda
    \varphi^{4}-\frac{1}{4}m^{2}\varphi^{2}-\dfrac{1}{2}M^{2}G_{R}(M)+T(M,0).
\"
20,"\begin{equation}
\Gamma(\varphi,G)=S(\varphi)-\frac{1}{2}TrLnD_{0}^{-1}G+\frac{1}%
{2}Tr\left\{  D^{-1}G-1\right\}  +\Gamma^{2}(\varphi,G), \label{gammae}%
\"
21,"\begin{equation}
G^{-1}(x,y)=D^{-1}(x,y)+2\frac{\delta\Gamma^{2}(\varphi,G)}{\delta
G(x,y)}.
\label{gap2}%
\"
22,"\begin{equation}
\Gamma_{1PI}(\varphi)=\Gamma[\varphi,G_{0}], \label{gamma1pi}
\"
23,"\begin{equation}\label{veff}
    \Gamma[\varphi,G_{0}]\equiv -\int dx^{4} V(\varphi).
\"
24,"\begin{equation}
S=\int dx^{4}\left\{  \frac{1}{2}m^{2}\phi^{2}+\frac{1}{2}\partial_{\mu}%
\phi\partial^{\mu}\phi+\frac{\lambda}{4!}\phi\star\phi\star\phi\star
\phi\right\},  \label{clact}%
\"
25,"\begin{equation}
\varphi_{1}(x)\star\varphi_{2}(x)=\varphi_{1}(x)e^{\frac{i}{2}\theta^{\mu\nu
}\overleftarrow{\partial}_{\mu}\overrightarrow{\partial}_{\nu}}\varphi_{2}(x),
\label{mp}%
\"
26,"\begin{equation}
G(x,y)=G(x-y)=\int \frac{d \alpha^{4}}{(2\pi)^{4}}\frac{\exp i\alpha(x-y)}{\alpha^{2}+M^{2}%
(\alpha)}\label{GA}
\"
27,"\begin{equation}
G^{-1}(x,y)=D^{-1}(x,y),
\"
28,"\begin{equation}
\Gamma^{2}(\varphi,G)=\frac{1}{4!}\lambda\delta^{4}(0)\int \frac{d\alpha^{4}d\alpha^{\prime4}}{(2\pi)^{8}}%
\frac{1}{\alpha^{2}+M^{2}(\alpha)}\frac{1}{\alpha^{\prime
2}+M^{2}(\alpha^{\prime})}\left\{  1+2\cos^{2}(\frac{\alpha\theta
\alpha^{\prime}}{2})\right\}  . \label{G2}%
\"
