,equation
0,"\begin{equation}
 \rho_N^D = \left(\prod_{i=1}^N\int d\Omega_{p_i}\right)(2\pi)^D\delta^D
 (p-\sum_{i=1}^N p_i)
\"
1,"\begin{equation}
 \Phi({\bf{x}},y)=\sum_{k=-\infty}^\infty \phi_k({\bf{x}})
 \exp(iky/R)/\sqrt{2\pi R}; \quad \phi_k^*({\bf{x}}) = \phi_{-k}({\bf{x}}).
\"
2,"\begin{equation}
 S_{\rm free}= \frac{1}{2}\int\!\! d^D\!x[(\partial_x\Phi)^2 - m^2\Phi^2]
 =\sum_k \frac{1}{2}\int\!\!d^{D-1}\!{\bf x}[(\partial_{\bf x}\phi_k^*)
 (\partial_{\bf x}\phi_k) - m_k^2\phi_k^*\phi_k],
\"
3,"\begin{equation}
 \rho^D_{m_0\rightarrow m_1+\cdots+m_N}= \sum_{k_i}\frac{\delta_{\sum_i k_i,0}}
 {(2\pi R)^{N-1}} \rho^{D-1}_{m_0\rightarrow m_{1k_1}+\cdots+m_{Nk_N}},
\"
4,"\begin{equation}
 \rho^D_{m_0\rightarrow m_1+\cdots+m_N}\!=\!\left(\!\prod_i\!\int\!
 \frac{d\mu_i}{2\pi}\!\right)2\pi
 \delta(\sum_i \mu_i)\rho^{D-1}_{m_0\rightarrow\!m_{1\mu_1}\!+\cdots+m_{N\mu_N}};
 \, m^2_{i\mu}\!\equiv\! m_i^2\!+\!\mu^2,
\"
5,"\begin{equation}
 \rho^{2\ell}_{m_0\rightarrow m_1+m_2}=\frac{\pi^{1-\ell}\Gamma(\ell-1)
 (\lambda(m_0^2,m_1^2,m_2^2))^{2\ell-3}}
  {2^{2\ell-1}m_0^{2\ell-2}\Gamma(2\ell-2)},
\"
6,"\begin{equation}
 \rho^{2\ell}_{m_0\rightarrow m_1+m_2}\!=\frac{1}{2\pi}\int d\mu\,\,
 \rho^{2\ell-1}_{m_0\rightarrow m_{1\mu}+m_{2\mu}}
 \theta(m_0-m_{1\mu}-m_{2\mu}), 
\"
7,"\begin{equation}
 4\pi^2\rho^{2\ell}_{m_0\rightarrow m_1+m_2+m_3}=\int\!\!\!\int\!\!\!\int\!  
 d\mu_1\,d\mu_2\,d\mu_3\,\delta(\mu_1+\mu_2+\mu_3)
 \rho^{2\ell-1}_{m_0\rightarrow m_{1\mu_1}+m_{2\mu_2}+m_{3\mu_3}}
\"
8,"\begin{equation}
 \Phi({\bf x},\hat{y})=\sum_{j,k}\phi_{jk}({\bf x})Y_{jk}(\theta,\varphi)/R,
\"
9,"\begin{equation}
 S_{\rm free}\!=\!\frac{1}{2}\int\!\! d^D\!x[(\partial_x\Phi)^2\!-\!m^2\Phi^2]
 =\sum_{j,k}\!\frac{1}{2}\int\!\!d^{D-2}\!{\bf x}[(\partial_{\bf x}\phi_{jk}^*)
 (\partial_{\bf x}\phi_{jk})\!-\!m_{j}^2\phi_{jk}^*\phi_{jk}],
\"
10,"\begin{equation}
 \int d^Dx\, \Phi_1\Phi_2\Sigma= \sum_{j,k}
     \int d^{D-2}{\bf x}\,\,\sigma\Phi_{1j\,k}\Phi_{2j\,-k}/\sqrt{4\pi}R.
\"
11,"\begin{equation} 
\rho^D_{m_0\rightarrow m_1+m_2}=\frac{1}{4\pi R^2}\sum_j(2j+1)
  \rho^{D-2}_{m_0\rightarrow m_{1j}+m_{2j}};\qquad 
  m_{ij}^2=m_i^2+\left(\frac{j}{R}\right)^2.
\"
12,"\begin{equation}
 \rho^D_{m_0\rightarrow m_1+m_2}=\int_0 d\mu^2\,\,
 \rho^{D-2}_{m_0\rightarrow m_{1\mu}+m_{2\mu}}/4\pi,
\"
