,equation
0,"\begin{equation}
T_{n}(r;k_{1},..,k_{n})=\left\langle \Omega|\phi|r;k_{1},..,k_{n}\right\rangle
.
\"
1,"\begin{equation}
j^{\mu}(x)=ie\phi^{+}(x)\overleftrightarrow{\partial_{\mu}}\phi(x)-2e^{2}%
A_{\mu}\phi^{+}\phi,
\"
2,"\begin{equation}
\delta(x_{0}-y_{0})[j_{0}(x),\phi(y)]=e\phi(x).
\"
3,"\begin{equation}
k_{n\mu}T_{n}^{\mu}=eT_{n-1}(r;k_{1},..,k_{n-1}).
\"
4,"\begin{equation}
\partial_{\mu}T(\phi(y)j^{\mu}(x))=\delta(x-y)e\phi(y),
\"
5,"\begin{equation}
T_{n}^{\mu}(r;k_{1}..k_{n})=\frac{e(2r+k_{n})^{\mu}}{2r\cdot k_{n}+k_{n}^{2}%
}T_{n-1}(r,k_{1}...k_{n-1}),r^{2}=m^{2}.
\"
6,"\begin{equation}
T_{1}=\frac{e(2r+k)\cdot\epsilon}{(2r\cdot k+k^{2})}(x=0),
\"
7,"\begin{equation}
T_{n}=\left(  \frac{e(2r+k)\cdot\epsilon}{2r\cdot k+k^{2}}\right)  _{n}.
\"
8,"\begin{equation}
\sigma(p)=\int\frac{d^{3}x}{(2\pi)^{3}}\exp(ip\cdot x)\int\frac{d^{2}r}%
{2r^{0}}\exp(ir\cdot x)\exp(F).
\"
9,"\begin{equation}
\Pi_{\mu\nu}=-(g_{\mu\nu}-\frac{k_{\mu}k_{\nu}}{k^{2}})-d\frac{k_{\mu}k_{\nu}%
}{k^{2}},
\"
10,"\begin{equation}
D_{0}^{\mu\nu}=\frac{1}{k^{2}+i\epsilon}[g^{\mu\nu}-\frac{k^{\mu}k^{\nu}%
}{k^{2}}+d\frac{k^{\mu}k^{\nu}}{k^{2}}].
\"
11,"\begin{equation}
F=-e^{2}\int\frac{d^{3}k}{(2\pi)^{2}}\theta(k^{0})\exp(ik\cdot x)[\delta
(k^{2}-\mu^{2})(\frac{m^{2}}{(r\cdot k)^{2}}+\frac{1}{(r\cdot k)}%
)-(d-1)\frac{\partial}{\partial k^{2}}\delta(k^{2}-\mu^{2})].{}%
\"
