,equation
0,"\begin{equation}\label{root}
\alpha = \ell\alpha_0 + \sum_{j=1}^n m^j \alpha_j  
\"
1,"\begin{equation}
\lambda = \sum_{j=1}^n p_j \lambda^j
\"
2,"\begin{equation}
f_{j_1 \dots j_k} := [ f_{j_1} , \dots [f_{j_{k-1}},f_{j_k}]\dots ]
\"
3,"\begin{equation}
f^{(\Lambda)} = \sum c^{(\Lambda)}_{j_1 \dots j_k} f_{j_1 \dots j_k}
\"
4,"\begin{equation} 
e_i (f^{(\Lambda)}) \equiv [e_i , f^{(\Lambda)}] = 0
\"
5,"\begin{equation}\label{pi}
[h_i, f_{j_1 \dots j_k}] = \left( - \sum_{\nu=1}^k  A_{ij_\nu} \right) 
f_{j_1 \dots j_k}  = p_i f_{j_1 \dots j_k}
\"
6,"\begin{equation}
[f_{m_1},...,[f_{m_s}, f_{j_1 \dots j_k}]...] =
 f_{m_1 \dots m_s j_1 \dots j_k} \;\; , \quad m_\nu \in \{1,\dots ,n\}
\"
7,"\begin{equation}
q_j = p_j - \sum_{\nu=1}^s A_{j m_\nu}
\"
8,"\begin{equation}\label{mi}
m^i = S^{i3} \ell - \sum_{j=1}^n S^{ij} p_j
\"
9,"\begin{equation} 
\sum_{j=1}^n m^j \alpha_j = \ell \sum_{j=1}^n S^{3j} \alpha_j - 
                        \sum_{j=1}^n p_j \lambda^j
\"
10,"\begin{equation}
\Lambda \equiv - \alpha = -\ell \Big( \alpha_0 + \sum_{j=1}^n S^{3j} \alpha_j \Big) 
                  +  \sum_{j=1}^n p_j \lambda^j
\"
