,equation
0,"\begin{equation}
\frac{1}{p}\sum_{q\in\mbox{\scriptsize {\bf Z}}_p}\,e^{2\pi i \frac{q}{p}
\left(P_{\mbox{\scriptsize osc}}-kW\right)}~.
\label{lm projection 1}
\"
1,"\begin{equation}
{\cal S} \stackrel{\rm def}{=} \left\{\tau \in \mbox{{\bf C}}~;~ \tau_2>0,~ 
|\tau_1|\leq \frac{1}{2}\right\}~.
\label{strip}
\"
2,"\begin{equation}
Z_{\mbox{\scriptsize torus}}(\beta) = -\beta F(\beta)~.
\label{Z and F}
\"
3,"\begin{equation}
\sigma_1=\sigma~, ~~~\sigma_2=i\tau~.
\"
4,"\begin{equation}
Z^0_E\sim Z^0_E+\sqrt{2}\pi R_- i~,~~~ Z^9\sim Z^9+\sqrt{2}\pi R_-~,
\label{E DLCQ}
\"
5,"\begin{equation}
Z^0_E\sim Z^0_E+\beta~,
\"
6,"\begin{equation}
\cos {\theta}_{w,n}=\frac{w\tau_1-n}{|w\tau -n|}~,~~~
\sin {\theta}_{w,n}=-\frac{w\tau_2 }{|w\tau -n|}~.
\label{th w n}
\"
7,"\begin{equation}
{\cal F} \stackrel{\rm def}{=} \left\{\tau \in \mbox{{\bf C}}~;~ \tau_2>0,~|\tau|>1,~ 
|\tau_1|\leq \frac{1}{2}\right\}~.
\"
8,"\begin{equation}
% \eta(\tau)=q^{1/24}\prod_{n=1}^{\infty}(1-q^n).
% \"
9,"\begin{equation}
\frac{1}{p}\sum_{q\in\mbox{\scriptsize {\bf Z}}_p}\,e^{2\pi i \frac{q}{p}
\left(P_{\mbox{\scriptsize osc}}-kW\right)}~.
\label{lm projection 1}
\"
10,"\begin{equation}
{\cal S} \stackrel{\rm def}{=} \left\{\tau \in \mbox{{\bf C}}~;~ \tau_2>0,~ 
|\tau_1|\leq \frac{1}{2}\right\}~.
\label{strip}
\"
11,"\begin{equation}
Z_{\mbox{\scriptsize torus}}(\beta) = -\beta F(\beta)~.
\label{Z and F}
\"
12,"\begin{equation}
\sigma_1=\sigma~, ~~~\sigma_2=i\tau~.
\"
13,"\begin{equation}
Z^0_E\sim Z^0_E+\sqrt{2}\pi R_- i~,~~~ Z^9\sim Z^9+\sqrt{2}\pi R_-~,
\label{E DLCQ}
\"
14,"\begin{equation}
Z^0_E\sim Z^0_E+\beta~,
\"
15,"\begin{equation}
\cos {\theta}_{w,n}=\frac{w\tau_1-n}{|w\tau -n|}~,~~~
\sin {\theta}_{w,n}=-\frac{w\tau_2 }{|w\tau -n|}~.
\label{th w n}
\"
16,"\begin{equation}
{\cal F} \stackrel{\rm def}{=} \left\{\tau \in \mbox{{\bf C}}~;~ \tau_2>0,~|\tau|>1,~ 
|\tau_1|\leq \frac{1}{2}\right\}~.
\"
17,"\begin{equation}
% \eta(\tau)=q^{1/24}\prod_{n=1}^{\infty}(1-q^n).
% \"
