,equation
0,"\begin{equation}
S_{BH}=\frac{A}{4G}
\"
1,"\begin{equation}
\int_{-\infty}^{\infty}\Omega(E) dE
\label{states}
\"
2,"\begin{equation}
\ln \Omega(E)
\"
3,"\begin{equation}
N(\Lambda)=\int f(\Lambda, E) \Omega(E)dE
\"
4,"\begin{equation}
\ln \Omega(\bar{E})
\"
5,"\begin{equation}
Z(\beta)=\int e^{-\beta E} \Omega(E) dE
\label{partitionf}
\"
6,"\begin{equation}
ds^{2}=\frac{l^2}{z^2}(dz^2 +dx_{i}^{2}).
\"
7,"\begin{equation}
\sim e^{-kz}
\"
8,"\begin{equation}
z \sim 1/T.
\label{st}
\"
9,"\begin{equation}
[\partial_{U}(U^{8-p}\partial_{U})-\sqrt{d_{p}e^2} k^2 U +l(l+7-p) U^{6-p}]\phi=0
\label{gp}
\"
10,"\begin{equation}
z=\frac{\sqrt{d_{p}e^2}}{\frac{5-p}{2}U^{(5-p)/2}}
\"
11,"\begin{equation}
(z)^{(p-7)/(p-5)}K_{\nu}(zk)
\"
12,"\begin{equation}
 e^{-kz}.
\"
13,"\begin{equation}
T \sim 1/z_{h}
\"
14,"\begin{equation}
S_{BH}=\frac{A}{4G}
\"
15,"\begin{equation}
\int_{-\infty}^{\infty}\Omega(E) dE
\label{states}
\"
16,"\begin{equation}
\ln \Omega(E)
\"
17,"\begin{equation}
N(\Lambda)=\int f(\Lambda, E) \Omega(E)dE
\"
18,"\begin{equation}
\ln \Omega(\bar{E})
\"
19,"\begin{equation}
Z(\beta)=\int e^{-\beta E} \Omega(E) dE
\label{partitionf}
\"
20,"\begin{equation}
ds^{2}=\frac{l^2}{z^2}(dz^2 +dx_{i}^{2}).
\"
21,"\begin{equation}
\sim e^{-kz}
\"
22,"\begin{equation}
z \sim 1/T.
\label{st}
\"
23,"\begin{equation}
[\partial_{U}(U^{8-p}\partial_{U})-\sqrt{d_{p}e^2} k^2 U +l(l+7-p) U^{6-p}]\phi=0
\label{gp}
\"
24,"\begin{equation}
z=\frac{\sqrt{d_{p}e^2}}{\frac{5-p}{2}U^{(5-p)/2}}
\"
25,"\begin{equation}
(z)^{(p-7)/(p-5)}K_{\nu}(zk)
\"
26,"\begin{equation}
 e^{-kz}.
\"
27,"\begin{equation}
T \sim 1/z_{h}
\"
