,equation
0,"\begin{equation}\label{dbi}
{\mathcal S} =-\int{e^{-\Phi}T_4d^5x \sqrt{{\rm -det} (G_{ab}+B_{ab}+2\pi\alpha' F_{ab})}}
\,,
\"
1,"\begin{equation}
G_{ab} = h_{ab} + d_aX^id_bX^jg_{ij} = f^{-1/2}\eta_{ab} + f^{1/2}d_aX^id_bX_j
\,,
\"
2,"\begin{equation}\label{sbrane}
{\mathcal S} = \int d^4x\sqrt{H} T_4L_6(-f^{-1/2} + {1\over 2} f^{1/2}H^{-1}d_aX^4 d^aX^4 + \cdots)
\,,
\"
3,"\begin{equation}\label{lbr}
{\mathcal L}_{brane} = T_4L_6\left(\frac{1}{2} \ms^{-4} \sqrt{1+\frac{\gs\ms}{2\sqrt{\p^2 + A^2}}} (\partial \p)^2
- \frac{1}{\sqrt{1+\frac{\gs\ms}{2\sqrt{\p^2 + A^2}}}} \right)
\,.
\"
4,"\begin{equation} {\mathcal S} = {1\over
2\kappa_{4}^2} \int d^{4}x\,
  \sqrt{-g}\left\{e^{-2\Phi} R + 4|d\Phi|^2
 \right\}
    \"
5,\begin{equation} {1\over 2\kappa_{4}^2} = {R^6\over 2\kappa_{10}^2} \
6,"\begin{equation} g_{\mu\nu}^s =  g_{\mu\nu}^E
e^{\Phi\over 2} \"
7,"\begin{equation} {\mathcal S}_E = {1\over
2\kappa_{4}^2} \int d^{4}x\,
  \sqrt{-g}\left\{ R + 2|d\Phi|^2
 \right\}
 \,.
 \"
8,"\begin{equation}\label{ltot} {\mathcal S} = \int d^4x \sqrt{-g} \big(-\frac{R}{2\k_4^2} +
{\mathcal L}_{D4-brane}+ {\mathcal L}_{D6-brane}+ {\mathcal L}_{NS5-brane}+ {\mathcal L}_{O6-brane}+
{\mathcal L}_{O5-brane}\big) \,, \"
9,"\begin{equation} {\rho_{D6}\over \rho_{D4}}={(M_s^7/g_s)R_6R_8R_9\over (M_s^5/g_s)L_6}=
 10^2 \"
10,"\begin{equation} {t_{D6}\over t_{D4}} \simeq \sqrt { {\rho_{D6}\over
\rho_{D4}}} = 10 \"
11,"\begin{equation}
ds^2 = n(t)^2 dt^2 - a(t)^2 \left[ \frac{dr^2}{\sqrt{1-kr^2}} + r^2 d\Omega^2 \right]
\,,
\"
