,equation
0,"\begin{equation}
x=(x_0,x_1,\ldots,x_7) = x_0e_0+x_1e_1+\ldots +x_7e_7
\"
1,"\begin{equation}
e_0=1,~~~~e_0e_i=e_ie_0=e_i,~~~~i=0,1,\ldots,7
\"
2,"\begin{equation}
e_\alpha e_\beta =-\delta_{\alpha\beta} + \epsilon_{\alpha\beta\gamma} e_\gamma.~~~\alpha,\beta,\gamma=1,2,\ldots,7
\"
3,"\begin{equation}
\epsilon_{\alpha\beta\gamma}=(165), (257), (312), (471), (543), (624), (736)
\"
4,"\begin{equation}
\bar{e}_\alpha = -e_\alpha, ~~~~\bar{e}_0=e_0
\"
5,"\begin{equation}
\bar{x}=x_0 -x_\alpha e_\alpha=x_i \bar{e}_i
\"
6,"\begin{equation}
Sc(x)= \frac{1}{2} (x+\bar{x}) =x_0
\"
7,"\begin{equation}
Vec(x)=\frac{1}{2}(x-\bar{x}) = x_\alpha e_\alpha
\"
8,"\begin{equation}
(\overline{xy})=\bar{y} \bar{x}
\"
9,"\begin{equation}
<x,y>=x_i y_i=\frac{1}{2}(x\bar{y} + y \bar{x})=\frac{1}{2}(\bar{x} y + \bar{y} x)
\"
10,"\begin{equation}
<e_i,e_j>= \frac{1}{2} (\bar{e}_i e_j +\bar{e}_j e_i) =\frac{1}{2} (e_i \bar{e}_j + e_j \bar{e}_i)=\delta_{ij}
\"
11,"\begin{equation}
N(x)=\bar{x} x = x \bar{x} = x_i x_i
\"
12,"\begin{equation}
x^{-1}= \frac{\bar{x}}{N(x)}
\"
13,"\begin{equation}
(xy)^{-1} = y^{-1} x^{-1}
\"
14,"\begin{equation}
N(xy)=N(x) N(y)   \label{eq:obes}
\"
15,"\begin{equation}
e_{ij}= \frac{1}{2} (\bar{e}_i e_j - \bar{e}_j e_i)
\"
16,"\begin{equation}
e^{'}_{ij} = \frac{1}{2} (e_i \bar{e}_j - e_j \bar{e}_i)
\"
17,"\begin{equation}
e_{\alpha\beta} = e^{'}_{\alpha\beta} = -\epsilon_{\alpha\beta\gamma} e_\gamma
\"
18,"\begin{equation}
e_{0\alpha} =-e^{'}_{0\alpha} = e_\alpha
\"
19,"\begin{equation}
\bar{e}_i e_j =\frac{1}{2} (\bar{e}_i e_j+\bar{e}_j e_i) +\frac{1}{2}(\bar{e}_i e_j - \bar{e}_j e_i)=\delta_{ij}+e_{ij}
\"
20,"\begin{equation}
e_i \bar{e}_j =\frac{1}{2} (e_i \bar{e}_j+e_j \bar{e}_i) +\frac{1}{2}(e_i \bar{e}_j - e_j \bar{e}_i)=\delta_{ij}+e^{'}_{ij}
\"
21,"\begin{equation}
[x,y]=0
\"
22,"\begin{equation}
[e_\alpha, e_\beta]=2\epsilon_{\alpha\beta\gamma} e_\gamma
\"
23,"\begin{equation}
[e_0,e_\alpha]=0
\"
24,"\begin{equation}
[x,y]= 2x_\alpha y_\beta \epsilon_{\alpha\beta\gamma} e_\gamma
\"
