,equation
0,"\begin{equation}
I_0=\int d^4x {\cal L}_0 ~~;~~
{\cal L}_0 =-\frac{i}{2}\lambda \sigma^\mu\stackrel{\leftrightarrow}\partial_\mu \bar{\lambda}
\label{FDA}
\"
1,"\begin{equation}
{\cal L}_1 = \lambda \sigma^\mu \partial_\mu 
\bar{F}_1(\partial \lambda, \partial \bar\lambda) + h.c.
\"
2,"\begin{equation}
{\cal L}_2=F_2(\phi_i,\partial\phi_i)
\"
3,"\begin{equation}
{\cal L}_3= F_3(\phi_i,\partial\phi_i,\partial\lambda,\partial\bar{\lambda})
\"
4,"\begin{equation}
{\cal L}_0=-\frac{i}{2}\lambda \sigma^\mu\stackrel{\leftrightarrow}D_\mu\bar{\lambda}=-\frac{i}{2}\lambda \sigma^\mu\stackrel{\leftrightarrow}\partial_\mu \bar{\lambda} -\frac{f}{2}(\lambda \sigma^\mu \bar{\psi}_\mu +\psi_\mu\sigma^\mu \bar{\lambda})
\"
5,"\begin{equation}
\hat{\delta}(\xi){\cal L}_0 = -\frac{i}{2}[f^{3/2}\xi\sigma^\mu \partial_\mu \bar{\lambda}-f^{3/2}\partial_\mu \xi \sigma^\mu -f^{5/2}\xi \sigma^\mu \bar{\psi}_\mu -if \lambda\hat{\delta}(\xi)(\sigma^\mu\bar{\psi}_\mu) -if(\hat{\delta}(\xi)\psi_\mu) \sigma^\mu \bar{\lambda}]
\"
6,"\begin{equation}
\hat{\delta}(\xi)\psi_\mu = if^{1/2}\partial_\mu\xi
\"
7,"\begin{equation}
\hat{\delta}(\xi)\bar{\psi}^\mu =-\frac{1}{4}f^{3/2}\bar{\sigma}^\mu \xi 
\"
8,"\begin{equation}
\hat{\cal L}_0 = \sum_{i=0}^3 c_i {\cal O}_i
\"
9,"\begin{equation} 
\hat{\cal L}_0 = -\frac{i}{2}\lambda \sigma^\mu \stackrel{\leftrightarrow}{\cal D}_\mu \bar{\lambda} +\frac{f}{4}(\lambda \lambda +\bar{\lambda}\bar{\lambda})-\frac{1}{4f}
({\cal D}_\mu \lambda {\cal D}^\mu \lambda + {\cal D}_\mu \bar{\lambda} {\cal D}^\mu \bar{\lambda} -2 {\cal D}_\mu \lambda \sigma^{\mu\nu}{\cal D}_\nu \lambda -2 {\cal D}_\mu \bar{\lambda} \bar{\sigma}^{\mu\nu}{\cal D}_\nu \bar{\lambda})
\label{LSA}
\"
10,"\begin{equation}
\hat{\cal L}_{RS} = -\frac{i}{2}\psi_\mu (\sigma^\nu \stackrel{\leftrightarrow}\partial_\nu \bar{\psi}^\mu -\sigma^\mu \stackrel{\leftrightarrow}\partial_\nu \bar{\psi}^\nu +i\epsilon^{\mu\nu\lambda\rho}\sigma_\nu \stackrel{\leftrightarrow}\partial_\lambda\bar{\psi}_\rho )
\"
11,"\begin{equation}
W[\eta^{(\pm \frac{1}{2})}]=-i \ell n\int [d\psi_\mu^\alpha][d\bar\psi_\mu^{\dot\alpha}][d\lambda^\alpha][d\bar\lambda^{\dot\alpha}]e^{i\hat{I}}e^{i\int d^4x [\sum_{\sigma = \pm\frac{1}{2}} \eta^{(-\sigma)}\psi^{(\sigma)}+ h.c.]}\delta[F(\psi,\lambda)]\delta[\bar{F}(\bar\psi,\bar\lambda)]
\"
12,"\begin{equation}
\tilde\psi^{(\pm\frac{1}{2})}(k)=\frac{i}{\sqrt{3}}[\epsilon_\mu^{(\pm 1)}(k) u^{(\mp \frac{1}{2})\alpha }(k)+\sqrt{2}\epsilon^{(0)}_\mu(k)u^{(\pm\frac{1}{2})^\alpha }(k)]\tilde\psi^\mu_\alpha (k)
\"
13,"\begin{equation}
\tilde\psi^{(\pm\frac{1}{2})}(k)=-i(\frac{2}{3})^{1/2}\frac{k^\mu}{m_{3/2}}u^{(\pm\frac{1}{2})^\alpha }(k)\tilde\psi^\mu_\alpha (k)+ {\cal O}(\frac{m_{3/2}}{|\vec{k}|})~~;~~|\vec{k}|>>m_{3/2}
\label{HEL}
\"
14,"\begin{equation}
(\sigma^\nu\partial_\nu\bar\sigma^\mu\psi_\mu)^\alpha =-\sqrt{\frac{3}{2}}m_{3/2}\lambda^\alpha
\"
15,"\begin{equation}
(\sigma^\mu \psi_\mu)_\alpha = -i \sqrt{\frac{3}{2}}\lambda_\alpha
\"
16,"\begin{equation}
\partial_\mu \psi^\mu_\alpha =\sqrt{\frac{3}{2}}m_{3/2}\lambda_\alpha
\label{EGC}
\"
17,"\begin{equation}
\tilde\psi^{(\pm\frac{1}{2})}(k) = u^{(\pm \frac{1}{2}) \alpha }(k)\tilde\lambda_\alpha (k) + {\cal O}(\frac{|\vec{k}|}{m_{3/2}})\equiv \tilde\lambda^{(\pm \frac{1}{2})}(k)
~~;~~|\vec{k}|>>m_{3/2}
\"
18,"\begin{equation}
W[\eta^{(\pm \frac{1}{2})}]=-i \ell n \int [d\psi_\mu^\alpha][d\bar\psi_\mu^{\dot\alpha}][d\lambda^\alpha][d\bar\lambda^{\dot\alpha}]
e^{i\hat{I}}e^{i\int d^4k [\sum_{\sigma=\pm\frac{1}{2}}\tilde\eta^{(-\sigma)}(-k)\tilde\lambda^{(\sigma)}(k)+ h.c.]}\delta[F(\psi,\lambda)]\delta[\bar{F}(\bar\psi,\bar\lambda)]
\"
19,"\begin{equation}
\hat{\cal L}_{int}= \hat{\cal L}_{int}(\psi^\mu -\frac{1}{f}\partial^\mu\lambda+\frac{1}{4}\sigma^\mu\bar{\lambda},\bar{\psi}^\mu-\frac{1}{f}\partial^\mu\bar{\lambda}+\frac{1}{4}\bar{\sigma}^\mu\lambda,\phi_i, \partial_\mu\phi_i)
\"
20,"\begin{equation}
I_0=\int d^4x {\cal L}_0 ~~;~~
{\cal L}_0 =-\frac{i}{2}\lambda \sigma^\mu\stackrel{\leftrightarrow}\partial_\mu \bar{\lambda}
\label{FDA}
\"
21,"\begin{equation}
{\cal L}_1 = \lambda \sigma^\mu \partial_\mu 
\bar{F}_1(\partial \lambda, \partial \bar\lambda) + h.c.
\"
22,"\begin{equation}
{\cal L}_2=F_2(\phi_i,\partial\phi_i)
\"
23,"\begin{equation}
{\cal L}_3= F_3(\phi_i,\partial\phi_i,\partial\lambda,\partial\bar{\lambda})
\"
