,equation
0,"\begin{equation}
\label{mixedmetric}
ds^2 = - 2 dx^+ dx^- - (\mu_1^2 x_1^2 + \ldots + \mu_j^2 x_k^2 - m_1^2
y_1^2 - \ldots - m_{n-k}^2 y_{n-k}^2) (dx^+)^2 + dx^i dx^i + dy^a dy^a,
\"
1,"\begin{equation}
\label{ineq2}
2x^- > \sum_i \mu_i x_i^2 \cot(\mu_i  x^+) + 
\sum_a m_a y_a^2 \coth(m_a  x^+)
\quad {\rm or} \quad x^+ > \pi/\mu_1.  
\"
2,"\begin{equation} 
\label{delta+-}
2 =
\sum_i \mu_i c_i \cot(\mu_i  \delta^-) + 
\sum_a m_a c_a \coth(m_a  \delta^-).
\"
3,"\begin{equation}
\label{delta++} 
- 2 =
\sum_i \mu_i c_i \cot(\mu_i  \delta^+) + 
\sum_a m_a c_a \coth(m_a  \delta^+).
\"
4,"\begin{equation} 
\label{delta--}
- 2 =
\sum_i \mu_i |c_i| \cot(\mu_i  \delta^-) + 
\sum_a m_a |c_a| \coth(m_a  \delta^-).
\"
5,"\begin{equation} 
\label{delta-+}
2 =
\sum_i \mu_i |c_i| \cot(\mu_i  \delta^+) + 
\sum_a m_a |c_a| \coth(m_a  \delta^+).
\"
6,"\begin{equation}
\label{ineq5}
0 >
\sum_i \mu_i (x^i_n/z_n)^2 \cot(\mu_i  [\tilde x^+-\hat x^+]) + 
\sum_a m_a (y^a_n/z_n)^2 \coth(m_a  [\tilde x^+-\hat x^+])
\ {\rm or} \ \tilde x^+ - \hat x^+ > \pi/\mu_1.  
\"
7,"\begin{equation}
\label{futineq5}
0 <
\sum_i \mu_i (x^i_n/z_n)^2 \cot(\mu_i  [\tilde x^+-\hat x^+]) + 
\sum_a m_a (y^a_n/z_n)^2 \coth(m_a  [\tilde x^+ -\hat x^+])
\ {\rm or} \ \hat x^+ - \tilde x^+ > \pi/\mu_1.  
\"
8,"\begin{equation}
\label{delta}
0 =
\sum_i \mu_i (x^i_n/z_n)^2 \cot(\mu_i  \delta^\pm) + 
\sum_a m_a (y^a_n/z_n)^2 \coth(m_a  \delta^\pm).  
\"
9,"\begin{equation}
\label{adddelta}
\sum_i \mu_i |c_i| [\cot(\mu_i  \delta^-)+\cot(\mu_i  \delta^+)] + 
\sum_a m_a |c_a| [\coth(m_a  \delta^-) + \coth(m_a  \delta^-)]= 0.
\"
10,"\begin{equation}
\label{mixedmetric}
ds^2 = - 2 dx^+ dx^- - (\mu_1^2 x_1^2 + \ldots + \mu_j^2 x_k^2 - m_1^2
y_1^2 - \ldots - m_{n-k}^2 y_{n-k}^2) (dx^+)^2 + dx^i dx^i + dy^a dy^a,
\"
11,"\begin{equation}
\label{ineq2}
2x^- > \sum_i \mu_i x_i^2 \cot(\mu_i  x^+) + 
\sum_a m_a y_a^2 \coth(m_a  x^+)
\quad {\rm or} \quad x^+ > \pi/\mu_1.  
\"
12,"\begin{equation} 
\label{delta+-}
2 =
\sum_i \mu_i c_i \cot(\mu_i  \delta^-) + 
\sum_a m_a c_a \coth(m_a  \delta^-).
\"
13,"\begin{equation}
\label{delta++} 
- 2 =
\sum_i \mu_i c_i \cot(\mu_i  \delta^+) + 
\sum_a m_a c_a \coth(m_a  \delta^+).
\"
14,"\begin{equation} 
\label{delta--}
- 2 =
\sum_i \mu_i |c_i| \cot(\mu_i  \delta^-) + 
\sum_a m_a |c_a| \coth(m_a  \delta^-).
\"
15,"\begin{equation} 
\label{delta-+}
2 =
\sum_i \mu_i |c_i| \cot(\mu_i  \delta^+) + 
\sum_a m_a |c_a| \coth(m_a  \delta^+).
\"
16,"\begin{equation}
\label{ineq5}
0 >
\sum_i \mu_i (x^i_n/z_n)^2 \cot(\mu_i  [\tilde x^+-\hat x^+]) + 
\sum_a m_a (y^a_n/z_n)^2 \coth(m_a  [\tilde x^+-\hat x^+])
\ {\rm or} \ \tilde x^+ - \hat x^+ > \pi/\mu_1.  
\"
17,"\begin{equation}
\label{futineq5}
0 <
\sum_i \mu_i (x^i_n/z_n)^2 \cot(\mu_i  [\tilde x^+-\hat x^+]) + 
\sum_a m_a (y^a_n/z_n)^2 \coth(m_a  [\tilde x^+ -\hat x^+])
\ {\rm or} \ \hat x^+ - \tilde x^+ > \pi/\mu_1.  
\"
18,"\begin{equation}
\label{delta}
0 =
\sum_i \mu_i (x^i_n/z_n)^2 \cot(\mu_i  \delta^\pm) + 
\sum_a m_a (y^a_n/z_n)^2 \coth(m_a  \delta^\pm).  
\"
19,"\begin{equation}
\label{adddelta}
\sum_i \mu_i |c_i| [\cot(\mu_i  \delta^-)+\cot(\mu_i  \delta^+)] + 
\sum_a m_a |c_a| [\coth(m_a  \delta^-) + \coth(m_a  \delta^-)]= 0.
\"
